CE13	AFP_ENG_20030530.0132-CE1
CE15	AFP_ENG_20030530.0132-CE2
CE16	AFP_ENG_20030530.0132-CE3
CE20	AFP_ENG_20030530.0132-CE4
CE26	AFP_ENG_20030530.0132-CE5
CE18	AFP_ENG_20030530.0132-CE6
CE19	AFP_ENG_20030530.0132-CE7
CE1	AFP_ENG_20030530.0132-CE8
CE22	AFP_ENG_20030530.0132-CE9
CE24	AFP_ENG_20030530.0132-CE10
CE25	AFP_ENG_20030530.0132-CE11
CE17	AFP_ENG_20030530.0132-CE12
CE21	AFP_ENG_20030530.0132-CE13
CE14	AFP_ENG_20030530.0132-CE14
CE5	AFP_ENG_20030530.0132-CE15
CE23	AFP_ENG_20030530.0132-CE16
CE3	AFP_ENG_20030530.0132-CE17
CE4	AFP_ENG_20030530.0132-CE18
CE6	AFP_ENG_20030530.0132-CE19
CE2	AFP_ENG_20030530.0132-CE20
CE7	AFP_ENG_20030530.0132-CE21
CE9	AFP_ENG_20030530.0132-CE22
CE11	AFP_ENG_20030530.0132-CE23
CE10	AFP_ENG_20030530.0132-CE24
CE8	AFP_ENG_20030530.0132-CE25
CE12	AFP_ENG_20030530.0132-CE26
E16	AFP_ENG_20030530.0132-E1
E18	AFP_ENG_20030530.0132-E2
E35	AFP_ENG_20030530.0132-E3
E20	AFP_ENG_20030530.0132-E4
E21	AFP_ENG_20030530.0132-E5
E22	AFP_ENG_20030530.0132-E6
E23	AFP_ENG_20030530.0132-E7
E24	AFP_ENG_20030530.0132-E8
E25	AFP_ENG_20030530.0132-E9
E26	AFP_ENG_20030530.0132-E10
E28	AFP_ENG_20030530.0132-E11
E29	AFP_ENG_20030530.0132-E12
E32	AFP_ENG_20030530.0132-E13
E33	AFP_ENG_20030530.0132-E14
E36	AFP_ENG_20030530.0132-E15
E37	AFP_ENG_20030530.0132-E16
E39	AFP_ENG_20030530.0132-E17
E1	AFP_ENG_20030530.0132-E18
E42	AFP_ENG_20030530.0132-E19
E43	AFP_ENG_20030530.0132-E20
E44	AFP_ENG_20030530.0132-E21
E2	AFP_ENG_20030530.0132-E22
E3	AFP_ENG_20030530.0132-E23
E4	AFP_ENG_20030530.0132-E24
E5	AFP_ENG_20030530.0132-E25
E7	AFP_ENG_20030530.0132-E26
E8	AFP_ENG_20030530.0132-E27
E11	AFP_ENG_20030530.0132-E28
E12	AFP_ENG_20030530.0132-E29
E13	AFP_ENG_20030530.0132-E30
E14	AFP_ENG_20030530.0132-E31
E15	AFP_ENG_20030530.0132-E32
EM3	AFP_ENG_20030530.0132-E18-1
EM18	AFP_ENG_20030530.0132-E2-2
EM19	AFP_ENG_20030530.0132-E25-3
EM20	AFP_ENG_20030530.0132-E25-4
EM45	AFP_ENG_20030530.0132-E3-5
EM21	AFP_ENG_20030530.0132-E4-6
EM22	AFP_ENG_20030530.0132-E5-7
EM23	AFP_ENG_20030530.0132-E25-8
EM25	AFP_ENG_20030530.0132-E6-9
EM26	AFP_ENG_20030530.0132-E25-10
EM29	AFP_ENG_20030530.0132-E25-11
EM30	AFP_ENG_20030530.0132-E22-12
EM31	AFP_ENG_20030530.0132-E7-13
EM32	AFP_ENG_20030530.0132-E8-14
EM33	AFP_ENG_20030530.0132-E10-15
EM34	AFP_ENG_20030530.0132-E11-16
EM38	AFP_ENG_20030530.0132-E4-17
EM39	AFP_ENG_20030530.0132-E5-18
EM40	AFP_ENG_20030530.0132-E25-19
EM41	AFP_ENG_20030530.0132-E12-20
EM46	AFP_ENG_20030530.0132-E25-21
EM43	AFP_ENG_20030530.0132-E13-22
EM44	AFP_ENG_20030530.0132-E14-23
EM47	AFP_ENG_20030530.0132-E25-24
EM27	AFP_ENG_20030530.0132-E15-25
EM28	AFP_ENG_20030530.0132-E16-26
EM35	AFP_ENG_20030530.0132-E9-27
EM36	AFP_ENG_20030530.0132-E17-28
EM37	AFP_ENG_20030530.0132-E22-29
EM24	AFP_ENG_20030530.0132-E25-30
EM17	AFP_ENG_20030530.0132-E19-31
EM8	AFP_ENG_20030530.0132-E20-32
EM42	AFP_ENG_20030530.0132-E21-33
EM4	AFP_ENG_20030530.0132-E23-34
EM1	AFP_ENG_20030530.0132-E22-35
EM2	AFP_ENG_20030530.0132-E24-36
EM5	AFP_ENG_20030530.0132-E25-37
EM6	AFP_ENG_20030530.0132-E26-38
EM7	AFP_ENG_20030530.0132-E27-39
EM9	AFP_ENG_20030530.0132-E27-40
EM10	AFP_ENG_20030530.0132-E27-41
EM11	AFP_ENG_20030530.0132-E28-42
EM12	AFP_ENG_20030530.0132-E29-43
EM13	AFP_ENG_20030530.0132-E30-44
EM14	AFP_ENG_20030530.0132-E31-45
EM15	AFP_ENG_20030530.0132-E32-46
EM16	AFP_ENG_20030530.0132-E1-47
R1	AFP_ENG_20030530.0132-R1
R2	AFP_ENG_20030530.0132-R2
R3	AFP_ENG_20030530.0132-R3
R4	AFP_ENG_20030530.0132-R4
R5	AFP_ENG_20030530.0132-R5
R7	AFP_ENG_20030530.0132-R6
R8	AFP_ENG_20030530.0132-R7
