CE13	AFP_ENG_20030417.0004-CE1
CE4	AFP_ENG_20030417.0004-CE2
CE14	AFP_ENG_20030417.0004-CE3
CE15	AFP_ENG_20030417.0004-CE4
CE17	AFP_ENG_20030417.0004-CE5
CE18	AFP_ENG_20030417.0004-CE6
CE19	AFP_ENG_20030417.0004-CE7
CE20	AFP_ENG_20030417.0004-CE8
CE22	AFP_ENG_20030417.0004-CE9
CE21	AFP_ENG_20030417.0004-CE10
CE23	AFP_ENG_20030417.0004-CE11
CE16	AFP_ENG_20030417.0004-CE12
CE1	AFP_ENG_20030417.0004-CE13
CE2	AFP_ENG_20030417.0004-CE14
CE3	AFP_ENG_20030417.0004-CE15
CE5	AFP_ENG_20030417.0004-CE16
CE6	AFP_ENG_20030417.0004-CE17
CE7	AFP_ENG_20030417.0004-CE18
CE8	AFP_ENG_20030417.0004-CE19
CE9	AFP_ENG_20030417.0004-CE20
CE10	AFP_ENG_20030417.0004-CE21
CE11	AFP_ENG_20030417.0004-CE22
CE12	AFP_ENG_20030417.0004-CE23
E14	AFP_ENG_20030417.0004-E1
E15	AFP_ENG_20030417.0004-E2
E16	AFP_ENG_20030417.0004-E3
E17	AFP_ENG_20030417.0004-E4
E18	AFP_ENG_20030417.0004-E5
E19	AFP_ENG_20030417.0004-E6
E20	AFP_ENG_20030417.0004-E7
E21	AFP_ENG_20030417.0004-E8
E22	AFP_ENG_20030417.0004-E9
E23	AFP_ENG_20030417.0004-E10
E24	AFP_ENG_20030417.0004-E11
E25	AFP_ENG_20030417.0004-E12
E26	AFP_ENG_20030417.0004-E13
E27	AFP_ENG_20030417.0004-E14
E28	AFP_ENG_20030417.0004-E15
E29	AFP_ENG_20030417.0004-E16
E1	AFP_ENG_20030417.0004-E17
E30	AFP_ENG_20030417.0004-E18
E2	AFP_ENG_20030417.0004-E19
E3	AFP_ENG_20030417.0004-E20
E5	AFP_ENG_20030417.0004-E21
E6	AFP_ENG_20030417.0004-E22
E7	AFP_ENG_20030417.0004-E23
E8	AFP_ENG_20030417.0004-E24
E9	AFP_ENG_20030417.0004-E25
E10	AFP_ENG_20030417.0004-E26
E11	AFP_ENG_20030417.0004-E27
E12	AFP_ENG_20030417.0004-E28
