CE19	AFP_ENG_20030323.0020-CE1
CE10	AFP_ENG_20030323.0020-CE2
CE1	AFP_ENG_20030323.0020-CE3
CE22	AFP_ENG_20030323.0020-CE4
CE23	AFP_ENG_20030323.0020-CE5
CE24	AFP_ENG_20030323.0020-CE6
CE2	AFP_ENG_20030323.0020-CE7
CE25	AFP_ENG_20030323.0020-CE8
CE27	AFP_ENG_20030323.0020-CE9
CE29	AFP_ENG_20030323.0020-CE10
CE30	AFP_ENG_20030323.0020-CE11
CE28	AFP_ENG_20030323.0020-CE12
CE32	AFP_ENG_20030323.0020-CE13
CE35	AFP_ENG_20030323.0020-CE14
CE34	AFP_ENG_20030323.0020-CE15
CE36	AFP_ENG_20030323.0020-CE16
CE38	AFP_ENG_20030323.0020-CE17
CE37	AFP_ENG_20030323.0020-CE18
CE39	AFP_ENG_20030323.0020-CE19
CE40	AFP_ENG_20030323.0020-CE20
CE41	AFP_ENG_20030323.0020-CE21
CE42	AFP_ENG_20030323.0020-CE22
CE43	AFP_ENG_20030323.0020-CE23
CE45	AFP_ENG_20030323.0020-CE24
CE44	AFP_ENG_20030323.0020-CE25
CE46	AFP_ENG_20030323.0020-CE26
CE6	AFP_ENG_20030323.0020-CE27
CE47	AFP_ENG_20030323.0020-CE28
CE48	AFP_ENG_20030323.0020-CE29
CE85	AFP_ENG_20030323.0020-CE30
CE50	AFP_ENG_20030323.0020-CE31
CE51	AFP_ENG_20030323.0020-CE32
CE52	AFP_ENG_20030323.0020-CE33
CE53	AFP_ENG_20030323.0020-CE34
CE20	AFP_ENG_20030323.0020-CE35
CE54	AFP_ENG_20030323.0020-CE36
CE55	AFP_ENG_20030323.0020-CE37
CE56	AFP_ENG_20030323.0020-CE38
CE57	AFP_ENG_20030323.0020-CE39
CE59	AFP_ENG_20030323.0020-CE40
CE58	AFP_ENG_20030323.0020-CE41
CE60	AFP_ENG_20030323.0020-CE42
CE61	AFP_ENG_20030323.0020-CE43
CE62	AFP_ENG_20030323.0020-CE44
CE63	AFP_ENG_20030323.0020-CE45
CE64	AFP_ENG_20030323.0020-CE46
CE65	AFP_ENG_20030323.0020-CE47
CE66	AFP_ENG_20030323.0020-CE48
CE67	AFP_ENG_20030323.0020-CE49
CE5	AFP_ENG_20030323.0020-CE50
CE4	AFP_ENG_20030323.0020-CE51
CE68	AFP_ENG_20030323.0020-CE52
CE69	AFP_ENG_20030323.0020-CE53
CE71	AFP_ENG_20030323.0020-CE54
CE70	AFP_ENG_20030323.0020-CE55
CE72	AFP_ENG_20030323.0020-CE56
CE73	AFP_ENG_20030323.0020-CE57
CE74	AFP_ENG_20030323.0020-CE58
CE75	AFP_ENG_20030323.0020-CE59
CE76	AFP_ENG_20030323.0020-CE60
CE78	AFP_ENG_20030323.0020-CE61
CE77	AFP_ENG_20030323.0020-CE62
CE81	AFP_ENG_20030323.0020-CE63
CE31	AFP_ENG_20030323.0020-CE64
CE7	AFP_ENG_20030323.0020-CE65
CE82	AFP_ENG_20030323.0020-CE66
CE83	AFP_ENG_20030323.0020-CE67
CE15	AFP_ENG_20030323.0020-CE68
CE88	AFP_ENG_20030323.0020-CE69
CE84	AFP_ENG_20030323.0020-CE70
CE86	AFP_ENG_20030323.0020-CE71
CE90	AFP_ENG_20030323.0020-CE72
CE79	AFP_ENG_20030323.0020-CE73
CE91	AFP_ENG_20030323.0020-CE74
