CE12	XIN_ENG_20030408.0341-CE1
CE1	XIN_ENG_20030408.0341-CE2
CE13	XIN_ENG_20030408.0341-CE3
CE14	XIN_ENG_20030408.0341-CE4
CE16	XIN_ENG_20030408.0341-CE5
CE17	XIN_ENG_20030408.0341-CE6
CE18	XIN_ENG_20030408.0341-CE7
CE19	XIN_ENG_20030408.0341-CE8
CE20	XIN_ENG_20030408.0341-CE9
CE22	XIN_ENG_20030408.0341-CE10
CE23	XIN_ENG_20030408.0341-CE11
CE24	XIN_ENG_20030408.0341-CE12
CE25	XIN_ENG_20030408.0341-CE13
CE26	XIN_ENG_20030408.0341-CE14
CE6	XIN_ENG_20030408.0341-CE15
CE27	XIN_ENG_20030408.0341-CE16
CE21	XIN_ENG_20030408.0341-CE17
CE28	XIN_ENG_20030408.0341-CE18
CE29	XIN_ENG_20030408.0341-CE19
CE31	XIN_ENG_20030408.0341-CE20
CE32	XIN_ENG_20030408.0341-CE21
CE33	XIN_ENG_20030408.0341-CE22
CE34	XIN_ENG_20030408.0341-CE23
CE35	XIN_ENG_20030408.0341-CE24
CE38	XIN_ENG_20030408.0341-CE25
CE39	XIN_ENG_20030408.0341-CE26
CE40	XIN_ENG_20030408.0341-CE27
CE41	XIN_ENG_20030408.0341-CE28
CE42	XIN_ENG_20030408.0341-CE29
CE15	XIN_ENG_20030408.0341-CE30
CE4	XIN_ENG_20030408.0341-CE31
CE3	XIN_ENG_20030408.0341-CE32
CE30	XIN_ENG_20030408.0341-CE33
CE36	XIN_ENG_20030408.0341-CE34
CE37	XIN_ENG_20030408.0341-CE35
CE2	XIN_ENG_20030408.0341-CE36
CE8	XIN_ENG_20030408.0341-CE37
CE7	XIN_ENG_20030408.0341-CE38
CE9	XIN_ENG_20030408.0341-CE39
CE5	XIN_ENG_20030408.0341-CE40
CE10	XIN_ENG_20030408.0341-CE41
CE11	XIN_ENG_20030408.0341-CE42
E18	XIN_ENG_20030408.0341-E1
E20	XIN_ENG_20030408.0341-E2
E21	XIN_ENG_20030408.0341-E3
E22	XIN_ENG_20030408.0341-E4
E23	XIN_ENG_20030408.0341-E5
E24	XIN_ENG_20030408.0341-E6
E25	XIN_ENG_20030408.0341-E7
E26	XIN_ENG_20030408.0341-E8
E27	XIN_ENG_20030408.0341-E9
E28	XIN_ENG_20030408.0341-E10
E30	XIN_ENG_20030408.0341-E11
E31	XIN_ENG_20030408.0341-E12
E32	XIN_ENG_20030408.0341-E13
E35	XIN_ENG_20030408.0341-E14
E1	XIN_ENG_20030408.0341-E15
E39	XIN_ENG_20030408.0341-E16
E40	XIN_ENG_20030408.0341-E17
E41	XIN_ENG_20030408.0341-E18
E42	XIN_ENG_20030408.0341-E19
E43	XIN_ENG_20030408.0341-E20
E44	XIN_ENG_20030408.0341-E21
E45	XIN_ENG_20030408.0341-E22
E46	XIN_ENG_20030408.0341-E23
E48	XIN_ENG_20030408.0341-E24
E49	XIN_ENG_20030408.0341-E25
E50	XIN_ENG_20030408.0341-E26
E51	XIN_ENG_20030408.0341-E27
E52	XIN_ENG_20030408.0341-E28
E54	XIN_ENG_20030408.0341-E29
E55	XIN_ENG_20030408.0341-E30
E57	XIN_ENG_20030408.0341-E31
E58	XIN_ENG_20030408.0341-E32
E59	XIN_ENG_20030408.0341-E33
E60	XIN_ENG_20030408.0341-E34
E64	XIN_ENG_20030408.0341-E35
E65	XIN_ENG_20030408.0341-E36
E68	XIN_ENG_20030408.0341-E37
E69	XIN_ENG_20030408.0341-E38
E70	XIN_ENG_20030408.0341-E39
E71	XIN_ENG_20030408.0341-E40
E72	XIN_ENG_20030408.0341-E41
E74	XIN_ENG_20030408.0341-E42
E77	XIN_ENG_20030408.0341-E43
E116	XIN_ENG_20030408.0341-E44
E78	XIN_ENG_20030408.0341-E45
E79	XIN_ENG_20030408.0341-E46
E81	XIN_ENG_20030408.0341-E47
E83	XIN_ENG_20030408.0341-E48
E84	XIN_ENG_20030408.0341-E49
E85	XIN_ENG_20030408.0341-E50
E86	XIN_ENG_20030408.0341-E51
E3	XIN_ENG_20030408.0341-E52
E88	XIN_ENG_20030408.0341-E53
E89	XIN_ENG_20030408.0341-E54
E4	XIN_ENG_20030408.0341-E55
E103	XIN_ENG_20030408.0341-E56
E107	XIN_ENG_20030408.0341-E57
E108	XIN_ENG_20030408.0341-E58
E109	XIN_ENG_20030408.0341-E59
E110	XIN_ENG_20030408.0341-E60
E111	XIN_ENG_20030408.0341-E61
E113	XIN_ENG_20030408.0341-E62
E115	XIN_ENG_20030408.0341-E63
E6	XIN_ENG_20030408.0341-E64
E8	XIN_ENG_20030408.0341-E65
E9	XIN_ENG_20030408.0341-E66
E11	XIN_ENG_20030408.0341-E67
E12	XIN_ENG_20030408.0341-E68
E13	XIN_ENG_20030408.0341-E69
E14	XIN_ENG_20030408.0341-E70
E15	XIN_ENG_20030408.0341-E71
E16	XIN_ENG_20030408.0341-E72
E17	XIN_ENG_20030408.0341-E73
EM4	XIN_ENG_20030408.0341-E15-1
EM18	XIN_ENG_20030408.0341-E2-2
EM19	XIN_ENG_20030408.0341-E3-3
EM20	XIN_ENG_20030408.0341-E4-4
EM21	XIN_ENG_20030408.0341-E5-5
EM22	XIN_ENG_20030408.0341-E4-6
EM23	XIN_ENG_20030408.0341-E15-7
EM24	XIN_ENG_20030408.0341-E64-8
EM25	XIN_ENG_20030408.0341-E69-9
EM28	XIN_ENG_20030408.0341-E7-10
EM29	XIN_ENG_20030408.0341-E15-11
EM30	XIN_ENG_20030408.0341-E64-12
EM31	XIN_ENG_20030408.0341-E69-13
EM33	XIN_ENG_20030408.0341-E64-14
EM34	XIN_ENG_20030408.0341-E15-15
EM35	XIN_ENG_20030408.0341-E8-16
EM36	XIN_ENG_20030408.0341-E9-17
EM38	XIN_ENG_20030408.0341-E15-18
EM39	XIN_ENG_20030408.0341-E10-19
EM44	XIN_ENG_20030408.0341-E15-20
EM45	XIN_ENG_20030408.0341-E64-21
EM46	XIN_ENG_20030408.0341-E6-22
EM47	XIN_ENG_20030408.0341-E11-23
EM49	XIN_ENG_20030408.0341-E12-24
