CE3	AFP_ENG_20030519.0372-CE1
CE17	AFP_ENG_20030519.0372-CE2
CE18	AFP_ENG_20030519.0372-CE3
CE19	AFP_ENG_20030519.0372-CE4
CE6	AFP_ENG_20030519.0372-CE5
CE20	AFP_ENG_20030519.0372-CE6
CE21	AFP_ENG_20030519.0372-CE7
CE22	AFP_ENG_20030519.0372-CE8
CE59	AFP_ENG_20030519.0372-CE9
CE48	AFP_ENG_20030519.0372-CE10
CE24	AFP_ENG_20030519.0372-CE11
CE25	AFP_ENG_20030519.0372-CE12
CE26	AFP_ENG_20030519.0372-CE13
CE28	AFP_ENG_20030519.0372-CE14
CE29	AFP_ENG_20030519.0372-CE15
CE30	AFP_ENG_20030519.0372-CE16
CE31	AFP_ENG_20030519.0372-CE17
CE12	AFP_ENG_20030519.0372-CE18
CE32	AFP_ENG_20030519.0372-CE19
CE33	AFP_ENG_20030519.0372-CE20
CE34	AFP_ENG_20030519.0372-CE21
CE8	AFP_ENG_20030519.0372-CE22
CE36	AFP_ENG_20030519.0372-CE23
CE52	AFP_ENG_20030519.0372-CE24
CE37	AFP_ENG_20030519.0372-CE25
CE38	AFP_ENG_20030519.0372-CE26
CE39	AFP_ENG_20030519.0372-CE27
CE2	AFP_ENG_20030519.0372-CE28
CE7	AFP_ENG_20030519.0372-CE29
CE40	AFP_ENG_20030519.0372-CE30
CE41	AFP_ENG_20030519.0372-CE31
CE42	AFP_ENG_20030519.0372-CE32
CE43	AFP_ENG_20030519.0372-CE33
CE5	AFP_ENG_20030519.0372-CE34
CE44	AFP_ENG_20030519.0372-CE35
CE45	AFP_ENG_20030519.0372-CE36
CE50	AFP_ENG_20030519.0372-CE37
CE49	AFP_ENG_20030519.0372-CE38
CE46	AFP_ENG_20030519.0372-CE39
CE47	AFP_ENG_20030519.0372-CE40
CE51	AFP_ENG_20030519.0372-CE41
CE54	AFP_ENG_20030519.0372-CE42
CE9	AFP_ENG_20030519.0372-CE43
CE56	AFP_ENG_20030519.0372-CE44
CE57	AFP_ENG_20030519.0372-CE45
CE58	AFP_ENG_20030519.0372-CE46
CE60	AFP_ENG_20030519.0372-CE47
CE61	AFP_ENG_20030519.0372-CE48
CE62	AFP_ENG_20030519.0372-CE49
CE63	AFP_ENG_20030519.0372-CE50
CE64	AFP_ENG_20030519.0372-CE51
CE23	AFP_ENG_20030519.0372-CE52
CE10	AFP_ENG_20030519.0372-CE53
CE27	AFP_ENG_20030519.0372-CE54
CE35	AFP_ENG_20030519.0372-CE55
CE53	AFP_ENG_20030519.0372-CE56
CE4	AFP_ENG_20030519.0372-CE57
CE11	AFP_ENG_20030519.0372-CE58
CE55	AFP_ENG_20030519.0372-CE59
CE13	AFP_ENG_20030519.0372-CE60
CE14	AFP_ENG_20030519.0372-CE61
CE1	AFP_ENG_20030519.0372-CE62
CE15	AFP_ENG_20030519.0372-CE63
CE16	AFP_ENG_20030519.0372-CE64
E18	AFP_ENG_20030519.0372-E1
E19	AFP_ENG_20030519.0372-E2
E20	AFP_ENG_20030519.0372-E3
E21	AFP_ENG_20030519.0372-E4
E90	AFP_ENG_20030519.0372-E5
E141	AFP_ENG_20030519.0372-E6
E142	AFP_ENG_20030519.0372-E7
E25	AFP_ENG_20030519.0372-E8
E27	AFP_ENG_20030519.0372-E9
E28	AFP_ENG_20030519.0372-E10
E147	AFP_ENG_20030519.0372-E11
E30	AFP_ENG_20030519.0372-E12
E31	AFP_ENG_20030519.0372-E13
E32	AFP_ENG_20030519.0372-E14
E91	AFP_ENG_20030519.0372-E15
E134	AFP_ENG_20030519.0372-E16
E136	AFP_ENG_20030519.0372-E17
E35	AFP_ENG_20030519.0372-E18
E36	AFP_ENG_20030519.0372-E19
E38	AFP_ENG_20030519.0372-E20
E137	AFP_ENG_20030519.0372-E21
E40	AFP_ENG_20030519.0372-E22
E41	AFP_ENG_20030519.0372-E23
E42	AFP_ENG_20030519.0372-E24
E149	AFP_ENG_20030519.0372-E25
E118	AFP_ENG_20030519.0372-E26
E1	AFP_ENG_20030519.0372-E27
E44	AFP_ENG_20030519.0372-E28
E138	AFP_ENG_20030519.0372-E29
E45	AFP_ENG_20030519.0372-E30
E46	AFP_ENG_20030519.0372-E31
E47	AFP_ENG_20030519.0372-E32
E48	AFP_ENG_20030519.0372-E33
E49	AFP_ENG_20030519.0372-E34
E50	AFP_ENG_20030519.0372-E35
E139	AFP_ENG_20030519.0372-E36
E52	AFP_ENG_20030519.0372-E37
E92	AFP_ENG_20030519.0372-E38
E56	AFP_ENG_20030519.0372-E39
E58	AFP_ENG_20030519.0372-E40
E59	AFP_ENG_20030519.0372-E41
E60	AFP_ENG_20030519.0372-E42
E63	AFP_ENG_20030519.0372-E43
E64	AFP_ENG_20030519.0372-E44
E66	AFP_ENG_20030519.0372-E45
E67	AFP_ENG_20030519.0372-E46
E68	AFP_ENG_20030519.0372-E47
E69	AFP_ENG_20030519.0372-E48
E70	AFP_ENG_20030519.0372-E49
E71	AFP_ENG_20030519.0372-E50
E73	AFP_ENG_20030519.0372-E51
E74	AFP_ENG_20030519.0372-E52
E75	AFP_ENG_20030519.0372-E53
E76	AFP_ENG_20030519.0372-E54
E77	AFP_ENG_20030519.0372-E55
E79	AFP_ENG_20030519.0372-E56
E80	AFP_ENG_20030519.0372-E57
E93	AFP_ENG_20030519.0372-E58
E84	AFP_ENG_20030519.0372-E59
E87	AFP_ENG_20030519.0372-E60
E88	AFP_ENG_20030519.0372-E61
E140	AFP_ENG_20030519.0372-E62
E2	AFP_ENG_20030519.0372-E63
E143	AFP_ENG_20030519.0372-E64
E95	AFP_ENG_20030519.0372-E65
E96	AFP_ENG_20030519.0372-E66
E144	AFP_ENG_20030519.0372-E67
E98	AFP_ENG_20030519.0372-E68
E145	AFP_ENG_20030519.0372-E69
E102	AFP_ENG_20030519.0372-E70
E103	AFP_ENG_20030519.0372-E71
E104	AFP_ENG_20030519.0372-E72
E105	AFP_ENG_20030519.0372-E73
E106	AFP_ENG_20030519.0372-E74
E107	AFP_ENG_20030519.0372-E75
E108	AFP_ENG_20030519.0372-E76
E146	AFP_ENG_20030519.0372-E77
E110	AFP_ENG_20030519.0372-E78
E112	AFP_ENG_20030519.0372-E79
E113	AFP_ENG_20030519.0372-E80
E114	AFP_ENG_20030519.0372-E81
E115	AFP_ENG_20030519.0372-E82
E116	AFP_ENG_20030519.0372-E83
E117	AFP_ENG_20030519.0372-E84
E3	AFP_ENG_20030519.0372-E85
E123	AFP_ENG_20030519.0372-E86
E125	AFP_ENG_20030519.0372-E87
E127	AFP_ENG_20030519.0372-E88
E132	AFP_ENG_20030519.0372-E89
E5	AFP_ENG_20030519.0372-E90
E6	AFP_ENG_20030519.0372-E91
E7	AFP_ENG_20030519.0372-E92
E8	AFP_ENG_20030519.0372-E93
E9	AFP_ENG_20030519.0372-E94
E10	AFP_ENG_20030519.0372-E95
E12	AFP_ENG_20030519.0372-E96
E13	AFP_ENG_20030519.0372-E97
E16	AFP_ENG_20030519.0372-E98
EM1	AFP_ENG_20030519.0372-E27-1
EM164	AFP_ENG_20030519.0372-E25-2
EM17	AFP_ENG_20030519.0372-E91-3
EM18	AFP_ENG_20030519.0372-E2-4
EM20	AFP_ENG_20030519.0372-E3-5
EM19	AFP_ENG_20030519.0372-E91-6
EM21	AFP_ENG_20030519.0372-E4-7
EM22	AFP_ENG_20030519.0372-E2-8
EM23	AFP_ENG_20030519.0372-E27-9
EM39	AFP_ENG_20030519.0372-E6-10
EM121	AFP_ENG_20030519.0372-E5-11
EM124	AFP_ENG_20030519.0372-E30-12
EM125	AFP_ENG_20030519.0372-E30-13
EM46	AFP_ENG_20030519.0372-E7-14
EM30	AFP_ENG_20030519.0372-E8-15
EM31	AFP_ENG_20030519.0372-E9-16
EM32	AFP_ENG_20030519.0372-E10-17
EM35	AFP_ENG_20030519.0372-E12-18
EM33	AFP_ENG_20030519.0372-E13-19
EM36	AFP_ENG_20030519.0372-E2-20
EM37	AFP_ENG_20030519.0372-E14-21
EM174	AFP_ENG_20030519.0372-E16-22
EM175	AFP_ENG_20030519.0372-E17-23
EM153	AFP_ENG_20030519.0372-E21-24
EM120	AFP_ENG_20030519.0372-E15-25
EM42	AFP_ENG_20030519.0372-E18-26
EM43	AFP_ENG_20030519.0372-E19-27
EM44	AFP_ENG_20030519.0372-E2-28
EM48	AFP_ENG_20030519.0372-E87-29
EM45	AFP_ENG_20030519.0372-E20-30
EM6	AFP_ENG_20030519.0372-E29-31
EM129	AFP_ENG_20030519.0372-E95-32
EM131	AFP_ENG_20030519.0372-E95-33
EM49	AFP_ENG_20030519.0372-E22-34
EM50	AFP_ENG_20030519.0372-E23-35
EM51	AFP_ENG_20030519.0372-E24-36
EM52	AFP_ENG_20030519.0372-E13-37
EM53	AFP_ENG_20030519.0372-E91-38
EM55	AFP_ENG_20030519.0372-E28-39
EM145	AFP_ENG_20030519.0372-E38-40
EM57	AFP_ENG_20030519.0372-E30-41
EM58	AFP_ENG_20030519.0372-E31-42
EM59	AFP_ENG_20030519.0372-E91-43
EM60	AFP_ENG_20030519.0372-E32-44
EM61	AFP_ENG_20030519.0372-E30-45
EM62	AFP_ENG_20030519.0372-E91-46
EM63	AFP_ENG_20030519.0372-E30-47
EM64	AFP_ENG_20030519.0372-E30-48
EM65	AFP_ENG_20030519.0372-E10-49
EM66	AFP_ENG_20030519.0372-E13-50
EM67	AFP_ENG_20030519.0372-E30-51
EM68	AFP_ENG_20030519.0372-E34-52
EM69	AFP_ENG_20030519.0372-E91-53
EM70	AFP_ENG_20030519.0372-E27-54
EM71	AFP_ENG_20030519.0372-E35-55
EM72	AFP_ENG_20030519.0372-E35-56
EM26	AFP_ENG_20030519.0372-E36-57
EM27	AFP_ENG_20030519.0372-E62-58
EM74	AFP_ENG_20030519.0372-E33-59
EM75	AFP_ENG_20030519.0372-E37-60
EM146	AFP_ENG_20030519.0372-E91-61
EM151	AFP_ENG_20030519.0372-E91-62
EM76	AFP_ENG_20030519.0372-E27-63
EM77	AFP_ENG_20030519.0372-E39-64
EM184	AFP_ENG_20030519.0372-E91-65
