CE11	XIN_ENG_20030513.0002-CE1
CE12	XIN_ENG_20030513.0002-CE2
CE7	XIN_ENG_20030513.0002-CE3
CE13	XIN_ENG_20030513.0002-CE4
CE15	XIN_ENG_20030513.0002-CE5
CE14	XIN_ENG_20030513.0002-CE6
CE16	XIN_ENG_20030513.0002-CE7
CE17	XIN_ENG_20030513.0002-CE8
CE18	XIN_ENG_20030513.0002-CE9
CE19	XIN_ENG_20030513.0002-CE10
CE21	XIN_ENG_20030513.0002-CE11
CE22	XIN_ENG_20030513.0002-CE12
CE23	XIN_ENG_20030513.0002-CE13
CE1	XIN_ENG_20030513.0002-CE14
CE2	XIN_ENG_20030513.0002-CE15
CE3	XIN_ENG_20030513.0002-CE16
CE4	XIN_ENG_20030513.0002-CE17
CE5	XIN_ENG_20030513.0002-CE18
CE6	XIN_ENG_20030513.0002-CE19
CE20	XIN_ENG_20030513.0002-CE20
CE8	XIN_ENG_20030513.0002-CE21
CE10	XIN_ENG_20030513.0002-CE22
CE9	XIN_ENG_20030513.0002-CE23
E14	XIN_ENG_20030513.0002-E1
E15	XIN_ENG_20030513.0002-E2
E16	XIN_ENG_20030513.0002-E3
E17	XIN_ENG_20030513.0002-E4
E22	XIN_ENG_20030513.0002-E5
E23	XIN_ENG_20030513.0002-E6
E25	XIN_ENG_20030513.0002-E7
E26	XIN_ENG_20030513.0002-E8
E27	XIN_ENG_20030513.0002-E9
E28	XIN_ENG_20030513.0002-E10
E29	XIN_ENG_20030513.0002-E11
E30	XIN_ENG_20030513.0002-E12
E32	XIN_ENG_20030513.0002-E13
E33	XIN_ENG_20030513.0002-E14
E37	XIN_ENG_20030513.0002-E15
E38	XIN_ENG_20030513.0002-E16
E39	XIN_ENG_20030513.0002-E17
E1	XIN_ENG_20030513.0002-E18
E41	XIN_ENG_20030513.0002-E19
E44	XIN_ENG_20030513.0002-E20
E45	XIN_ENG_20030513.0002-E21
E2	XIN_ENG_20030513.0002-E22
E3	XIN_ENG_20030513.0002-E23
E4	XIN_ENG_20030513.0002-E24
E5	XIN_ENG_20030513.0002-E25
E6	XIN_ENG_20030513.0002-E26
E34	XIN_ENG_20030513.0002-E27
E10	XIN_ENG_20030513.0002-E28
E11	XIN_ENG_20030513.0002-E29
E12	XIN_ENG_20030513.0002-E30
EM1	XIN_ENG_20030513.0002-E18-1
EM17	XIN_ENG_20030513.0002-E26-2
EM18	XIN_ENG_20030513.0002-E2-3
EM21	XIN_ENG_20030513.0002-E3-4
EM22	XIN_ENG_20030513.0002-E4-5
EM19	XIN_ENG_20030513.0002-E2-6
EM9	XIN_ENG_20030513.0002-E5-7
EM48	XIN_ENG_20030513.0002-E26-8
EM23	XIN_ENG_20030513.0002-E5-9
EM24	XIN_ENG_20030513.0002-E23-10
EM25	XIN_ENG_20030513.0002-E5-11
EM26	XIN_ENG_20030513.0002-E6-12
EM28	XIN_ENG_20030513.0002-E7-13
EM29	XIN_ENG_20030513.0002-E8-14
EM30	XIN_ENG_20030513.0002-E9-15
EM31	XIN_ENG_20030513.0002-E10-16
EM32	XIN_ENG_20030513.0002-E11-17
EM33	XIN_ENG_20030513.0002-E12-18
EM34	XIN_ENG_20030513.0002-E2-19
EM35	XIN_ENG_20030513.0002-E2-20
EM49	XIN_ENG_20030513.0002-E26-21
EM36	XIN_ENG_20030513.0002-E13-22
