CE14	APW_ENG_20030318.0689-CE1
CE15	APW_ENG_20030318.0689-CE2
CE16	APW_ENG_20030318.0689-CE3
CE18	APW_ENG_20030318.0689-CE4
CE19	APW_ENG_20030318.0689-CE5
CE17	APW_ENG_20030318.0689-CE6
CE20	APW_ENG_20030318.0689-CE7
CE21	APW_ENG_20030318.0689-CE8
CE23	APW_ENG_20030318.0689-CE9
CE24	APW_ENG_20030318.0689-CE10
CE25	APW_ENG_20030318.0689-CE11
CE44	APW_ENG_20030318.0689-CE12
CE5	APW_ENG_20030318.0689-CE13
CE26	APW_ENG_20030318.0689-CE14
CE27	APW_ENG_20030318.0689-CE15
CE28	APW_ENG_20030318.0689-CE16
CE29	APW_ENG_20030318.0689-CE17
CE31	APW_ENG_20030318.0689-CE18
CE2	APW_ENG_20030318.0689-CE19
CE32	APW_ENG_20030318.0689-CE20
CE1	APW_ENG_20030318.0689-CE21
CE34	APW_ENG_20030318.0689-CE22
CE35	APW_ENG_20030318.0689-CE23
CE36	APW_ENG_20030318.0689-CE24
CE37	APW_ENG_20030318.0689-CE25
CE38	APW_ENG_20030318.0689-CE26
CE45	APW_ENG_20030318.0689-CE27
CE39	APW_ENG_20030318.0689-CE28
CE40	APW_ENG_20030318.0689-CE29
CE41	APW_ENG_20030318.0689-CE30
CE42	APW_ENG_20030318.0689-CE31
CE43	APW_ENG_20030318.0689-CE32
CE46	APW_ENG_20030318.0689-CE33
CE47	APW_ENG_20030318.0689-CE34
CE22	APW_ENG_20030318.0689-CE35
CE48	APW_ENG_20030318.0689-CE36
CE51	APW_ENG_20030318.0689-CE37
CE50	APW_ENG_20030318.0689-CE38
CE49	APW_ENG_20030318.0689-CE39
CE58	APW_ENG_20030318.0689-CE40
CE64	APW_ENG_20030318.0689-CE41
CE52	APW_ENG_20030318.0689-CE42
CE53	APW_ENG_20030318.0689-CE43
CE54	APW_ENG_20030318.0689-CE44
CE3	APW_ENG_20030318.0689-CE45
CE33	APW_ENG_20030318.0689-CE46
CE55	APW_ENG_20030318.0689-CE47
CE56	APW_ENG_20030318.0689-CE48
CE57	APW_ENG_20030318.0689-CE49
CE59	APW_ENG_20030318.0689-CE50
CE60	APW_ENG_20030318.0689-CE51
CE61	APW_ENG_20030318.0689-CE52
CE62	APW_ENG_20030318.0689-CE53
CE63	APW_ENG_20030318.0689-CE54
CE30	APW_ENG_20030318.0689-CE55
CE65	APW_ENG_20030318.0689-CE56
CE66	APW_ENG_20030318.0689-CE57
CE67	APW_ENG_20030318.0689-CE58
CE4	APW_ENG_20030318.0689-CE59
CE6	APW_ENG_20030318.0689-CE60
CE7	APW_ENG_20030318.0689-CE61
CE8	APW_ENG_20030318.0689-CE62
CE9	APW_ENG_20030318.0689-CE63
CE10	APW_ENG_20030318.0689-CE64
CE11	APW_ENG_20030318.0689-CE65
CE12	APW_ENG_20030318.0689-CE66
CE13	APW_ENG_20030318.0689-CE67
E18	APW_ENG_20030318.0689-E1
E19	APW_ENG_20030318.0689-E2
E20	APW_ENG_20030318.0689-E3
E22	APW_ENG_20030318.0689-E4
E23	APW_ENG_20030318.0689-E5
E24	APW_ENG_20030318.0689-E6
E25	APW_ENG_20030318.0689-E7
E26	APW_ENG_20030318.0689-E8
E150	APW_ENG_20030318.0689-E9
E29	APW_ENG_20030318.0689-E10
E30	APW_ENG_20030318.0689-E11
E31	APW_ENG_20030318.0689-E12
E32	APW_ENG_20030318.0689-E13
E33	APW_ENG_20030318.0689-E14
E35	APW_ENG_20030318.0689-E15
E36	APW_ENG_20030318.0689-E16
E37	APW_ENG_20030318.0689-E17
E86	APW_ENG_20030318.0689-E18
E38	APW_ENG_20030318.0689-E19
E39	APW_ENG_20030318.0689-E20
E40	APW_ENG_20030318.0689-E21
E87	APW_ENG_20030318.0689-E22
E41	APW_ENG_20030318.0689-E23
E1	APW_ENG_20030318.0689-E24
E43	APW_ENG_20030318.0689-E25
E44	APW_ENG_20030318.0689-E26
E45	APW_ENG_20030318.0689-E27
E46	APW_ENG_20030318.0689-E28
E48	APW_ENG_20030318.0689-E29
E88	APW_ENG_20030318.0689-E30
E89	APW_ENG_20030318.0689-E31
E50	APW_ENG_20030318.0689-E32
E52	APW_ENG_20030318.0689-E33
E53	APW_ENG_20030318.0689-E34
E54	APW_ENG_20030318.0689-E35
E56	APW_ENG_20030318.0689-E36
E57	APW_ENG_20030318.0689-E37
E60	APW_ENG_20030318.0689-E38
E61	APW_ENG_20030318.0689-E39
E62	APW_ENG_20030318.0689-E40
E63	APW_ENG_20030318.0689-E41
E65	APW_ENG_20030318.0689-E42
E66	APW_ENG_20030318.0689-E43
E67	APW_ENG_20030318.0689-E44
E68	APW_ENG_20030318.0689-E45
E69	APW_ENG_20030318.0689-E46
E70	APW_ENG_20030318.0689-E47
E71	APW_ENG_20030318.0689-E48
E72	APW_ENG_20030318.0689-E49
E90	APW_ENG_20030318.0689-E50
E91	APW_ENG_20030318.0689-E51
E92	APW_ENG_20030318.0689-E52
E75	APW_ENG_20030318.0689-E53
E76	APW_ENG_20030318.0689-E54
E93	APW_ENG_20030318.0689-E55
E78	APW_ENG_20030318.0689-E56
E79	APW_ENG_20030318.0689-E57
E80	APW_ENG_20030318.0689-E58
E81	APW_ENG_20030318.0689-E59
E83	APW_ENG_20030318.0689-E60
E94	APW_ENG_20030318.0689-E61
E95	APW_ENG_20030318.0689-E62
