CE13	AFP_ENG_20030527.0616-CE1
CE14	AFP_ENG_20030527.0616-CE2
CE15	AFP_ENG_20030527.0616-CE3
CE16	AFP_ENG_20030527.0616-CE4
CE18	AFP_ENG_20030527.0616-CE5
CE19	AFP_ENG_20030527.0616-CE6
CE2	AFP_ENG_20030527.0616-CE7
CE3	AFP_ENG_20030527.0616-CE8
CE20	AFP_ENG_20030527.0616-CE9
CE21	AFP_ENG_20030527.0616-CE10
CE17	AFP_ENG_20030527.0616-CE11
CE4	AFP_ENG_20030527.0616-CE12
CE9	AFP_ENG_20030527.0616-CE13
CE6	AFP_ENG_20030527.0616-CE14
CE1	AFP_ENG_20030527.0616-CE15
CE8	AFP_ENG_20030527.0616-CE16
CE7	AFP_ENG_20030527.0616-CE17
CE5	AFP_ENG_20030527.0616-CE18
CE10	AFP_ENG_20030527.0616-CE19
CE11	AFP_ENG_20030527.0616-CE20
CE12	AFP_ENG_20030527.0616-CE21
E17	AFP_ENG_20030527.0616-E1
E18	AFP_ENG_20030527.0616-E2
E19	AFP_ENG_20030527.0616-E3
E20	AFP_ENG_20030527.0616-E4
E21	AFP_ENG_20030527.0616-E5
E22	AFP_ENG_20030527.0616-E6
E23	AFP_ENG_20030527.0616-E7
E24	AFP_ENG_20030527.0616-E8
E26	AFP_ENG_20030527.0616-E9
E27	AFP_ENG_20030527.0616-E10
E28	AFP_ENG_20030527.0616-E11
E30	AFP_ENG_20030527.0616-E12
E32	AFP_ENG_20030527.0616-E13
E33	AFP_ENG_20030527.0616-E14
E35	AFP_ENG_20030527.0616-E15
E36	AFP_ENG_20030527.0616-E16
E1	AFP_ENG_20030527.0616-E17
E38	AFP_ENG_20030527.0616-E18
E40	AFP_ENG_20030527.0616-E19
E41	AFP_ENG_20030527.0616-E20
E43	AFP_ENG_20030527.0616-E21
E2	AFP_ENG_20030527.0616-E22
E3	AFP_ENG_20030527.0616-E23
E5	AFP_ENG_20030527.0616-E24
E6	AFP_ENG_20030527.0616-E25
E8	AFP_ENG_20030527.0616-E26
E9	AFP_ENG_20030527.0616-E27
E10	AFP_ENG_20030527.0616-E28
E12	AFP_ENG_20030527.0616-E29
E13	AFP_ENG_20030527.0616-E30
E14	AFP_ENG_20030527.0616-E31
EM1	AFP_ENG_20030527.0616-E17-1
EM17	AFP_ENG_20030527.0616-E2-2
EM18	AFP_ENG_20030527.0616-E3-3
EM19	AFP_ENG_20030527.0616-E4-4
EM20	AFP_ENG_20030527.0616-E5-5
EM21	AFP_ENG_20030527.0616-E6-6
EM22	AFP_ENG_20030527.0616-E31-7
EM23	AFP_ENG_20030527.0616-E31-8
EM24	AFP_ENG_20030527.0616-E7-9
EM26	AFP_ENG_20030527.0616-E8-10
EM28	AFP_ENG_20030527.0616-E3-11
