CE20	APW_ENG_20030527.0232-CE1
CE22	APW_ENG_20030527.0232-CE2
CE23	APW_ENG_20030527.0232-CE3
CE24	APW_ENG_20030527.0232-CE4
CE8	APW_ENG_20030527.0232-CE5
CE25	APW_ENG_20030527.0232-CE6
CE12	APW_ENG_20030527.0232-CE7
CE26	APW_ENG_20030527.0232-CE8
CE27	APW_ENG_20030527.0232-CE9
CE28	APW_ENG_20030527.0232-CE10
CE29	APW_ENG_20030527.0232-CE11
CE30	APW_ENG_20030527.0232-CE12
CE31	APW_ENG_20030527.0232-CE13
CE32	APW_ENG_20030527.0232-CE14
CE33	APW_ENG_20030527.0232-CE15
CE34	APW_ENG_20030527.0232-CE16
CE35	APW_ENG_20030527.0232-CE17
CE2	APW_ENG_20030527.0232-CE18
CE36	APW_ENG_20030527.0232-CE19
CE37	APW_ENG_20030527.0232-CE20
CE38	APW_ENG_20030527.0232-CE21
CE39	APW_ENG_20030527.0232-CE22
CE40	APW_ENG_20030527.0232-CE23
CE41	APW_ENG_20030527.0232-CE24
CE89	APW_ENG_20030527.0232-CE25
CE42	APW_ENG_20030527.0232-CE26
CE43	APW_ENG_20030527.0232-CE27
CE44	APW_ENG_20030527.0232-CE28
CE45	APW_ENG_20030527.0232-CE29
CE46	APW_ENG_20030527.0232-CE30
CE47	APW_ENG_20030527.0232-CE31
CE49	APW_ENG_20030527.0232-CE32
CE54	APW_ENG_20030527.0232-CE33
CE53	APW_ENG_20030527.0232-CE34
CE55	APW_ENG_20030527.0232-CE35
CE50	APW_ENG_20030527.0232-CE36
CE51	APW_ENG_20030527.0232-CE37
CE52	APW_ENG_20030527.0232-CE38
CE1	APW_ENG_20030527.0232-CE39
CE58	APW_ENG_20030527.0232-CE40
CE59	APW_ENG_20030527.0232-CE41
CE60	APW_ENG_20030527.0232-CE42
CE61	APW_ENG_20030527.0232-CE43
CE11	APW_ENG_20030527.0232-CE44
CE62	APW_ENG_20030527.0232-CE45
CE63	APW_ENG_20030527.0232-CE46
CE64	APW_ENG_20030527.0232-CE47
CE65	APW_ENG_20030527.0232-CE48
CE66	APW_ENG_20030527.0232-CE49
CE67	APW_ENG_20030527.0232-CE50
CE68	APW_ENG_20030527.0232-CE51
CE69	APW_ENG_20030527.0232-CE52
CE70	APW_ENG_20030527.0232-CE53
CE71	APW_ENG_20030527.0232-CE54
CE72	APW_ENG_20030527.0232-CE55
CE9	APW_ENG_20030527.0232-CE56
CE73	APW_ENG_20030527.0232-CE57
CE74	APW_ENG_20030527.0232-CE58
CE5	APW_ENG_20030527.0232-CE59
CE75	APW_ENG_20030527.0232-CE60
CE6	APW_ENG_20030527.0232-CE61
CE76	APW_ENG_20030527.0232-CE62
CE78	APW_ENG_20030527.0232-CE63
CE77	APW_ENG_20030527.0232-CE64
CE79	APW_ENG_20030527.0232-CE65
CE80	APW_ENG_20030527.0232-CE66
CE81	APW_ENG_20030527.0232-CE67
CE82	APW_ENG_20030527.0232-CE68
CE83	APW_ENG_20030527.0232-CE69
CE85	APW_ENG_20030527.0232-CE70
CE86	APW_ENG_20030527.0232-CE71
CE87	APW_ENG_20030527.0232-CE72
CE88	APW_ENG_20030527.0232-CE73
CE90	APW_ENG_20030527.0232-CE74
CE91	APW_ENG_20030527.0232-CE75
CE92	APW_ENG_20030527.0232-CE76
CE7	APW_ENG_20030527.0232-CE77
CE94	APW_ENG_20030527.0232-CE78
CE93	APW_ENG_20030527.0232-CE79
CE95	APW_ENG_20030527.0232-CE80
CE96	APW_ENG_20030527.0232-CE81
CE98	APW_ENG_20030527.0232-CE82
CE99	APW_ENG_20030527.0232-CE83
CE100	APW_ENG_20030527.0232-CE84
CE101	APW_ENG_20030527.0232-CE85
CE102	APW_ENG_20030527.0232-CE86
CE103	APW_ENG_20030527.0232-CE87
CE104	APW_ENG_20030527.0232-CE88
CE105	APW_ENG_20030527.0232-CE89
CE106	APW_ENG_20030527.0232-CE90
CE10	APW_ENG_20030527.0232-CE91
CE13	APW_ENG_20030527.0232-CE92
CE56	APW_ENG_20030527.0232-CE93
CE57	APW_ENG_20030527.0232-CE94
CE14	APW_ENG_20030527.0232-CE95
CE84	APW_ENG_20030527.0232-CE96
CE15	APW_ENG_20030527.0232-CE97
CE18	APW_ENG_20030527.0232-CE98
CE4	APW_ENG_20030527.0232-CE99
CE3	APW_ENG_20030527.0232-CE100
CE97	APW_ENG_20030527.0232-CE101
CE16	APW_ENG_20030527.0232-CE102
CE19	APW_ENG_20030527.0232-CE103
CE17	APW_ENG_20030527.0232-CE104
CE48	APW_ENG_20030527.0232-CE105
CE21	APW_ENG_20030527.0232-CE106
E18	APW_ENG_20030527.0232-E1
E19	APW_ENG_20030527.0232-E2
E20	APW_ENG_20030527.0232-E3
E22	APW_ENG_20030527.0232-E4
E173	APW_ENG_20030527.0232-E5
E174	APW_ENG_20030527.0232-E6
E175	APW_ENG_20030527.0232-E7
E27	APW_ENG_20030527.0232-E8
E28	APW_ENG_20030527.0232-E9
