CE11	AFP_ENG_20030616.0715-CE1
CE12	AFP_ENG_20030616.0715-CE2
CE20	AFP_ENG_20030616.0715-CE3
CE14	AFP_ENG_20030616.0715-CE4
CE13	AFP_ENG_20030616.0715-CE5
CE8	AFP_ENG_20030616.0715-CE6
CE15	AFP_ENG_20030616.0715-CE7
CE16	AFP_ENG_20030616.0715-CE8
CE17	AFP_ENG_20030616.0715-CE9
CE18	AFP_ENG_20030616.0715-CE10
CE1	AFP_ENG_20030616.0715-CE11
CE19	AFP_ENG_20030616.0715-CE12
CE22	AFP_ENG_20030616.0715-CE13
CE23	AFP_ENG_20030616.0715-CE14
CE24	AFP_ENG_20030616.0715-CE15
CE25	AFP_ENG_20030616.0715-CE16
CE26	AFP_ENG_20030616.0715-CE17
CE27	AFP_ENG_20030616.0715-CE18
CE28	AFP_ENG_20030616.0715-CE19
CE21	AFP_ENG_20030616.0715-CE20
CE5	AFP_ENG_20030616.0715-CE21
CE6	AFP_ENG_20030616.0715-CE22
CE3	AFP_ENG_20030616.0715-CE23
CE2	AFP_ENG_20030616.0715-CE24
CE4	AFP_ENG_20030616.0715-CE25
CE7	AFP_ENG_20030616.0715-CE26
CE9	AFP_ENG_20030616.0715-CE27
CE10	AFP_ENG_20030616.0715-CE28
E14	AFP_ENG_20030616.0715-E1
E15	AFP_ENG_20030616.0715-E2
E42	AFP_ENG_20030616.0715-E3
E16	AFP_ENG_20030616.0715-E4
E17	AFP_ENG_20030616.0715-E5
E19	AFP_ENG_20030616.0715-E6
E20	AFP_ENG_20030616.0715-E7
E22	AFP_ENG_20030616.0715-E8
E23	AFP_ENG_20030616.0715-E9
E24	AFP_ENG_20030616.0715-E10
E25	AFP_ENG_20030616.0715-E11
E28	AFP_ENG_20030616.0715-E12
E43	AFP_ENG_20030616.0715-E13
E32	AFP_ENG_20030616.0715-E14
E34	AFP_ENG_20030616.0715-E15
E35	AFP_ENG_20030616.0715-E16
E36	AFP_ENG_20030616.0715-E17
E37	AFP_ENG_20030616.0715-E18
E38	AFP_ENG_20030616.0715-E19
E39	AFP_ENG_20030616.0715-E20
E40	AFP_ENG_20030616.0715-E21
E41	AFP_ENG_20030616.0715-E22
E2	AFP_ENG_20030616.0715-E23
E3	AFP_ENG_20030616.0715-E24
E4	AFP_ENG_20030616.0715-E25
E5	AFP_ENG_20030616.0715-E26
E6	AFP_ENG_20030616.0715-E27
E7	AFP_ENG_20030616.0715-E28
E8	AFP_ENG_20030616.0715-E29
E11	AFP_ENG_20030616.0715-E30
E12	AFP_ENG_20030616.0715-E31
E13	AFP_ENG_20030616.0715-E32
EM18	AFP_ENG_20030616.0715-E29-1
EM19	AFP_ENG_20030616.0715-E2-2
EM48	AFP_ENG_20030616.0715-E3-3
EM20	AFP_ENG_20030616.0715-E24-4
EM22	AFP_ENG_20030616.0715-E4-5
EM21	AFP_ENG_20030616.0715-E5-6
EM24	AFP_ENG_20030616.0715-E6-7
EM27	AFP_ENG_20030616.0715-E32-8
EM25	AFP_ENG_20030616.0715-E6-9
EM26	AFP_ENG_20030616.0715-E7-10
EM38	AFP_ENG_20030616.0715-E32-11
EM28	AFP_ENG_20030616.0715-E29-12
EM29	AFP_ENG_20030616.0715-E8-13
EM30	AFP_ENG_20030616.0715-E9-14
EM31	AFP_ENG_20030616.0715-E8-15
EM32	AFP_ENG_20030616.0715-E29-16
EM33	AFP_ENG_20030616.0715-E10-17
EM34	AFP_ENG_20030616.0715-E29-18
EM35	AFP_ENG_20030616.0715-E11-19
EM36	AFP_ENG_20030616.0715-E6-20
EM37	AFP_ENG_20030616.0715-E29-21
EM9	AFP_ENG_20030616.0715-E6-22
EM39	AFP_ENG_20030616.0715-E29-23
EM40	AFP_ENG_20030616.0715-E6-24
EM41	AFP_ENG_20030616.0715-E6-25
EM42	AFP_ENG_20030616.0715-E29-26
EM43	AFP_ENG_20030616.0715-E6-27
EM44	AFP_ENG_20030616.0715-E12-28
EM45	AFP_ENG_20030616.0715-E2-29
EM49	AFP_ENG_20030616.0715-E13-30
EM46	AFP_ENG_20030616.0715-E2-31
EM63	AFP_ENG_20030616.0715-E22-32
EM50	AFP_ENG_20030616.0715-E6-33
EM51	AFP_ENG_20030616.0715-E6-34
EM47	AFP_ENG_20030616.0715-E29-35
EM52	AFP_ENG_20030616.0715-E29-36
EM54	AFP_ENG_20030616.0715-E2-37
EM55	AFP_ENG_20030616.0715-E2-38
EM56	AFP_ENG_20030616.0715-E24-39
EM57	AFP_ENG_20030616.0715-E29-40
EM58	AFP_ENG_20030616.0715-E14-41
EM59	AFP_ENG_20030616.0715-E29-42
EM60	AFP_ENG_20030616.0715-E6-43
EM61	AFP_ENG_20030616.0715-E29-44
EM62	AFP_ENG_20030616.0715-E9-45
EM4	AFP_ENG_20030616.0715-E23-46
EM64	AFP_ENG_20030616.0715-E24-47
EM65	AFP_ENG_20030616.0715-E15-48
EM66	AFP_ENG_20030616.0715-E16-49
EM67	AFP_ENG_20030616.0715-E17-50
EM68	AFP_ENG_20030616.0715-E29-51
EM69	AFP_ENG_20030616.0715-E18-52
EM70	AFP_ENG_20030616.0715-E19-53
EM71	AFP_ENG_20030616.0715-E29-54
EM72	AFP_ENG_20030616.0715-E20-55
EM73	AFP_ENG_20030616.0715-E21-56
EM74	AFP_ENG_20030616.0715-E23-57
EM53	AFP_ENG_20030616.0715-E22-58
EM23	AFP_ENG_20030616.0715-E23-59
EM5	AFP_ENG_20030616.0715-E23-60
EM6	AFP_ENG_20030616.0715-E24-61
EM7	AFP_ENG_20030616.0715-E26-62
EM2	AFP_ENG_20030616.0715-E25-63
EM1	AFP_ENG_20030616.0715-E27-64
EM3	AFP_ENG_20030616.0715-E28-65
EM8	AFP_ENG_20030616.0715-E24-66
EM10	AFP_ENG_20030616.0715-E29-67
EM11	AFP_ENG_20030616.0715-E30-68
EM12	AFP_ENG_20030616.0715-E29-69
EM13	AFP_ENG_20030616.0715-E29-70
EM14	AFP_ENG_20030616.0715-E31-71
