CE12	AFP_ENG_20030514.0706-CE1
CE4	AFP_ENG_20030514.0706-CE2
CE3	AFP_ENG_20030514.0706-CE3
CE13	AFP_ENG_20030514.0706-CE4
CE2	AFP_ENG_20030514.0706-CE5
CE14	AFP_ENG_20030514.0706-CE6
CE15	AFP_ENG_20030514.0706-CE7
CE19	AFP_ENG_20030514.0706-CE8
CE20	AFP_ENG_20030514.0706-CE9
CE21	AFP_ENG_20030514.0706-CE10
CE5	AFP_ENG_20030514.0706-CE11
CE22	AFP_ENG_20030514.0706-CE12
CE17	AFP_ENG_20030514.0706-CE13
CE16	AFP_ENG_20030514.0706-CE14
CE6	AFP_ENG_20030514.0706-CE15
CE7	AFP_ENG_20030514.0706-CE16
CE8	AFP_ENG_20030514.0706-CE17
CE9	AFP_ENG_20030514.0706-CE18
CE10	AFP_ENG_20030514.0706-CE19
CE1	AFP_ENG_20030514.0706-CE20
CE11	AFP_ENG_20030514.0706-CE21
CE18	AFP_ENG_20030514.0706-CE22
E28	AFP_ENG_20030514.0706-E1
E1	AFP_ENG_20030514.0706-E2
E17	AFP_ENG_20030514.0706-E3
E18	AFP_ENG_20030514.0706-E4
E20	AFP_ENG_20030514.0706-E5
E21	AFP_ENG_20030514.0706-E6
E22	AFP_ENG_20030514.0706-E7
E23	AFP_ENG_20030514.0706-E8
E24	AFP_ENG_20030514.0706-E9
E50	AFP_ENG_20030514.0706-E10
E25	AFP_ENG_20030514.0706-E11
E29	AFP_ENG_20030514.0706-E12
E30	AFP_ENG_20030514.0706-E13
E31	AFP_ENG_20030514.0706-E14
E32	AFP_ENG_20030514.0706-E15
E34	AFP_ENG_20030514.0706-E16
E36	AFP_ENG_20030514.0706-E17
E42	AFP_ENG_20030514.0706-E18
E1	AFP_ENG_20030514.0706-E19
E44	AFP_ENG_20030514.0706-E20
E45	AFP_ENG_20030514.0706-E21
E38	AFP_ENG_20030514.0706-E22
E39	AFP_ENG_20030514.0706-E23
E46	AFP_ENG_20030514.0706-E24
E47	AFP_ENG_20030514.0706-E25
E48	AFP_ENG_20030514.0706-E26
E2	AFP_ENG_20030514.0706-E27
E3	AFP_ENG_20030514.0706-E28
E5	AFP_ENG_20030514.0706-E29
E7	AFP_ENG_20030514.0706-E30
E9	AFP_ENG_20030514.0706-E31
E10	AFP_ENG_20030514.0706-E32
E11	AFP_ENG_20030514.0706-E33
E26	AFP_ENG_20030514.0706-E34
E13	AFP_ENG_20030514.0706-E35
E14	AFP_ENG_20030514.0706-E36
EM1	AFP_ENG_20030514.0706-E19-1
EM41	AFP_ENG_20030514.0706-E1-2
EM17	AFP_ENG_20030514.0706-E30-3
EM18	AFP_ENG_20030514.0706-E3-4
EM19	AFP_ENG_20030514.0706-E4-5
EM20	AFP_ENG_20030514.0706-E4-6
EM21	AFP_ENG_20030514.0706-E5-7
EM22	AFP_ENG_20030514.0706-E6-8
EM23	AFP_ENG_20030514.0706-E7-9
EM24	AFP_ENG_20030514.0706-E8-10
EM25	AFP_ENG_20030514.0706-E7-11
EM26	AFP_ENG_20030514.0706-E9-12
EM30	AFP_ENG_20030514.0706-E28-13
EM31	AFP_ENG_20030514.0706-E30-14
EM33	AFP_ENG_20030514.0706-E28-15
EM34	AFP_ENG_20030514.0706-E32-16
EM35	AFP_ENG_20030514.0706-E11-17
EM36	AFP_ENG_20030514.0706-E4-18
EM37	AFP_ENG_20030514.0706-E28-19
EM38	AFP_ENG_20030514.0706-E4-20
EM42	AFP_ENG_20030514.0706-E28-21
EM45	AFP_ENG_20030514.0706-E30-22
EM47	AFP_ENG_20030514.0706-E12-23
EM48	AFP_ENG_20030514.0706-E13-24
EM49	AFP_ENG_20030514.0706-E28-25
EM50	AFP_ENG_20030514.0706-E14-26
EM51	AFP_ENG_20030514.0706-E16-27
EM27	AFP_ENG_20030514.0706-E20-28
EM29	AFP_ENG_20030514.0706-E21-29
EM52	AFP_ENG_20030514.0706-E15-30
EM53	AFP_ENG_20030514.0706-E24-31
EM43	AFP_ENG_20030514.0706-E2-32
EM46	AFP_ENG_20030514.0706-E2-33
EM54	AFP_ENG_20030514.0706-E17-34
EM55	AFP_ENG_20030514.0706-E22-35
EM12	AFP_ENG_20030514.0706-E23-36
EM44	AFP_ENG_20030514.0706-E25-37
EM32	AFP_ENG_20030514.0706-E26-38
EM2	AFP_ENG_20030514.0706-E27-39
EM4	AFP_ENG_20030514.0706-E28-40
EM28	AFP_ENG_20030514.0706-E18-41
EM5	AFP_ENG_20030514.0706-E29-42
EM39	AFP_ENG_20030514.0706-E28-43
EM40	AFP_ENG_20030514.0706-E34-44
EM6	AFP_ENG_20030514.0706-E30-45
EM7	AFP_ENG_20030514.0706-E31-46
EM3	AFP_ENG_20030514.0706-E10-47
EM8	AFP_ENG_20030514.0706-E28-48
EM9	AFP_ENG_20030514.0706-E32-49
EM11	AFP_ENG_20030514.0706-E33-50
EM10	AFP_ENG_20030514.0706-E32-51
EM13	AFP_ENG_20030514.0706-E35-52
EM14	AFP_ENG_20030514.0706-E19-53
EM15	AFP_ENG_20030514.0706-E28-54
EM16	AFP_ENG_20030514.0706-E36-55
R7	AFP_ENG_20030514.0706-R1
R8	AFP_ENG_20030514.0706-R2
R1	AFP_ENG_20030514.0706-R3
R4	AFP_ENG_20030514.0706-R4
R5	AFP_ENG_20030514.0706-R5
R2	AFP_ENG_20030514.0706-R6
R3	AFP_ENG_20030514.0706-R7
R9	AFP_ENG_20030514.0706-R8
R6	AFP_ENG_20030514.0706-R9
R10	AFP_ENG_20030514.0706-R10
R11	AFP_ENG_20030514.0706-R11
R16	AFP_ENG_20030514.0706-R12
R13	AFP_ENG_20030514.0706-R13
