CE3	APW_ENG_20030603.0303-CE1
CE14	APW_ENG_20030603.0303-CE2
CE13	APW_ENG_20030603.0303-CE3
CE15	APW_ENG_20030603.0303-CE4
CE16	APW_ENG_20030603.0303-CE5
CE18	APW_ENG_20030603.0303-CE6
CE19	APW_ENG_20030603.0303-CE7
CE21	APW_ENG_20030603.0303-CE8
CE20	APW_ENG_20030603.0303-CE9
CE22	APW_ENG_20030603.0303-CE10
CE23	APW_ENG_20030603.0303-CE11
CE24	APW_ENG_20030603.0303-CE12
CE25	APW_ENG_20030603.0303-CE13
CE26	APW_ENG_20030603.0303-CE14
CE27	APW_ENG_20030603.0303-CE15
CE1	APW_ENG_20030603.0303-CE16
CE2	APW_ENG_20030603.0303-CE17
CE5	APW_ENG_20030603.0303-CE18
CE6	APW_ENG_20030603.0303-CE19
CE7	APW_ENG_20030603.0303-CE20
CE8	APW_ENG_20030603.0303-CE21
CE17	APW_ENG_20030603.0303-CE22
CE4	APW_ENG_20030603.0303-CE23
CE10	APW_ENG_20030603.0303-CE24
CE9	APW_ENG_20030603.0303-CE25
CE11	APW_ENG_20030603.0303-CE26
CE12	APW_ENG_20030603.0303-CE27
E15	APW_ENG_20030603.0303-E1
E16	APW_ENG_20030603.0303-E2
E17	APW_ENG_20030603.0303-E3
E18	APW_ENG_20030603.0303-E4
E19	APW_ENG_20030603.0303-E5
E20	APW_ENG_20030603.0303-E6
E21	APW_ENG_20030603.0303-E7
E22	APW_ENG_20030603.0303-E8
E23	APW_ENG_20030603.0303-E9
E40	APW_ENG_20030603.0303-E10
E26	APW_ENG_20030603.0303-E11
E27	APW_ENG_20030603.0303-E12
E28	APW_ENG_20030603.0303-E13
E29	APW_ENG_20030603.0303-E14
E30	APW_ENG_20030603.0303-E15
E31	APW_ENG_20030603.0303-E16
E32	APW_ENG_20030603.0303-E17
E33	APW_ENG_20030603.0303-E18
E35	APW_ENG_20030603.0303-E19
E41	APW_ENG_20030603.0303-E20
E42	APW_ENG_20030603.0303-E21
E43	APW_ENG_20030603.0303-E22
E1	APW_ENG_20030603.0303-E23
E45	APW_ENG_20030603.0303-E24
E2	APW_ENG_20030603.0303-E25
E3	APW_ENG_20030603.0303-E26
E4	APW_ENG_20030603.0303-E27
E38	APW_ENG_20030603.0303-E28
E8	APW_ENG_20030603.0303-E29
E9	APW_ENG_20030603.0303-E30
E10	APW_ENG_20030603.0303-E31
E11	APW_ENG_20030603.0303-E32
E13	APW_ENG_20030603.0303-E33
EM16	APW_ENG_20030603.0303-E2-1
EM17	APW_ENG_20030603.0303-E3-2
EM19	APW_ENG_20030603.0303-E27-3
EM21	APW_ENG_20030603.0303-E4-4
EM20	APW_ENG_20030603.0303-E27-5
EM22	APW_ENG_20030603.0303-E25-6
EM23	APW_ENG_20030603.0303-E31-7
EM7	APW_ENG_20030603.0303-E31-8
EM25	APW_ENG_20030603.0303-E5-9
EM27	APW_ENG_20030603.0303-E6-10
EM28	APW_ENG_20030603.0303-E6-11
EM29	APW_ENG_20030603.0303-E31-12
EM31	APW_ENG_20030603.0303-E6-13
EM32	APW_ENG_20030603.0303-E7-14
EM33	APW_ENG_20030603.0303-E31-15
EM34	APW_ENG_20030603.0303-E8-16
EM35	APW_ENG_20030603.0303-E6-17
EM36	APW_ENG_20030603.0303-E6-18
EM37	APW_ENG_20030603.0303-E31-19
EM38	APW_ENG_20030603.0303-E9-20
EM40	APW_ENG_20030603.0303-E10-21
EM26	APW_ENG_20030603.0303-E25-22
EM39	APW_ENG_20030603.0303-E11-23
EM41	APW_ENG_20030603.0303-E12-24
EM42	APW_ENG_20030603.0303-E13-25
EM43	APW_ENG_20030603.0303-E14-26
EM44	APW_ENG_20030603.0303-E15-27
EM45	APW_ENG_20030603.0303-E16-28
EM46	APW_ENG_20030603.0303-E30-29
EM47	APW_ENG_20030603.0303-E17-30
EM48	APW_ENG_20030603.0303-E18-31
EM49	APW_ENG_20030603.0303-E19-32
EM50	APW_ENG_20030603.0303-E18-33
EM53	APW_ENG_20030603.0303-E31-34
EM6	APW_ENG_20030603.0303-E20-35
EM1	APW_ENG_20030603.0303-E23-36
EM51	APW_ENG_20030603.0303-E21-37
EM24	APW_ENG_20030603.0303-E31-38
EM52	APW_ENG_20030603.0303-E22-39
EM54	APW_ENG_20030603.0303-E24-40
EM2	APW_ENG_20030603.0303-E25-41
EM3	APW_ENG_20030603.0303-E26-42
EM4	APW_ENG_20030603.0303-E25-43
EM5	APW_ENG_20030603.0303-E27-44
EM30	APW_ENG_20030603.0303-E28-45
EM8	APW_ENG_20030603.0303-E29-46
EM9	APW_ENG_20030603.0303-E30-47
EM10	APW_ENG_20030603.0303-E31-48
EM11	APW_ENG_20030603.0303-E31-49
EM12	APW_ENG_20030603.0303-E25-50
EM13	APW_ENG_20030603.0303-E32-51
EM14	APW_ENG_20030603.0303-E32-52
EM15	APW_ENG_20030603.0303-E33-53
EM18	APW_ENG_20030603.0303-E1-54
R1	APW_ENG_20030603.0303-R1
R2	APW_ENG_20030603.0303-R2
R4	APW_ENG_20030603.0303-R3
R5	APW_ENG_20030603.0303-R4
