CE7	AFP_ENG_20030413.0098-CE1
CE19	AFP_ENG_20030413.0098-CE2
CE17	AFP_ENG_20030413.0098-CE3
CE18	AFP_ENG_20030413.0098-CE4
CE20	AFP_ENG_20030413.0098-CE5
CE21	AFP_ENG_20030413.0098-CE6
CE23	AFP_ENG_20030413.0098-CE7
CE24	AFP_ENG_20030413.0098-CE8
CE25	AFP_ENG_20030413.0098-CE9
CE26	AFP_ENG_20030413.0098-CE10
CE2	AFP_ENG_20030413.0098-CE11
CE27	AFP_ENG_20030413.0098-CE12
CE5	AFP_ENG_20030413.0098-CE13
CE28	AFP_ENG_20030413.0098-CE14
CE8	AFP_ENG_20030413.0098-CE15
CE29	AFP_ENG_20030413.0098-CE16
CE30	AFP_ENG_20030413.0098-CE17
CE31	AFP_ENG_20030413.0098-CE18
CE32	AFP_ENG_20030413.0098-CE19
CE33	AFP_ENG_20030413.0098-CE20
CE1	AFP_ENG_20030413.0098-CE21
CE34	AFP_ENG_20030413.0098-CE22
CE35	AFP_ENG_20030413.0098-CE23
CE15	AFP_ENG_20030413.0098-CE24
CE4	AFP_ENG_20030413.0098-CE25
CE36	AFP_ENG_20030413.0098-CE26
CE37	AFP_ENG_20030413.0098-CE27
CE38	AFP_ENG_20030413.0098-CE28
CE39	AFP_ENG_20030413.0098-CE29
CE41	AFP_ENG_20030413.0098-CE30
CE43	AFP_ENG_20030413.0098-CE31
CE42	AFP_ENG_20030413.0098-CE32
CE44	AFP_ENG_20030413.0098-CE33
CE45	AFP_ENG_20030413.0098-CE34
CE46	AFP_ENG_20030413.0098-CE35
CE47	AFP_ENG_20030413.0098-CE36
CE3	AFP_ENG_20030413.0098-CE37
CE48	AFP_ENG_20030413.0098-CE38
CE22	AFP_ENG_20030413.0098-CE39
CE40	AFP_ENG_20030413.0098-CE40
CE6	AFP_ENG_20030413.0098-CE41
CE10	AFP_ENG_20030413.0098-CE42
CE11	AFP_ENG_20030413.0098-CE43
CE12	AFP_ENG_20030413.0098-CE44
CE13	AFP_ENG_20030413.0098-CE45
CE14	AFP_ENG_20030413.0098-CE46
CE16	AFP_ENG_20030413.0098-CE47
CE9	AFP_ENG_20030413.0098-CE48
E18	AFP_ENG_20030413.0098-E1
E19	AFP_ENG_20030413.0098-E2
E20	AFP_ENG_20030413.0098-E3
E24	AFP_ENG_20030413.0098-E4
E21	AFP_ENG_20030413.0098-E5
E23	AFP_ENG_20030413.0098-E6
E26	AFP_ENG_20030413.0098-E7
E27	AFP_ENG_20030413.0098-E8
E28	AFP_ENG_20030413.0098-E9
E29	AFP_ENG_20030413.0098-E10
E30	AFP_ENG_20030413.0098-E11
E33	AFP_ENG_20030413.0098-E12
E35	AFP_ENG_20030413.0098-E13
E36	AFP_ENG_20030413.0098-E14
E37	AFP_ENG_20030413.0098-E15
E38	AFP_ENG_20030413.0098-E16
E41	AFP_ENG_20030413.0098-E17
E1	AFP_ENG_20030413.0098-E18
E43	AFP_ENG_20030413.0098-E19
E44	AFP_ENG_20030413.0098-E20
E96	AFP_ENG_20030413.0098-E21
E47	AFP_ENG_20030413.0098-E22
E48	AFP_ENG_20030413.0098-E23
E49	AFP_ENG_20030413.0098-E24
E50	AFP_ENG_20030413.0098-E25
E51	AFP_ENG_20030413.0098-E26
E52	AFP_ENG_20030413.0098-E27
E53	AFP_ENG_20030413.0098-E28
E54	AFP_ENG_20030413.0098-E29
E55	AFP_ENG_20030413.0098-E30
E56	AFP_ENG_20030413.0098-E31
E57	AFP_ENG_20030413.0098-E32
E58	AFP_ENG_20030413.0098-E33
E59	AFP_ENG_20030413.0098-E34
E61	AFP_ENG_20030413.0098-E35
E62	AFP_ENG_20030413.0098-E36
E63	AFP_ENG_20030413.0098-E37
E64	AFP_ENG_20030413.0098-E38
E65	AFP_ENG_20030413.0098-E39
E66	AFP_ENG_20030413.0098-E40
E67	AFP_ENG_20030413.0098-E41
E68	AFP_ENG_20030413.0098-E42
E98	AFP_ENG_20030413.0098-E43
E71	AFP_ENG_20030413.0098-E44
E72	AFP_ENG_20030413.0098-E45
E74	AFP_ENG_20030413.0098-E46
E75	AFP_ENG_20030413.0098-E47
E76	AFP_ENG_20030413.0098-E48
E77	AFP_ENG_20030413.0098-E49
E78	AFP_ENG_20030413.0098-E50
E79	AFP_ENG_20030413.0098-E51
E80	AFP_ENG_20030413.0098-E52
E82	AFP_ENG_20030413.0098-E53
E83	AFP_ENG_20030413.0098-E54
E84	AFP_ENG_20030413.0098-E55
E85	AFP_ENG_20030413.0098-E56
E86	AFP_ENG_20030413.0098-E57
E87	AFP_ENG_20030413.0098-E58
