CE12	APW_ENG_20030414.0392-CE1
CE1	APW_ENG_20030414.0392-CE2
CE2	APW_ENG_20030414.0392-CE3
CE13	APW_ENG_20030414.0392-CE4
CE14	APW_ENG_20030414.0392-CE5
CE15	APW_ENG_20030414.0392-CE6
CE16	APW_ENG_20030414.0392-CE7
CE17	APW_ENG_20030414.0392-CE8
CE4	APW_ENG_20030414.0392-CE9
CE5	APW_ENG_20030414.0392-CE10
CE6	APW_ENG_20030414.0392-CE11
CE7	APW_ENG_20030414.0392-CE12
CE8	APW_ENG_20030414.0392-CE13
CE9	APW_ENG_20030414.0392-CE14
CE3	APW_ENG_20030414.0392-CE15
CE10	APW_ENG_20030414.0392-CE16
CE11	APW_ENG_20030414.0392-CE17
E35	APW_ENG_20030414.0392-E1
E16	APW_ENG_20030414.0392-E2
E17	APW_ENG_20030414.0392-E3
E20	APW_ENG_20030414.0392-E4
E22	APW_ENG_20030414.0392-E5
E23	APW_ENG_20030414.0392-E6
E24	APW_ENG_20030414.0392-E7
E25	APW_ENG_20030414.0392-E8
E26	APW_ENG_20030414.0392-E9
E27	APW_ENG_20030414.0392-E10
E28	APW_ENG_20030414.0392-E11
E1	APW_ENG_20030414.0392-E12
E32	APW_ENG_20030414.0392-E13
E3	APW_ENG_20030414.0392-E14
E4	APW_ENG_20030414.0392-E15
E5	APW_ENG_20030414.0392-E16
E6	APW_ENG_20030414.0392-E17
E8	APW_ENG_20030414.0392-E18
E9	APW_ENG_20030414.0392-E19
E10	APW_ENG_20030414.0392-E20
E12	APW_ENG_20030414.0392-E21
E34	APW_ENG_20030414.0392-E22
EM1	APW_ENG_20030414.0392-E12-1
EM16	APW_ENG_20030414.0392-E15-2
EM17	APW_ENG_20030414.0392-E2-3
EM21	APW_ENG_20030414.0392-E3-4
EM18	APW_ENG_20030414.0392-E2-5
EM19	APW_ENG_20030414.0392-E15-6
EM22	APW_ENG_20030414.0392-E15-7
EM23	APW_ENG_20030414.0392-E4-8
EM24	APW_ENG_20030414.0392-E5-9
EM25	APW_ENG_20030414.0392-E6-10
EM26	APW_ENG_20030414.0392-E8-11
EM27	APW_ENG_20030414.0392-E15-12
EM28	APW_ENG_20030414.0392-E9-13
EM29	APW_ENG_20030414.0392-E10-14
EM30	APW_ENG_20030414.0392-E7-15
EM31	APW_ENG_20030414.0392-E15-16
EM32	APW_ENG_20030414.0392-E15-17
EM33	APW_ENG_20030414.0392-E11-18
EM35	APW_ENG_20030414.0392-E15-19
EM36	APW_ENG_20030414.0392-E15-20
EM2	APW_ENG_20030414.0392-E13-21
EM3	APW_ENG_20030414.0392-E14-22
EM4	APW_ENG_20030414.0392-E15-23
EM5	APW_ENG_20030414.0392-E16-24
EM6	APW_ENG_20030414.0392-E17-25
EM8	APW_ENG_20030414.0392-E18-26
EM9	APW_ENG_20030414.0392-E18-27
EM10	APW_ENG_20030414.0392-E19-28
EM11	APW_ENG_20030414.0392-E20-29
EM34	APW_ENG_20030414.0392-E22-30
EM7	APW_ENG_20030414.0392-E21-31
EM12	APW_ENG_20030414.0392-E18-32
EM13	APW_ENG_20030414.0392-E20-33
EM14	APW_ENG_20030414.0392-E15-34
EM15	APW_ENG_20030414.0392-E15-35
EM20	APW_ENG_20030414.0392-E1-36
R3	APW_ENG_20030414.0392-R1
R7	APW_ENG_20030414.0392-R2
R8	APW_ENG_20030414.0392-R3
R1	APW_ENG_20030414.0392-R4
R2	APW_ENG_20030414.0392-R5
R4	APW_ENG_20030414.0392-R6
R5	APW_ENG_20030414.0392-R7
R6	APW_ENG_20030414.0392-R8
R9	APW_ENG_20030414.0392-R9
R10	APW_ENG_20030414.0392-R10
R11	APW_ENG_20030414.0392-R11
RM3	APW_ENG_20030414.0392-R1-1
RM7	APW_ENG_20030414.0392-R2-1
RM8	APW_ENG_20030414.0392-R3-1
RM1	APW_ENG_20030414.0392-R4-1
RM2	APW_ENG_20030414.0392-R5-1
RM4	APW_ENG_20030414.0392-R6-1
RM5	APW_ENG_20030414.0392-R7-1
RM6	APW_ENG_20030414.0392-R8-1
RM9	APW_ENG_20030414.0392-R9-1
RM10	APW_ENG_20030414.0392-R10-1
RM11	APW_ENG_20030414.0392-R11-1
Q1	APW_ENG_20030414.0392-T1
Q2	APW_ENG_20030414.0392-T2
Q3	APW_ENG_20030414.0392-T3
Q4	APW_ENG_20030414.0392-T4
Q5	APW_ENG_20030414.0392-T5
Q6	APW_ENG_20030414.0392-T6
Q7	APW_ENG_20030414.0392-T7
