CE15	AFP_ENG_20030417.0307-CE1
CE17	AFP_ENG_20030417.0307-CE2
CE18	AFP_ENG_20030417.0307-CE3
CE19	AFP_ENG_20030417.0307-CE4
CE20	AFP_ENG_20030417.0307-CE5
CE21	AFP_ENG_20030417.0307-CE6
CE22	AFP_ENG_20030417.0307-CE7
CE23	AFP_ENG_20030417.0307-CE8
CE24	AFP_ENG_20030417.0307-CE9
CE25	AFP_ENG_20030417.0307-CE10
CE26	AFP_ENG_20030417.0307-CE11
CE27	AFP_ENG_20030417.0307-CE12
CE28	AFP_ENG_20030417.0307-CE13
CE29	AFP_ENG_20030417.0307-CE14
CE30	AFP_ENG_20030417.0307-CE15
CE31	AFP_ENG_20030417.0307-CE16
CE32	AFP_ENG_20030417.0307-CE17
CE3	AFP_ENG_20030417.0307-CE18
CE33	AFP_ENG_20030417.0307-CE19
CE34	AFP_ENG_20030417.0307-CE20
CE35	AFP_ENG_20030417.0307-CE21
CE37	AFP_ENG_20030417.0307-CE22
CE6	AFP_ENG_20030417.0307-CE23
CE39	AFP_ENG_20030417.0307-CE24
CE40	AFP_ENG_20030417.0307-CE25
CE41	AFP_ENG_20030417.0307-CE26
CE42	AFP_ENG_20030417.0307-CE27
CE43	AFP_ENG_20030417.0307-CE28
CE44	AFP_ENG_20030417.0307-CE29
CE45	AFP_ENG_20030417.0307-CE30
CE46	AFP_ENG_20030417.0307-CE31
CE47	AFP_ENG_20030417.0307-CE32
CE48	AFP_ENG_20030417.0307-CE33
CE49	AFP_ENG_20030417.0307-CE34
CE50	AFP_ENG_20030417.0307-CE35
CE51	AFP_ENG_20030417.0307-CE36
CE52	AFP_ENG_20030417.0307-CE37
CE53	AFP_ENG_20030417.0307-CE38
CE54	AFP_ENG_20030417.0307-CE39
CE55	AFP_ENG_20030417.0307-CE40
CE56	AFP_ENG_20030417.0307-CE41
CE57	AFP_ENG_20030417.0307-CE42
CE1	AFP_ENG_20030417.0307-CE43
CE38	AFP_ENG_20030417.0307-CE44
CE7	AFP_ENG_20030417.0307-CE45
CE4	AFP_ENG_20030417.0307-CE46
CE2	AFP_ENG_20030417.0307-CE47
CE5	AFP_ENG_20030417.0307-CE48
CE36	AFP_ENG_20030417.0307-CE49
CE8	AFP_ENG_20030417.0307-CE50
CE9	AFP_ENG_20030417.0307-CE51
CE10	AFP_ENG_20030417.0307-CE52
CE11	AFP_ENG_20030417.0307-CE53
CE12	AFP_ENG_20030417.0307-CE54
CE13	AFP_ENG_20030417.0307-CE55
