CE15	APW_ENG_20030311.0775-CE1
CE16	APW_ENG_20030311.0775-CE2
CE17	APW_ENG_20030311.0775-CE3
CE18	APW_ENG_20030311.0775-CE4
CE19	APW_ENG_20030311.0775-CE5
CE20	APW_ENG_20030311.0775-CE6
CE21	APW_ENG_20030311.0775-CE7
CE22	APW_ENG_20030311.0775-CE8
CE4	APW_ENG_20030311.0775-CE9
CE3	APW_ENG_20030311.0775-CE10
CE23	APW_ENG_20030311.0775-CE11
CE24	APW_ENG_20030311.0775-CE12
CE25	APW_ENG_20030311.0775-CE13
CE26	APW_ENG_20030311.0775-CE14
CE5	APW_ENG_20030311.0775-CE15
CE27	APW_ENG_20030311.0775-CE16
CE28	APW_ENG_20030311.0775-CE17
CE29	APW_ENG_20030311.0775-CE18
CE30	APW_ENG_20030311.0775-CE19
CE2	APW_ENG_20030311.0775-CE20
CE31	APW_ENG_20030311.0775-CE21
CE32	APW_ENG_20030311.0775-CE22
CE1	APW_ENG_20030311.0775-CE23
CE33	APW_ENG_20030311.0775-CE24
CE34	APW_ENG_20030311.0775-CE25
CE35	APW_ENG_20030311.0775-CE26
CE36	APW_ENG_20030311.0775-CE27
CE37	APW_ENG_20030311.0775-CE28
CE38	APW_ENG_20030311.0775-CE29
CE6	APW_ENG_20030311.0775-CE30
CE39	APW_ENG_20030311.0775-CE31
CE40	APW_ENG_20030311.0775-CE32
CE41	APW_ENG_20030311.0775-CE33
CE42	APW_ENG_20030311.0775-CE34
CE43	APW_ENG_20030311.0775-CE35
CE44	APW_ENG_20030311.0775-CE36
CE45	APW_ENG_20030311.0775-CE37
CE46	APW_ENG_20030311.0775-CE38
CE7	APW_ENG_20030311.0775-CE39
CE8	APW_ENG_20030311.0775-CE40
CE9	APW_ENG_20030311.0775-CE41
CE10	APW_ENG_20030311.0775-CE42
CE11	APW_ENG_20030311.0775-CE43
CE12	APW_ENG_20030311.0775-CE44
CE13	APW_ENG_20030311.0775-CE45
CE14	APW_ENG_20030311.0775-CE46
E14	APW_ENG_20030311.0775-E1
E15	APW_ENG_20030311.0775-E2
E17	APW_ENG_20030311.0775-E3
E18	APW_ENG_20030311.0775-E4
E20	APW_ENG_20030311.0775-E5
E21	APW_ENG_20030311.0775-E6
E22	APW_ENG_20030311.0775-E7
E23	APW_ENG_20030311.0775-E8
E24	APW_ENG_20030311.0775-E9
E25	APW_ENG_20030311.0775-E10
E26	APW_ENG_20030311.0775-E11
E27	APW_ENG_20030311.0775-E12
E29	APW_ENG_20030311.0775-E13
E35	APW_ENG_20030311.0775-E14
E106	APW_ENG_20030311.0775-E15
E107	APW_ENG_20030311.0775-E16
E1	APW_ENG_20030311.0775-E17
E38	APW_ENG_20030311.0775-E18
E39	APW_ENG_20030311.0775-E19
E41	APW_ENG_20030311.0775-E20
E42	APW_ENG_20030311.0775-E21
E43	APW_ENG_20030311.0775-E22
E44	APW_ENG_20030311.0775-E23
E45	APW_ENG_20030311.0775-E24
E46	APW_ENG_20030311.0775-E25
E47	APW_ENG_20030311.0775-E26
E108	APW_ENG_20030311.0775-E27
E48	APW_ENG_20030311.0775-E28
E49	APW_ENG_20030311.0775-E29
E50	APW_ENG_20030311.0775-E30
E51	APW_ENG_20030311.0775-E31
E52	APW_ENG_20030311.0775-E32
E53	APW_ENG_20030311.0775-E33
E54	APW_ENG_20030311.0775-E34
E55	APW_ENG_20030311.0775-E35
E56	APW_ENG_20030311.0775-E36
E57	APW_ENG_20030311.0775-E37
E59	APW_ENG_20030311.0775-E38
E61	APW_ENG_20030311.0775-E39
E62	APW_ENG_20030311.0775-E40
E63	APW_ENG_20030311.0775-E41
E65	APW_ENG_20030311.0775-E42
E66	APW_ENG_20030311.0775-E43
E67	APW_ENG_20030311.0775-E44
E68	APW_ENG_20030311.0775-E45
E69	APW_ENG_20030311.0775-E46
E70	APW_ENG_20030311.0775-E47
E71	APW_ENG_20030311.0775-E48
E74	APW_ENG_20030311.0775-E49
E75	APW_ENG_20030311.0775-E50
E76	APW_ENG_20030311.0775-E51
E77	APW_ENG_20030311.0775-E52
E2	APW_ENG_20030311.0775-E53
E79	APW_ENG_20030311.0775-E54
E110	APW_ENG_20030311.0775-E55
E82	APW_ENG_20030311.0775-E56
E84	APW_ENG_20030311.0775-E57
E86	APW_ENG_20030311.0775-E58
E87	APW_ENG_20030311.0775-E59
E88	APW_ENG_20030311.0775-E60
E89	APW_ENG_20030311.0775-E61
E90	APW_ENG_20030311.0775-E62
E91	APW_ENG_20030311.0775-E63
E93	APW_ENG_20030311.0775-E64
E94	APW_ENG_20030311.0775-E65
E95	APW_ENG_20030311.0775-E66
E98	APW_ENG_20030311.0775-E67
E99	APW_ENG_20030311.0775-E68
E101	APW_ENG_20030311.0775-E69
E102	APW_ENG_20030311.0775-E70
E103	APW_ENG_20030311.0775-E71
E111	APW_ENG_20030311.0775-E72
E3	APW_ENG_20030311.0775-E73
E113	APW_ENG_20030311.0775-E74
E114	APW_ENG_20030311.0775-E75
E115	APW_ENG_20030311.0775-E76
E4	APW_ENG_20030311.0775-E77
E116	APW_ENG_20030311.0775-E78
E117	APW_ENG_20030311.0775-E79
E118	APW_ENG_20030311.0775-E80
E119	APW_ENG_20030311.0775-E81
E120	APW_ENG_20030311.0775-E82
E121	APW_ENG_20030311.0775-E83
E5	APW_ENG_20030311.0775-E84
E6	APW_ENG_20030311.0775-E85
E7	APW_ENG_20030311.0775-E86
E8	APW_ENG_20030311.0775-E87
E12	APW_ENG_20030311.0775-E88
E13	APW_ENG_20030311.0775-E89
EM1	APW_ENG_20030311.0775-E17-1
EM17	APW_ENG_20030311.0775-E77-2
EM18	APW_ENG_20030311.0775-E1-3
EM19	APW_ENG_20030311.0775-E1-4
EM21	APW_ENG_20030311.0775-E2-5
EM22	APW_ENG_20030311.0775-E77-6
EM23	APW_ENG_20030311.0775-E77-7
EM24	APW_ENG_20030311.0775-E53-8
EM26	APW_ENG_20030311.0775-E3-9
EM27	APW_ENG_20030311.0775-E77-10
EM28	APW_ENG_20030311.0775-E84-11
EM29	APW_ENG_20030311.0775-E86-12
EM30	APW_ENG_20030311.0775-E4-13
EM32	APW_ENG_20030311.0775-E5-14
EM33	APW_ENG_20030311.0775-E6-15
EM34	APW_ENG_20030311.0775-E85-16
EM35	APW_ENG_20030311.0775-E77-17
EM36	APW_ENG_20030311.0775-E77-18
EM37	APW_ENG_20030311.0775-E85-19
EM38	APW_ENG_20030311.0775-E53-20
EM39	APW_ENG_20030311.0775-E7-21
EM40	APW_ENG_20030311.0775-E86-22
EM41	APW_ENG_20030311.0775-E8-23
EM42	APW_ENG_20030311.0775-E9-24
EM43	APW_ENG_20030311.0775-E10-25
EM44	APW_ENG_20030311.0775-E11-26
EM46	APW_ENG_20030311.0775-E13-27
EM25	APW_ENG_20030311.0775-E15-28
EM49	APW_ENG_20030311.0775-E14-29
EM50	APW_ENG_20030311.0775-E85-30
EM7	APW_ENG_20030311.0775-E16-31
EM51	APW_ENG_20030311.0775-E53-32
EM52	APW_ENG_20030311.0775-E85-33
EM53	APW_ENG_20030311.0775-E12-34
EM166	APW_ENG_20030311.0775-E27-35
EM54	APW_ENG_20030311.0775-E12-36
EM55	APW_ENG_20030311.0775-E11-37
EM57	APW_ENG_20030311.0775-E19-38
EM59	APW_ENG_20030311.0775-E73-39
EM60	APW_ENG_20030311.0775-E20-40
EM61	APW_ENG_20030311.0775-E21-41
EM62	APW_ENG_20030311.0775-E22-42
EM63	APW_ENG_20030311.0775-E23-43
EM64	APW_ENG_20030311.0775-E24-44
EM65	APW_ENG_20030311.0775-E25-45
EM66	APW_ENG_20030311.0775-E85-46
EM67	APW_ENG_20030311.0775-E23-47
EM68	APW_ENG_20030311.0775-E26-48
EM31	APW_ENG_20030311.0775-E53-49
EM70	APW_ENG_20030311.0775-E23-50
EM71	APW_ENG_20030311.0775-E88-51
EM72	APW_ENG_20030311.0775-E86-52
EM73	APW_ENG_20030311.0775-E28-53
EM74	APW_ENG_20030311.0775-E29-54
EM75	APW_ENG_20030311.0775-E53-55
EM76	APW_ENG_20030311.0775-E30-56
EM77	APW_ENG_20030311.0775-E31-57
EM83	APW_ENG_20030311.0775-E53-58
