CE14	APW_ENG_20030326.0190-CE1
CE15	APW_ENG_20030326.0190-CE2
CE16	APW_ENG_20030326.0190-CE3
CE17	APW_ENG_20030326.0190-CE4
CE18	APW_ENG_20030326.0190-CE5
CE19	APW_ENG_20030326.0190-CE6
CE1	APW_ENG_20030326.0190-CE7
CE21	APW_ENG_20030326.0190-CE8
CE22	APW_ENG_20030326.0190-CE9
CE23	APW_ENG_20030326.0190-CE10
CE24	APW_ENG_20030326.0190-CE11
CE25	APW_ENG_20030326.0190-CE12
CE27	APW_ENG_20030326.0190-CE13
CE28	APW_ENG_20030326.0190-CE14
CE29	APW_ENG_20030326.0190-CE15
CE30	APW_ENG_20030326.0190-CE16
CE31	APW_ENG_20030326.0190-CE17
CE32	APW_ENG_20030326.0190-CE18
CE33	APW_ENG_20030326.0190-CE19
CE34	APW_ENG_20030326.0190-CE20
CE3	APW_ENG_20030326.0190-CE21
CE35	APW_ENG_20030326.0190-CE22
CE36	APW_ENG_20030326.0190-CE23
CE37	APW_ENG_20030326.0190-CE24
CE39	APW_ENG_20030326.0190-CE25
CE38	APW_ENG_20030326.0190-CE26
CE40	APW_ENG_20030326.0190-CE27
CE2	APW_ENG_20030326.0190-CE28
CE41	APW_ENG_20030326.0190-CE29
CE42	APW_ENG_20030326.0190-CE30
CE43	APW_ENG_20030326.0190-CE31
CE44	APW_ENG_20030326.0190-CE32
CE45	APW_ENG_20030326.0190-CE33
CE46	APW_ENG_20030326.0190-CE34
CE47	APW_ENG_20030326.0190-CE35
CE48	APW_ENG_20030326.0190-CE36
CE49	APW_ENG_20030326.0190-CE37
CE50	APW_ENG_20030326.0190-CE38
CE51	APW_ENG_20030326.0190-CE39
CE52	APW_ENG_20030326.0190-CE40
CE53	APW_ENG_20030326.0190-CE41
CE54	APW_ENG_20030326.0190-CE42
CE4	APW_ENG_20030326.0190-CE43
CE55	APW_ENG_20030326.0190-CE44
CE5	APW_ENG_20030326.0190-CE45
CE13	APW_ENG_20030326.0190-CE46
CE20	APW_ENG_20030326.0190-CE47
CE26	APW_ENG_20030326.0190-CE48
CE6	APW_ENG_20030326.0190-CE49
CE7	APW_ENG_20030326.0190-CE50
CE8	APW_ENG_20030326.0190-CE51
CE9	APW_ENG_20030326.0190-CE52
CE10	APW_ENG_20030326.0190-CE53
CE11	APW_ENG_20030326.0190-CE54
CE12	APW_ENG_20030326.0190-CE55
E16	APW_ENG_20030326.0190-E1
E17	APW_ENG_20030326.0190-E2
E18	APW_ENG_20030326.0190-E3
E19	APW_ENG_20030326.0190-E4
E20	APW_ENG_20030326.0190-E5
E22	APW_ENG_20030326.0190-E6
E23	APW_ENG_20030326.0190-E7
E24	APW_ENG_20030326.0190-E8
E25	APW_ENG_20030326.0190-E9
E28	APW_ENG_20030326.0190-E10
E30	APW_ENG_20030326.0190-E11
E31	APW_ENG_20030326.0190-E12
E32	APW_ENG_20030326.0190-E13
E33	APW_ENG_20030326.0190-E14
E34	APW_ENG_20030326.0190-E15
E35	APW_ENG_20030326.0190-E16
E36	APW_ENG_20030326.0190-E17
E37	APW_ENG_20030326.0190-E18
E39	APW_ENG_20030326.0190-E19
E40	APW_ENG_20030326.0190-E20
E41	APW_ENG_20030326.0190-E21
E42	APW_ENG_20030326.0190-E22
E1	APW_ENG_20030326.0190-E23
E43	APW_ENG_20030326.0190-E24
E45	APW_ENG_20030326.0190-E25
E46	APW_ENG_20030326.0190-E26
E47	APW_ENG_20030326.0190-E27
E48	APW_ENG_20030326.0190-E28
E49	APW_ENG_20030326.0190-E29
E50	APW_ENG_20030326.0190-E30
E51	APW_ENG_20030326.0190-E31
E52	APW_ENG_20030326.0190-E32
E53	APW_ENG_20030326.0190-E33
E54	APW_ENG_20030326.0190-E34
E55	APW_ENG_20030326.0190-E35
E56	APW_ENG_20030326.0190-E36
E57	APW_ENG_20030326.0190-E37
E58	APW_ENG_20030326.0190-E38
E59	APW_ENG_20030326.0190-E39
E60	APW_ENG_20030326.0190-E40
E61	APW_ENG_20030326.0190-E41
E62	APW_ENG_20030326.0190-E42
E63	APW_ENG_20030326.0190-E43
E65	APW_ENG_20030326.0190-E44
E67	APW_ENG_20030326.0190-E45
E68	APW_ENG_20030326.0190-E46
E69	APW_ENG_20030326.0190-E47
E70	APW_ENG_20030326.0190-E48
E72	APW_ENG_20030326.0190-E49
E73	APW_ENG_20030326.0190-E50
E74	APW_ENG_20030326.0190-E51
E75	APW_ENG_20030326.0190-E52
E76	APW_ENG_20030326.0190-E53
E77	APW_ENG_20030326.0190-E54
E78	APW_ENG_20030326.0190-E55
E82	APW_ENG_20030326.0190-E56
E83	APW_ENG_20030326.0190-E57
E84	APW_ENG_20030326.0190-E58
E85	APW_ENG_20030326.0190-E59
E86	APW_ENG_20030326.0190-E60
E87	APW_ENG_20030326.0190-E61
E88	APW_ENG_20030326.0190-E62
E89	APW_ENG_20030326.0190-E63
E2	APW_ENG_20030326.0190-E64
E91	APW_ENG_20030326.0190-E65
E92	APW_ENG_20030326.0190-E66
E93	APW_ENG_20030326.0190-E67
E94	APW_ENG_20030326.0190-E68
E95	APW_ENG_20030326.0190-E69
E96	APW_ENG_20030326.0190-E70
E97	APW_ENG_20030326.0190-E71
E99	APW_ENG_20030326.0190-E72
E100	APW_ENG_20030326.0190-E73
E101	APW_ENG_20030326.0190-E74
E102	APW_ENG_20030326.0190-E75
E103	APW_ENG_20030326.0190-E76
E104	APW_ENG_20030326.0190-E77
E105	APW_ENG_20030326.0190-E78
E3	APW_ENG_20030326.0190-E79
E107	APW_ENG_20030326.0190-E80
E108	APW_ENG_20030326.0190-E81
E112	APW_ENG_20030326.0190-E82
E113	APW_ENG_20030326.0190-E83
E114	APW_ENG_20030326.0190-E84
E4	APW_ENG_20030326.0190-E85
