CE8	ALFILFILM_20050226.1400-CE1
CE9	ALFILFILM_20050226.1400-CE2
CE10	ALFILFILM_20050226.1400-CE3
CE11	ALFILFILM_20050226.1400-CE4
CE12	ALFILFILM_20050226.1400-CE5
CE13	ALFILFILM_20050226.1400-CE6
CE14	ALFILFILM_20050226.1400-CE7
CE15	ALFILFILM_20050226.1400-CE8
CE16	ALFILFILM_20050226.1400-CE9
CE17	ALFILFILM_20050226.1400-CE10
CE18	ALFILFILM_20050226.1400-CE11
CE19	ALFILFILM_20050226.1400-CE12
CE20	ALFILFILM_20050226.1400-CE13
CE22	ALFILFILM_20050226.1400-CE14
CE23	ALFILFILM_20050226.1400-CE15
CE24	ALFILFILM_20050226.1400-CE16
CE25	ALFILFILM_20050226.1400-CE17
CE26	ALFILFILM_20050226.1400-CE18
CE27	ALFILFILM_20050226.1400-CE19
CE28	ALFILFILM_20050226.1400-CE20
CE29	ALFILFILM_20050226.1400-CE21
CE30	ALFILFILM_20050226.1400-CE22
CE31	ALFILFILM_20050226.1400-CE23
CE32	ALFILFILM_20050226.1400-CE24
CE33	ALFILFILM_20050226.1400-CE25
CE34	ALFILFILM_20050226.1400-CE26
CE35	ALFILFILM_20050226.1400-CE27
CE36	ALFILFILM_20050226.1400-CE28
CE37	ALFILFILM_20050226.1400-CE29
CE38	ALFILFILM_20050226.1400-CE30
CE2	ALFILFILM_20050226.1400-CE31
CE3	ALFILFILM_20050226.1400-CE32
CE4	ALFILFILM_20050226.1400-CE33
CE5	ALFILFILM_20050226.1400-CE34
CE39	ALFILFILM_20050226.1400-CE35
CE6	ALFILFILM_20050226.1400-CE36
CE7	ALFILFILM_20050226.1400-CE37
E17	ALFILFILM_20050226.1400-E1
E16	ALFILFILM_20050226.1400-E2
E18	ALFILFILM_20050226.1400-E3
E19	ALFILFILM_20050226.1400-E4
E20	ALFILFILM_20050226.1400-E5
E21	ALFILFILM_20050226.1400-E6
E22	ALFILFILM_20050226.1400-E7
E23	ALFILFILM_20050226.1400-E8
E24	ALFILFILM_20050226.1400-E9
E25	ALFILFILM_20050226.1400-E10
E26	ALFILFILM_20050226.1400-E11
E27	ALFILFILM_20050226.1400-E12
E28	ALFILFILM_20050226.1400-E13
E30	ALFILFILM_20050226.1400-E14
E31	ALFILFILM_20050226.1400-E15
E32	ALFILFILM_20050226.1400-E16
E33	ALFILFILM_20050226.1400-E17
E34	ALFILFILM_20050226.1400-E18
E35	ALFILFILM_20050226.1400-E19
E36	ALFILFILM_20050226.1400-E20
E37	ALFILFILM_20050226.1400-E21
E38	ALFILFILM_20050226.1400-E22
E39	ALFILFILM_20050226.1400-E23
E40	ALFILFILM_20050226.1400-E24
E41	ALFILFILM_20050226.1400-E25
E42	ALFILFILM_20050226.1400-E26
E43	ALFILFILM_20050226.1400-E27
E44	ALFILFILM_20050226.1400-E28
E45	ALFILFILM_20050226.1400-E29
E46	ALFILFILM_20050226.1400-E30
E47	ALFILFILM_20050226.1400-E31
E4	ALFILFILM_20050226.1400-E32
E5	ALFILFILM_20050226.1400-E33
E48	ALFILFILM_20050226.1400-E34
E7	ALFILFILM_20050226.1400-E35
E8	ALFILFILM_20050226.1400-E36
E9	ALFILFILM_20050226.1400-E37
E10	ALFILFILM_20050226.1400-E38
E11	ALFILFILM_20050226.1400-E39
E12	ALFILFILM_20050226.1400-E40
E13	ALFILFILM_20050226.1400-E41
E14	ALFILFILM_20050226.1400-E42
E15	ALFILFILM_20050226.1400-E43
EM22	ALFILFILM_20050226.1400-E33-1
EM23	ALFILFILM_20050226.1400-E33-2
EM24	ALFILFILM_20050226.1400-E42-3
EM25	ALFILFILM_20050226.1400-E42-4
EM26	ALFILFILM_20050226.1400-E2-5
EM28	ALFILFILM_20050226.1400-E3-6
EM29	ALFILFILM_20050226.1400-E3-7
EM30	ALFILFILM_20050226.1400-E4-8
EM31	ALFILFILM_20050226.1400-E4-9
EM33	ALFILFILM_20050226.1400-E5-10
EM34	ALFILFILM_20050226.1400-E4-11
EM35	ALFILFILM_20050226.1400-E6-12
EM36	ALFILFILM_20050226.1400-E4-13
EM37	ALFILFILM_20050226.1400-E4-14
EM38	ALFILFILM_20050226.1400-E4-15
EM39	ALFILFILM_20050226.1400-E7-16
EM40	ALFILFILM_20050226.1400-E4-17
EM41	ALFILFILM_20050226.1400-E4-18
EM42	ALFILFILM_20050226.1400-E4-19
EM43	ALFILFILM_20050226.1400-E4-20
EM44	ALFILFILM_20050226.1400-E4-21
EM45	ALFILFILM_20050226.1400-E4-22
EM47	ALFILFILM_20050226.1400-E4-23
EM49	ALFILFILM_20050226.1400-E4-24
EM50	ALFILFILM_20050226.1400-E8-25
EM51	ALFILFILM_20050226.1400-E8-26
EM52	ALFILFILM_20050226.1400-E6-27
EM54	ALFILFILM_20050226.1400-E4-28
EM57	ALFILFILM_20050226.1400-E6-29
EM58	ALFILFILM_20050226.1400-E4-30
EM56	ALFILFILM_20050226.1400-E4-31
EM59	ALFILFILM_20050226.1400-E6-32
EM60	ALFILFILM_20050226.1400-E6-33
EM61	ALFILFILM_20050226.1400-E6-34
EM62	ALFILFILM_20050226.1400-E6-35
EM63	ALFILFILM_20050226.1400-E6-36
EM64	ALFILFILM_20050226.1400-E4-37
EM66	ALFILFILM_20050226.1400-E4-38
EM67	ALFILFILM_20050226.1400-E4-39
EM68	ALFILFILM_20050226.1400-E6-40
EM69	ALFILFILM_20050226.1400-E6-41
EM70	ALFILFILM_20050226.1400-E6-42
EM71	ALFILFILM_20050226.1400-E9-43
EM72	ALFILFILM_20050226.1400-E9-44
EM73	ALFILFILM_20050226.1400-E10-45
EM74	ALFILFILM_20050226.1400-E11-46
EM75	ALFILFILM_20050226.1400-E12-47
EM76	ALFILFILM_20050226.1400-E10-48
EM77	ALFILFILM_20050226.1400-E4-49
EM78	ALFILFILM_20050226.1400-E9-50
EM79	ALFILFILM_20050226.1400-E9-51
