CE13	MISRDIGITAL_20041219.0000-CE1
CE14	MISRDIGITAL_20041219.0000-CE2
CE15	MISRDIGITAL_20041219.0000-CE3
CE17	MISRDIGITAL_20041219.0000-CE4
CE18	MISRDIGITAL_20041219.0000-CE5
CE19	MISRDIGITAL_20041219.0000-CE6
CE20	MISRDIGITAL_20041219.0000-CE7
CE21	MISRDIGITAL_20041219.0000-CE8
CE22	MISRDIGITAL_20041219.0000-CE9
CE23	MISRDIGITAL_20041219.0000-CE10
CE24	MISRDIGITAL_20041219.0000-CE11
CE25	MISRDIGITAL_20041219.0000-CE12
CE26	MISRDIGITAL_20041219.0000-CE13
CE27	MISRDIGITAL_20041219.0000-CE14
CE28	MISRDIGITAL_20041219.0000-CE15
CE29	MISRDIGITAL_20041219.0000-CE16
CE30	MISRDIGITAL_20041219.0000-CE17
CE31	MISRDIGITAL_20041219.0000-CE18
CE32	MISRDIGITAL_20041219.0000-CE19
CE33	MISRDIGITAL_20041219.0000-CE20
CE34	MISRDIGITAL_20041219.0000-CE21
CE35	MISRDIGITAL_20041219.0000-CE22
CE36	MISRDIGITAL_20041219.0000-CE23
CE37	MISRDIGITAL_20041219.0000-CE24
CE38	MISRDIGITAL_20041219.0000-CE25
CE39	MISRDIGITAL_20041219.0000-CE26
CE40	MISRDIGITAL_20041219.0000-CE27
CE41	MISRDIGITAL_20041219.0000-CE28
CE42	MISRDIGITAL_20041219.0000-CE29
CE44	MISRDIGITAL_20041219.0000-CE30
CE45	MISRDIGITAL_20041219.0000-CE31
CE46	MISRDIGITAL_20041219.0000-CE32
CE47	MISRDIGITAL_20041219.0000-CE33
CE49	MISRDIGITAL_20041219.0000-CE34
CE50	MISRDIGITAL_20041219.0000-CE35
CE2	MISRDIGITAL_20041219.0000-CE36
CE51	MISRDIGITAL_20041219.0000-CE37
CE52	MISRDIGITAL_20041219.0000-CE38
CE53	MISRDIGITAL_20041219.0000-CE39
CE54	MISRDIGITAL_20041219.0000-CE40
CE3	MISRDIGITAL_20041219.0000-CE41
CE4	MISRDIGITAL_20041219.0000-CE42
CE5	MISRDIGITAL_20041219.0000-CE43
CE6	MISRDIGITAL_20041219.0000-CE44
CE7	MISRDIGITAL_20041219.0000-CE45
CE8	MISRDIGITAL_20041219.0000-CE46
CE9	MISRDIGITAL_20041219.0000-CE47
CE10	MISRDIGITAL_20041219.0000-CE48
CE11	MISRDIGITAL_20041219.0000-CE49
CE12	MISRDIGITAL_20041219.0000-CE50
E13	MISRDIGITAL_20041219.0000-E1
E14	MISRDIGITAL_20041219.0000-E2
E15	MISRDIGITAL_20041219.0000-E3
E17	MISRDIGITAL_20041219.0000-E4
E18	MISRDIGITAL_20041219.0000-E5
E19	MISRDIGITAL_20041219.0000-E6
E20	MISRDIGITAL_20041219.0000-E7
E21	MISRDIGITAL_20041219.0000-E8
E22	MISRDIGITAL_20041219.0000-E9
E23	MISRDIGITAL_20041219.0000-E10
E24	MISRDIGITAL_20041219.0000-E11
E25	MISRDIGITAL_20041219.0000-E12
E26	MISRDIGITAL_20041219.0000-E13
E27	MISRDIGITAL_20041219.0000-E14
E28	MISRDIGITAL_20041219.0000-E15
E29	MISRDIGITAL_20041219.0000-E16
E30	MISRDIGITAL_20041219.0000-E17
E31	MISRDIGITAL_20041219.0000-E18
E32	MISRDIGITAL_20041219.0000-E19
E33	MISRDIGITAL_20041219.0000-E20
E34	MISRDIGITAL_20041219.0000-E21
E35	MISRDIGITAL_20041219.0000-E22
E36	MISRDIGITAL_20041219.0000-E23
E37	MISRDIGITAL_20041219.0000-E24
E38	MISRDIGITAL_20041219.0000-E25
E39	MISRDIGITAL_20041219.0000-E26
E40	MISRDIGITAL_20041219.0000-E27
E41	MISRDIGITAL_20041219.0000-E28
E42	MISRDIGITAL_20041219.0000-E29
E44	MISRDIGITAL_20041219.0000-E30
E45	MISRDIGITAL_20041219.0000-E31
E2	MISRDIGITAL_20041219.0000-E32
E46	MISRDIGITAL_20041219.0000-E33
E47	MISRDIGITAL_20041219.0000-E34
E49	MISRDIGITAL_20041219.0000-E35
E50	MISRDIGITAL_20041219.0000-E36
E51	MISRDIGITAL_20041219.0000-E37
E52	MISRDIGITAL_20041219.0000-E38
E53	MISRDIGITAL_20041219.0000-E39
E54	MISRDIGITAL_20041219.0000-E40
E55	MISRDIGITAL_20041219.0000-E41
E56	MISRDIGITAL_20041219.0000-E42
E57	MISRDIGITAL_20041219.0000-E43
E58	MISRDIGITAL_20041219.0000-E44
E60	MISRDIGITAL_20041219.0000-E45
E61	MISRDIGITAL_20041219.0000-E46
E3	MISRDIGITAL_20041219.0000-E47
E4	MISRDIGITAL_20041219.0000-E48
E5	MISRDIGITAL_20041219.0000-E49
E6	MISRDIGITAL_20041219.0000-E50
E7	MISRDIGITAL_20041219.0000-E51
E8	MISRDIGITAL_20041219.0000-E52
E9	MISRDIGITAL_20041219.0000-E53
E10	MISRDIGITAL_20041219.0000-E54
E11	MISRDIGITAL_20041219.0000-E55
E12	MISRDIGITAL_20041219.0000-E56
EM20	MISRDIGITAL_20041219.0000-E1-1
EM21	MISRDIGITAL_20041219.0000-E2-2
EM22	MISRDIGITAL_20041219.0000-E3-3
EM23	MISRDIGITAL_20041219.0000-E3-4
EM26	MISRDIGITAL_20041219.0000-E56-5
EM27	MISRDIGITAL_20041219.0000-E4-6
EM28	MISRDIGITAL_20041219.0000-E1-7
EM29	MISRDIGITAL_20041219.0000-E56-8
EM30	MISRDIGITAL_20041219.0000-E56-9
EM31	MISRDIGITAL_20041219.0000-E5-10
EM32	MISRDIGITAL_20041219.0000-E5-11
EM33	MISRDIGITAL_20041219.0000-E1-12
EM34	MISRDIGITAL_20041219.0000-E6-13
EM35	MISRDIGITAL_20041219.0000-E32-14
EM36	MISRDIGITAL_20041219.0000-E6-15
EM37	MISRDIGITAL_20041219.0000-E6-16
EM38	MISRDIGITAL_20041219.0000-E56-17
EM39	MISRDIGITAL_20041219.0000-E56-18
EM40	MISRDIGITAL_20041219.0000-E5-19
EM41	MISRDIGITAL_20041219.0000-E7-20
EM42	MISRDIGITAL_20041219.0000-E7-21
EM43	MISRDIGITAL_20041219.0000-E7-22
EM44	MISRDIGITAL_20041219.0000-E7-23
EM45	MISRDIGITAL_20041219.0000-E5-24
EM46	MISRDIGITAL_20041219.0000-E5-25
EM47	MISRDIGITAL_20041219.0000-E56-26
EM48	MISRDIGITAL_20041219.0000-E8-27
EM49	MISRDIGITAL_20041219.0000-E8-28
EM50	MISRDIGITAL_20041219.0000-E8-29
EM51	MISRDIGITAL_20041219.0000-E32-30
EM52	MISRDIGITAL_20041219.0000-E32-31
EM53	MISRDIGITAL_20041219.0000-E32-32
EM55	MISRDIGITAL_20041219.0000-E9-33
EM56	MISRDIGITAL_20041219.0000-E9-34
EM57	MISRDIGITAL_20041219.0000-E10-35
EM58	MISRDIGITAL_20041219.0000-E11-36
EM59	MISRDIGITAL_20041219.0000-E11-37
EM60	MISRDIGITAL_20041219.0000-E12-38
EM61	MISRDIGITAL_20041219.0000-E13-39
EM62	MISRDIGITAL_20041219.0000-E14-40
EM63	MISRDIGITAL_20041219.0000-E14-41
EM64	MISRDIGITAL_20041219.0000-E15-42
EM65	MISRDIGITAL_20041219.0000-E56-43
EM66	MISRDIGITAL_20041219.0000-E56-44
EM67	MISRDIGITAL_20041219.0000-E5-45
EM69	MISRDIGITAL_20041219.0000-E5-46
EM70	MISRDIGITAL_20041219.0000-E16-47
EM71	MISRDIGITAL_20041219.0000-E17-48
EM72	MISRDIGITAL_20041219.0000-E17-49
EM73	MISRDIGITAL_20041219.0000-E18-50
EM74	MISRDIGITAL_20041219.0000-E19-51
EM76	MISRDIGITAL_20041219.0000-E16-52
EM77	MISRDIGITAL_20041219.0000-E16-53
EM78	MISRDIGITAL_20041219.0000-E16-54
EM79	MISRDIGITAL_20041219.0000-E20-55
EM81	MISRDIGITAL_20041219.0000-E20-56
EM82	MISRDIGITAL_20041219.0000-E20-57
EM83	MISRDIGITAL_20041219.0000-E21-58
EM84	MISRDIGITAL_20041219.0000-E21-59
EM85	MISRDIGITAL_20041219.0000-E21-60
EM86	MISRDIGITAL_20041219.0000-E21-61
EM87	MISRDIGITAL_20041219.0000-E22-62
EM2	MISRDIGITAL_20041219.0000-E32-63
EM88	MISRDIGITAL_20041219.0000-E21-64
EM89	MISRDIGITAL_20041219.0000-E21-65
EM90	MISRDIGITAL_20041219.0000-E21-66
EM91	MISRDIGITAL_20041219.0000-E2-67
EM92	MISRDIGITAL_20041219.0000-E2-68
EM93	MISRDIGITAL_20041219.0000-E2-69
EM94	MISRDIGITAL_20041219.0000-E32-70
EM95	MISRDIGITAL_20041219.0000-E2-71
EM96	MISRDIGITAL_20041219.0000-E2-72
EM97	MISRDIGITAL_20041219.0000-E2-73
EM98	MISRDIGITAL_20041219.0000-E23-74
EM99	MISRDIGITAL_20041219.0000-E32-75
EM100	MISRDIGITAL_20041219.0000-E24-76
