CE7	ALFILFILM_20050201.1339-CE1
CE8	ALFILFILM_20050201.1339-CE2
CE27	ALFILFILM_20050201.1339-CE3
CE10	ALFILFILM_20050201.1339-CE4
CE11	ALFILFILM_20050201.1339-CE5
CE12	ALFILFILM_20050201.1339-CE6
CE13	ALFILFILM_20050201.1339-CE7
CE14	ALFILFILM_20050201.1339-CE8
CE15	ALFILFILM_20050201.1339-CE9
CE16	ALFILFILM_20050201.1339-CE10
CE28	ALFILFILM_20050201.1339-CE11
CE18	ALFILFILM_20050201.1339-CE12
CE19	ALFILFILM_20050201.1339-CE13
CE20	ALFILFILM_20050201.1339-CE14
CE21	ALFILFILM_20050201.1339-CE15
CE22	ALFILFILM_20050201.1339-CE16
CE23	ALFILFILM_20050201.1339-CE17
CE24	ALFILFILM_20050201.1339-CE18
CE25	ALFILFILM_20050201.1339-CE19
CE26	ALFILFILM_20050201.1339-CE20
CE29	ALFILFILM_20050201.1339-CE21
CE30	ALFILFILM_20050201.1339-CE22
CE1	ALFILFILM_20050201.1339-CE23
CE31	ALFILFILM_20050201.1339-CE24
CE32	ALFILFILM_20050201.1339-CE25
CE33	ALFILFILM_20050201.1339-CE26
CE35	ALFILFILM_20050201.1339-CE27
CE36	ALFILFILM_20050201.1339-CE28
CE37	ALFILFILM_20050201.1339-CE29
CE38	ALFILFILM_20050201.1339-CE30
CE39	ALFILFILM_20050201.1339-CE31
CE40	ALFILFILM_20050201.1339-CE32
CE41	ALFILFILM_20050201.1339-CE33
CE2	ALFILFILM_20050201.1339-CE34
CE3	ALFILFILM_20050201.1339-CE35
CE4	ALFILFILM_20050201.1339-CE36
CE5	ALFILFILM_20050201.1339-CE37
CE6	ALFILFILM_20050201.1339-CE38
E9	ALFILFILM_20050201.1339-E1
E10	ALFILFILM_20050201.1339-E2
E34	ALFILFILM_20050201.1339-E3
E13	ALFILFILM_20050201.1339-E4
E15	ALFILFILM_20050201.1339-E5
E16	ALFILFILM_20050201.1339-E6
E17	ALFILFILM_20050201.1339-E7
E18	ALFILFILM_20050201.1339-E8
E19	ALFILFILM_20050201.1339-E9
E20	ALFILFILM_20050201.1339-E10
E21	ALFILFILM_20050201.1339-E11
E22	ALFILFILM_20050201.1339-E12
E35	ALFILFILM_20050201.1339-E13
E24	ALFILFILM_20050201.1339-E14
E25	ALFILFILM_20050201.1339-E15
E26	ALFILFILM_20050201.1339-E16
E27	ALFILFILM_20050201.1339-E17
E1	ALFILFILM_20050201.1339-E18
E28	ALFILFILM_20050201.1339-E19
E29	ALFILFILM_20050201.1339-E20
E30	ALFILFILM_20050201.1339-E21
E31	ALFILFILM_20050201.1339-E22
E32	ALFILFILM_20050201.1339-E23
E33	ALFILFILM_20050201.1339-E24
E36	ALFILFILM_20050201.1339-E25
E37	ALFILFILM_20050201.1339-E26
E38	ALFILFILM_20050201.1339-E27
E39	ALFILFILM_20050201.1339-E28
E40	ALFILFILM_20050201.1339-E29
E42	ALFILFILM_20050201.1339-E30
E43	ALFILFILM_20050201.1339-E31
E44	ALFILFILM_20050201.1339-E32
E45	ALFILFILM_20050201.1339-E33
E46	ALFILFILM_20050201.1339-E34
E47	ALFILFILM_20050201.1339-E35
E48	ALFILFILM_20050201.1339-E36
E49	ALFILFILM_20050201.1339-E37
E50	ALFILFILM_20050201.1339-E38
E51	ALFILFILM_20050201.1339-E39
E2	ALFILFILM_20050201.1339-E40
E3	ALFILFILM_20050201.1339-E41
E4	ALFILFILM_20050201.1339-E42
E5	ALFILFILM_20050201.1339-E43
E6	ALFILFILM_20050201.1339-E44
E7	ALFILFILM_20050201.1339-E45
E8	ALFILFILM_20050201.1339-E46
EM1	ALFILFILM_20050201.1339-E18-1
EM24	ALFILFILM_20050201.1339-E45-2
EM25	ALFILFILM_20050201.1339-E45-3
EM26	ALFILFILM_20050201.1339-E1-4
EM27	ALFILFILM_20050201.1339-E45-5
EM84	ALFILFILM_20050201.1339-E3-6
EM31	ALFILFILM_20050201.1339-E4-7
EM32	ALFILFILM_20050201.1339-E4-8
EM33	ALFILFILM_20050201.1339-E18-9
EM34	ALFILFILM_20050201.1339-E5-10
EM35	ALFILFILM_20050201.1339-E42-11
EM36	ALFILFILM_20050201.1339-E18-12
EM37	ALFILFILM_20050201.1339-E6-13
EM38	ALFILFILM_20050201.1339-E2-14
EM39	ALFILFILM_20050201.1339-E42-15
EM40	ALFILFILM_20050201.1339-E7-16
EM41	ALFILFILM_20050201.1339-E7-17
EM43	ALFILFILM_20050201.1339-E42-18
EM44	ALFILFILM_20050201.1339-E8-19
EM45	ALFILFILM_20050201.1339-E7-20
EM46	ALFILFILM_20050201.1339-E42-21
EM47	ALFILFILM_20050201.1339-E9-22
EM48	ALFILFILM_20050201.1339-E10-23
EM49	ALFILFILM_20050201.1339-E11-24
EM50	ALFILFILM_20050201.1339-E12-25
EM86	ALFILFILM_20050201.1339-E13-26
EM52	ALFILFILM_20050201.1339-E14-27
EM53	ALFILFILM_20050201.1339-E15-28
EM54	ALFILFILM_20050201.1339-E45-29
EM55	ALFILFILM_20050201.1339-E45-30
EM56	ALFILFILM_20050201.1339-E45-31
EM57	ALFILFILM_20050201.1339-E45-32
EM58	ALFILFILM_20050201.1339-E16-33
EM59	ALFILFILM_20050201.1339-E17-34
EM60	ALFILFILM_20050201.1339-E17-35
EM61	ALFILFILM_20050201.1339-E17-36
EM62	ALFILFILM_20050201.1339-E17-37
EM63	ALFILFILM_20050201.1339-E17-38
EM64	ALFILFILM_20050201.1339-E45-39
EM65	ALFILFILM_20050201.1339-E45-40
EM66	ALFILFILM_20050201.1339-E45-41
EM67	ALFILFILM_20050201.1339-E19-42
EM68	ALFILFILM_20050201.1339-E19-43
EM69	ALFILFILM_20050201.1339-E19-44
EM70	ALFILFILM_20050201.1339-E2-45
EM71	ALFILFILM_20050201.1339-E45-46
