CE12	DIGRESSING_20050202.0153-CE1
CE13	DIGRESSING_20050202.0153-CE2
CE14	DIGRESSING_20050202.0153-CE3
CE15	DIGRESSING_20050202.0153-CE4
CE16	DIGRESSING_20050202.0153-CE5
CE17	DIGRESSING_20050202.0153-CE6
CE18	DIGRESSING_20050202.0153-CE7
CE19	DIGRESSING_20050202.0153-CE8
CE20	DIGRESSING_20050202.0153-CE9
CE21	DIGRESSING_20050202.0153-CE10
CE22	DIGRESSING_20050202.0153-CE11
CE23	DIGRESSING_20050202.0153-CE12
CE24	DIGRESSING_20050202.0153-CE13
CE25	DIGRESSING_20050202.0153-CE14
CE26	DIGRESSING_20050202.0153-CE15
CE27	DIGRESSING_20050202.0153-CE16
CE28	DIGRESSING_20050202.0153-CE17
CE29	DIGRESSING_20050202.0153-CE18
CE30	DIGRESSING_20050202.0153-CE19
CE31	DIGRESSING_20050202.0153-CE20
CE32	DIGRESSING_20050202.0153-CE21
CE33	DIGRESSING_20050202.0153-CE22
CE34	DIGRESSING_20050202.0153-CE23
CE35	DIGRESSING_20050202.0153-CE24
CE36	DIGRESSING_20050202.0153-CE25
CE37	DIGRESSING_20050202.0153-CE26
CE38	DIGRESSING_20050202.0153-CE27
CE39	DIGRESSING_20050202.0153-CE28
CE40	DIGRESSING_20050202.0153-CE29
CE41	DIGRESSING_20050202.0153-CE30
CE42	DIGRESSING_20050202.0153-CE31
CE43	DIGRESSING_20050202.0153-CE32
CE44	DIGRESSING_20050202.0153-CE33
CE45	DIGRESSING_20050202.0153-CE34
CE46	DIGRESSING_20050202.0153-CE35
CE47	DIGRESSING_20050202.0153-CE36
CE48	DIGRESSING_20050202.0153-CE37
CE49	DIGRESSING_20050202.0153-CE38
CE50	DIGRESSING_20050202.0153-CE39
CE51	DIGRESSING_20050202.0153-CE40
CE52	DIGRESSING_20050202.0153-CE41
CE3	DIGRESSING_20050202.0153-CE42
CE4	DIGRESSING_20050202.0153-CE43
CE5	DIGRESSING_20050202.0153-CE44
CE6	DIGRESSING_20050202.0153-CE45
CE7	DIGRESSING_20050202.0153-CE46
CE8	DIGRESSING_20050202.0153-CE47
CE9	DIGRESSING_20050202.0153-CE48
CE10	DIGRESSING_20050202.0153-CE49
CE11	DIGRESSING_20050202.0153-CE50
E12	DIGRESSING_20050202.0153-E1
E13	DIGRESSING_20050202.0153-E2
E14	DIGRESSING_20050202.0153-E3
E15	DIGRESSING_20050202.0153-E4
E16	DIGRESSING_20050202.0153-E5
E17	DIGRESSING_20050202.0153-E6
E18	DIGRESSING_20050202.0153-E7
E19	DIGRESSING_20050202.0153-E8
E20	DIGRESSING_20050202.0153-E9
E21	DIGRESSING_20050202.0153-E10
E22	DIGRESSING_20050202.0153-E11
E23	DIGRESSING_20050202.0153-E12
E24	DIGRESSING_20050202.0153-E13
E25	DIGRESSING_20050202.0153-E14
E26	DIGRESSING_20050202.0153-E15
E28	DIGRESSING_20050202.0153-E16
E30	DIGRESSING_20050202.0153-E17
E31	DIGRESSING_20050202.0153-E18
E32	DIGRESSING_20050202.0153-E19
E33	DIGRESSING_20050202.0153-E20
E34	DIGRESSING_20050202.0153-E21
E35	DIGRESSING_20050202.0153-E22
E36	DIGRESSING_20050202.0153-E23
E37	DIGRESSING_20050202.0153-E24
E38	DIGRESSING_20050202.0153-E25
E39	DIGRESSING_20050202.0153-E26
E40	DIGRESSING_20050202.0153-E27
E41	DIGRESSING_20050202.0153-E28
E42	DIGRESSING_20050202.0153-E29
E43	DIGRESSING_20050202.0153-E30
E44	DIGRESSING_20050202.0153-E31
E45	DIGRESSING_20050202.0153-E32
E46	DIGRESSING_20050202.0153-E33
E47	DIGRESSING_20050202.0153-E34
E48	DIGRESSING_20050202.0153-E35
E49	DIGRESSING_20050202.0153-E36
E50	DIGRESSING_20050202.0153-E37
E51	DIGRESSING_20050202.0153-E38
E52	DIGRESSING_20050202.0153-E39
E53	DIGRESSING_20050202.0153-E40
E54	DIGRESSING_20050202.0153-E41
E55	DIGRESSING_20050202.0153-E42
E3	DIGRESSING_20050202.0153-E43
E4	DIGRESSING_20050202.0153-E44
E5	DIGRESSING_20050202.0153-E45
E6	DIGRESSING_20050202.0153-E46
E7	DIGRESSING_20050202.0153-E47
E8	DIGRESSING_20050202.0153-E48
E9	DIGRESSING_20050202.0153-E49
E10	DIGRESSING_20050202.0153-E50
E11	DIGRESSING_20050202.0153-E51
EM1	DIGRESSING_20050202.0153-E7-1
EM20	DIGRESSING_20050202.0153-E44-2
EM21	DIGRESSING_20050202.0153-E44-3
EM22	DIGRESSING_20050202.0153-E1-4
EM23	DIGRESSING_20050202.0153-E1-5
