CE11	ALFILFILM_20050202.0740-CE1
CE12	ALFILFILM_20050202.0740-CE2
CE13	ALFILFILM_20050202.0740-CE3
CE14	ALFILFILM_20050202.0740-CE4
CE48	ALFILFILM_20050202.0740-CE5
CE15	ALFILFILM_20050202.0740-CE6
CE16	ALFILFILM_20050202.0740-CE7
CE17	ALFILFILM_20050202.0740-CE8
CE18	ALFILFILM_20050202.0740-CE9
CE19	ALFILFILM_20050202.0740-CE10
CE21	ALFILFILM_20050202.0740-CE11
CE22	ALFILFILM_20050202.0740-CE12
CE23	ALFILFILM_20050202.0740-CE13
CE24	ALFILFILM_20050202.0740-CE14
CE25	ALFILFILM_20050202.0740-CE15
CE26	ALFILFILM_20050202.0740-CE16
CE27	ALFILFILM_20050202.0740-CE17
CE28	ALFILFILM_20050202.0740-CE18
CE29	ALFILFILM_20050202.0740-CE19
CE1	ALFILFILM_20050202.0740-CE20
CE30	ALFILFILM_20050202.0740-CE21
CE31	ALFILFILM_20050202.0740-CE22
CE32	ALFILFILM_20050202.0740-CE23
CE33	ALFILFILM_20050202.0740-CE24
CE34	ALFILFILM_20050202.0740-CE25
CE35	ALFILFILM_20050202.0740-CE26
CE36	ALFILFILM_20050202.0740-CE27
CE37	ALFILFILM_20050202.0740-CE28
CE38	ALFILFILM_20050202.0740-CE29
CE39	ALFILFILM_20050202.0740-CE30
CE40	ALFILFILM_20050202.0740-CE31
CE41	ALFILFILM_20050202.0740-CE32
CE42	ALFILFILM_20050202.0740-CE33
CE43	ALFILFILM_20050202.0740-CE34
CE44	ALFILFILM_20050202.0740-CE35
CE45	ALFILFILM_20050202.0740-CE36
CE46	ALFILFILM_20050202.0740-CE37
CE47	ALFILFILM_20050202.0740-CE38
CE49	ALFILFILM_20050202.0740-CE39
CE2	ALFILFILM_20050202.0740-CE40
CE3	ALFILFILM_20050202.0740-CE41
CE4	ALFILFILM_20050202.0740-CE42
CE5	ALFILFILM_20050202.0740-CE43
CE6	ALFILFILM_20050202.0740-CE44
CE7	ALFILFILM_20050202.0740-CE45
CE8	ALFILFILM_20050202.0740-CE46
CE9	ALFILFILM_20050202.0740-CE47
E60	ALFILFILM_20050202.0740-E1
E13	ALFILFILM_20050202.0740-E2
E14	ALFILFILM_20050202.0740-E3
E15	ALFILFILM_20050202.0740-E4
E16	ALFILFILM_20050202.0740-E5
E17	ALFILFILM_20050202.0740-E6
E18	ALFILFILM_20050202.0740-E7
E19	ALFILFILM_20050202.0740-E8
E20	ALFILFILM_20050202.0740-E9
E21	ALFILFILM_20050202.0740-E10
E22	ALFILFILM_20050202.0740-E11
E23	ALFILFILM_20050202.0740-E12
E24	ALFILFILM_20050202.0740-E13
E25	ALFILFILM_20050202.0740-E14
E26	ALFILFILM_20050202.0740-E15
E28	ALFILFILM_20050202.0740-E16
E29	ALFILFILM_20050202.0740-E17
E1	ALFILFILM_20050202.0740-E18
E31	ALFILFILM_20050202.0740-E19
E32	ALFILFILM_20050202.0740-E20
E33	ALFILFILM_20050202.0740-E21
E34	ALFILFILM_20050202.0740-E22
E35	ALFILFILM_20050202.0740-E23
E36	ALFILFILM_20050202.0740-E24
E37	ALFILFILM_20050202.0740-E25
E61	ALFILFILM_20050202.0740-E26
E39	ALFILFILM_20050202.0740-E27
E40	ALFILFILM_20050202.0740-E28
E41	ALFILFILM_20050202.0740-E29
E42	ALFILFILM_20050202.0740-E30
E43	ALFILFILM_20050202.0740-E31
E44	ALFILFILM_20050202.0740-E32
E45	ALFILFILM_20050202.0740-E33
E46	ALFILFILM_20050202.0740-E34
E47	ALFILFILM_20050202.0740-E35
E48	ALFILFILM_20050202.0740-E36
E49	ALFILFILM_20050202.0740-E37
E50	ALFILFILM_20050202.0740-E38
E51	ALFILFILM_20050202.0740-E39
E52	ALFILFILM_20050202.0740-E40
E53	ALFILFILM_20050202.0740-E41
E54	ALFILFILM_20050202.0740-E42
E55	ALFILFILM_20050202.0740-E43
E56	ALFILFILM_20050202.0740-E44
E57	ALFILFILM_20050202.0740-E45
E58	ALFILFILM_20050202.0740-E46
E59	ALFILFILM_20050202.0740-E47
E2	ALFILFILM_20050202.0740-E48
E3	ALFILFILM_20050202.0740-E49
E4	ALFILFILM_20050202.0740-E50
E5	ALFILFILM_20050202.0740-E51
E6	ALFILFILM_20050202.0740-E52
E7	ALFILFILM_20050202.0740-E53
E8	ALFILFILM_20050202.0740-E54
E9	ALFILFILM_20050202.0740-E55
E10	ALFILFILM_20050202.0740-E56
E11	ALFILFILM_20050202.0740-E57
EM1	ALFILFILM_20050202.0740-E18-1
EM19	ALFILFILM_20050202.0740-E2-2
EM20	ALFILFILM_20050202.0740-E3-3
EM21	ALFILFILM_20050202.0740-E3-4
EM22	ALFILFILM_20050202.0740-E3-5
EM23	ALFILFILM_20050202.0740-E4-6
EM24	ALFILFILM_20050202.0740-E4-7
EM25	ALFILFILM_20050202.0740-E5-8
EM26	ALFILFILM_20050202.0740-E5-9
EM27	ALFILFILM_20050202.0740-E5-10
EM29	ALFILFILM_20050202.0740-E6-11
EM30	ALFILFILM_20050202.0740-E7-12
EM31	ALFILFILM_20050202.0740-E8-13
EM32	ALFILFILM_20050202.0740-E9-14
EM33	ALFILFILM_20050202.0740-E10-15
EM34	ALFILFILM_20050202.0740-E9-16
EM35	ALFILFILM_20050202.0740-E11-17
EM36	ALFILFILM_20050202.0740-E9-18
EM125	ALFILFILM_20050202.0740-E1-19
EM38	ALFILFILM_20050202.0740-E9-20
EM39	ALFILFILM_20050202.0740-E49-21
EM40	ALFILFILM_20050202.0740-E12-22
EM41	ALFILFILM_20050202.0740-E54-23
EM42	ALFILFILM_20050202.0740-E13-24
EM127	ALFILFILM_20050202.0740-E1-25
EM45	ALFILFILM_20050202.0740-E49-26
EM18	ALFILFILM_20050202.0740-E49-27
EM46	ALFILFILM_20050202.0740-E49-28
EM47	ALFILFILM_20050202.0740-E49-29
EM48	ALFILFILM_20050202.0740-E49-30
EM49	ALFILFILM_20050202.0740-E14-31
EM50	ALFILFILM_20050202.0740-E49-32
EM51	ALFILFILM_20050202.0740-E15-33
EM128	ALFILFILM_20050202.0740-E1-34
EM53	ALFILFILM_20050202.0740-E16-35
EM54	ALFILFILM_20050202.0740-E16-36
EM55	ALFILFILM_20050202.0740-E16-37
EM56	ALFILFILM_20050202.0740-E16-38
EM57	ALFILFILM_20050202.0740-E9-39
EM58	ALFILFILM_20050202.0740-E9-40
EM59	ALFILFILM_20050202.0740-E9-41
EM60	ALFILFILM_20050202.0740-E9-42
EM61	ALFILFILM_20050202.0740-E9-43
EM62	ALFILFILM_20050202.0740-E9-44
EM63	ALFILFILM_20050202.0740-E9-45
EM64	ALFILFILM_20050202.0740-E17-46
EM65	ALFILFILM_20050202.0740-E19-47
EM67	ALFILFILM_20050202.0740-E9-48
EM68	ALFILFILM_20050202.0740-E9-49
EM69	ALFILFILM_20050202.0740-E9-50
EM70	ALFILFILM_20050202.0740-E20-51
EM71	ALFILFILM_20050202.0740-E21-52
EM72	ALFILFILM_20050202.0740-E22-53
EM74	ALFILFILM_20050202.0740-E9-54
EM75	ALFILFILM_20050202.0740-E9-55
EM76	ALFILFILM_20050202.0740-E23-56
EM77	ALFILFILM_20050202.0740-E24-57
EM78	ALFILFILM_20050202.0740-E25-58
EM79	ALFILFILM_20050202.0740-E23-59
EM132	ALFILFILM_20050202.0740-E26-60
EM81	ALFILFILM_20050202.0740-E27-61
EM82	ALFILFILM_20050202.0740-E23-62
EM83	ALFILFILM_20050202.0740-E28-63
EM85	ALFILFILM_20050202.0740-E5-64
EM86	ALFILFILM_20050202.0740-E29-65
EM87	ALFILFILM_20050202.0740-E51-66
EM88	ALFILFILM_20050202.0740-E30-67
EM89	ALFILFILM_20050202.0740-E31-68
EM90	ALFILFILM_20050202.0740-E31-69
EM91	ALFILFILM_20050202.0740-E31-70
EM92	ALFILFILM_20050202.0740-E32-71
EM93	ALFILFILM_20050202.0740-E33-72
EM94	ALFILFILM_20050202.0740-E34-73
