CE10	ALFILFILM_20050215.0535-CE1
CE11	ALFILFILM_20050215.0535-CE2
CE12	ALFILFILM_20050215.0535-CE3
CE13	ALFILFILM_20050215.0535-CE4
CE14	ALFILFILM_20050215.0535-CE5
CE15	ALFILFILM_20050215.0535-CE6
CE16	ALFILFILM_20050215.0535-CE7
CE17	ALFILFILM_20050215.0535-CE8
CE18	ALFILFILM_20050215.0535-CE9
CE19	ALFILFILM_20050215.0535-CE10
CE20	ALFILFILM_20050215.0535-CE11
CE21	ALFILFILM_20050215.0535-CE12
CE22	ALFILFILM_20050215.0535-CE13
CE1	ALFILFILM_20050215.0535-CE14
CE2	ALFILFILM_20050215.0535-CE15
CE3	ALFILFILM_20050215.0535-CE16
CE4	ALFILFILM_20050215.0535-CE17
CE5	ALFILFILM_20050215.0535-CE18
CE6	ALFILFILM_20050215.0535-CE19
CE7	ALFILFILM_20050215.0535-CE20
CE8	ALFILFILM_20050215.0535-CE21
CE9	ALFILFILM_20050215.0535-CE22
E13	ALFILFILM_20050215.0535-E1
E14	ALFILFILM_20050215.0535-E2
E15	ALFILFILM_20050215.0535-E3
E16	ALFILFILM_20050215.0535-E4
E17	ALFILFILM_20050215.0535-E5
E18	ALFILFILM_20050215.0535-E6
E19	ALFILFILM_20050215.0535-E7
E20	ALFILFILM_20050215.0535-E8
E21	ALFILFILM_20050215.0535-E9
E22	ALFILFILM_20050215.0535-E10
E23	ALFILFILM_20050215.0535-E11
E24	ALFILFILM_20050215.0535-E12
E25	ALFILFILM_20050215.0535-E13
E26	ALFILFILM_20050215.0535-E14
E27	ALFILFILM_20050215.0535-E15
E28	ALFILFILM_20050215.0535-E16
E29	ALFILFILM_20050215.0535-E17
E1	ALFILFILM_20050215.0535-E18
E2	ALFILFILM_20050215.0535-E19
E3	ALFILFILM_20050215.0535-E20
E4	ALFILFILM_20050215.0535-E21
E5	ALFILFILM_20050215.0535-E22
E6	ALFILFILM_20050215.0535-E23
E7	ALFILFILM_20050215.0535-E24
E8	ALFILFILM_20050215.0535-E25
E9	ALFILFILM_20050215.0535-E26
E10	ALFILFILM_20050215.0535-E27
E11	ALFILFILM_20050215.0535-E28
E12	ALFILFILM_20050215.0535-E29
EM1	ALFILFILM_20050215.0535-E18-1
EM20	ALFILFILM_20050215.0535-E1-2
EM21	ALFILFILM_20050215.0535-E1-3
EM22	ALFILFILM_20050215.0535-E4-4
EM23	ALFILFILM_20050215.0535-E3-5
EM37	ALFILFILM_20050215.0535-E14-6
EM25	ALFILFILM_20050215.0535-E5-7
EM26	ALFILFILM_20050215.0535-E5-8
EM27	ALFILFILM_20050215.0535-E6-9
EM28	ALFILFILM_20050215.0535-E7-10
EM29	ALFILFILM_20050215.0535-E9-11
EM30	ALFILFILM_20050215.0535-E8-12
EM31	ALFILFILM_20050215.0535-E10-13
EM32	ALFILFILM_20050215.0535-E11-14
EM33	ALFILFILM_20050215.0535-E12-15
EM35	ALFILFILM_20050215.0535-E13-16
EM38	ALFILFILM_20050215.0535-E16-17
EM39	ALFILFILM_20050215.0535-E15-18
EM40	ALFILFILM_20050215.0535-E18-19
EM41	ALFILFILM_20050215.0535-E17-20
EM2	ALFILFILM_20050215.0535-E19-21
EM3	ALFILFILM_20050215.0535-E20-22
EM4	ALFILFILM_20050215.0535-E18-23
EM5	ALFILFILM_20050215.0535-E21-24
EM6	ALFILFILM_20050215.0535-E21-25
EM7	ALFILFILM_20050215.0535-E21-26
EM8	ALFILFILM_20050215.0535-E22-27
EM9	ALFILFILM_20050215.0535-E18-28
EM10	ALFILFILM_20050215.0535-E23-29
EM11	ALFILFILM_20050215.0535-E23-30
EM12	ALFILFILM_20050215.0535-E18-31
EM13	ALFILFILM_20050215.0535-E25-32
EM14	ALFILFILM_20050215.0535-E24-33
EM15	ALFILFILM_20050215.0535-E27-34
EM16	ALFILFILM_20050215.0535-E26-35
EM17	ALFILFILM_20050215.0535-E29-36
EM18	ALFILFILM_20050215.0535-E28-37
EM19	ALFILFILM_20050215.0535-E2-38
R1	ALFILFILM_20050215.0535-R1
RM1	ALFILFILM_20050215.0535-R1-1
V1	ALFILFILM_20050215.0535-EV1
VM1	ALFILFILM_20050215.0535-EV1-1
Q3	ALFILFILM_20050215.0535-T1
Q1	ALFILFILM_20050215.0535-T2
Q2	ALFILFILM_20050215.0535-T3
