CE15	DIGRESSING_20050213.0942-CE1
CE16	DIGRESSING_20050213.0942-CE2
CE17	DIGRESSING_20050213.0942-CE3
CE18	DIGRESSING_20050213.0942-CE4
CE19	DIGRESSING_20050213.0942-CE5
CE20	DIGRESSING_20050213.0942-CE6
CE21	DIGRESSING_20050213.0942-CE7
CE22	DIGRESSING_20050213.0942-CE8
CE23	DIGRESSING_20050213.0942-CE9
CE24	DIGRESSING_20050213.0942-CE10
CE25	DIGRESSING_20050213.0942-CE11
CE26	DIGRESSING_20050213.0942-CE12
CE27	DIGRESSING_20050213.0942-CE13
CE28	DIGRESSING_20050213.0942-CE14
CE29	DIGRESSING_20050213.0942-CE15
CE30	DIGRESSING_20050213.0942-CE16
CE31	DIGRESSING_20050213.0942-CE17
CE32	DIGRESSING_20050213.0942-CE18
CE33	DIGRESSING_20050213.0942-CE19
CE34	DIGRESSING_20050213.0942-CE20
CE35	DIGRESSING_20050213.0942-CE21
CE36	DIGRESSING_20050213.0942-CE22
CE37	DIGRESSING_20050213.0942-CE23
CE38	DIGRESSING_20050213.0942-CE24
CE39	DIGRESSING_20050213.0942-CE25
CE40	DIGRESSING_20050213.0942-CE26
CE1	DIGRESSING_20050213.0942-CE27
CE2	DIGRESSING_20050213.0942-CE28
CE3	DIGRESSING_20050213.0942-CE29
CE4	DIGRESSING_20050213.0942-CE30
CE5	DIGRESSING_20050213.0942-CE31
CE6	DIGRESSING_20050213.0942-CE32
CE7	DIGRESSING_20050213.0942-CE33
CE8	DIGRESSING_20050213.0942-CE34
CE9	DIGRESSING_20050213.0942-CE35
CE10	DIGRESSING_20050213.0942-CE36
CE11	DIGRESSING_20050213.0942-CE37
CE12	DIGRESSING_20050213.0942-CE38
CE13	DIGRESSING_20050213.0942-CE39
CE14	DIGRESSING_20050213.0942-CE40
E16	DIGRESSING_20050213.0942-E1
E17	DIGRESSING_20050213.0942-E2
E18	DIGRESSING_20050213.0942-E3
E19	DIGRESSING_20050213.0942-E4
E20	DIGRESSING_20050213.0942-E5
E21	DIGRESSING_20050213.0942-E6
E22	DIGRESSING_20050213.0942-E7
E23	DIGRESSING_20050213.0942-E8
E24	DIGRESSING_20050213.0942-E9
E25	DIGRESSING_20050213.0942-E10
E26	DIGRESSING_20050213.0942-E11
E27	DIGRESSING_20050213.0942-E12
E28	DIGRESSING_20050213.0942-E13
E29	DIGRESSING_20050213.0942-E14
E30	DIGRESSING_20050213.0942-E15
E31	DIGRESSING_20050213.0942-E16
E32	DIGRESSING_20050213.0942-E17
E33	DIGRESSING_20050213.0942-E18
E34	DIGRESSING_20050213.0942-E19
E35	DIGRESSING_20050213.0942-E20
E36	DIGRESSING_20050213.0942-E21
E37	DIGRESSING_20050213.0942-E22
E38	DIGRESSING_20050213.0942-E23
E39	DIGRESSING_20050213.0942-E24
E41	DIGRESSING_20050213.0942-E25
E42	DIGRESSING_20050213.0942-E26
E1	DIGRESSING_20050213.0942-E27
E43	DIGRESSING_20050213.0942-E28
E44	DIGRESSING_20050213.0942-E29
E45	DIGRESSING_20050213.0942-E30
E2	DIGRESSING_20050213.0942-E31
E3	DIGRESSING_20050213.0942-E32
E4	DIGRESSING_20050213.0942-E33
E5	DIGRESSING_20050213.0942-E34
E6	DIGRESSING_20050213.0942-E35
E7	DIGRESSING_20050213.0942-E36
E8	DIGRESSING_20050213.0942-E37
E9	DIGRESSING_20050213.0942-E38
E10	DIGRESSING_20050213.0942-E39
E11	DIGRESSING_20050213.0942-E40
E12	DIGRESSING_20050213.0942-E41
E13	DIGRESSING_20050213.0942-E42
E14	DIGRESSING_20050213.0942-E43
E15	DIGRESSING_20050213.0942-E44
EM1	DIGRESSING_20050213.0942-E27-1
EM16	DIGRESSING_20050213.0942-E1-2
EM17	DIGRESSING_20050213.0942-E2-3
EM18	DIGRESSING_20050213.0942-E3-4
EM19	DIGRESSING_20050213.0942-E4-5
EM20	DIGRESSING_20050213.0942-E4-6
