CE7	DIGRESSING_20050115.0958-CE1
CE8	DIGRESSING_20050115.0958-CE2
CE9	DIGRESSING_20050115.0958-CE3
CE10	DIGRESSING_20050115.0958-CE4
CE11	DIGRESSING_20050115.0958-CE5
CE12	DIGRESSING_20050115.0958-CE6
CE13	DIGRESSING_20050115.0958-CE7
CE14	DIGRESSING_20050115.0958-CE8
CE15	DIGRESSING_20050115.0958-CE9
CE16	DIGRESSING_20050115.0958-CE10
CE17	DIGRESSING_20050115.0958-CE11
CE18	DIGRESSING_20050115.0958-CE12
CE19	DIGRESSING_20050115.0958-CE13
CE20	DIGRESSING_20050115.0958-CE14
CE21	DIGRESSING_20050115.0958-CE15
CE22	DIGRESSING_20050115.0958-CE16
CE23	DIGRESSING_20050115.0958-CE17
CE24	DIGRESSING_20050115.0958-CE18
CE26	DIGRESSING_20050115.0958-CE19
CE27	DIGRESSING_20050115.0958-CE20
CE28	DIGRESSING_20050115.0958-CE21
CE29	DIGRESSING_20050115.0958-CE22
CE30	DIGRESSING_20050115.0958-CE23
CE31	DIGRESSING_20050115.0958-CE24
CE32	DIGRESSING_20050115.0958-CE25
CE33	DIGRESSING_20050115.0958-CE26
CE34	DIGRESSING_20050115.0958-CE27
CE35	DIGRESSING_20050115.0958-CE28
CE1	DIGRESSING_20050115.0958-CE29
CE2	DIGRESSING_20050115.0958-CE30
CE3	DIGRESSING_20050115.0958-CE31
CE4	DIGRESSING_20050115.0958-CE32
CE5	DIGRESSING_20050115.0958-CE33
CE6	DIGRESSING_20050115.0958-CE34
E10	DIGRESSING_20050115.0958-E1
E11	DIGRESSING_20050115.0958-E2
E12	DIGRESSING_20050115.0958-E3
E13	DIGRESSING_20050115.0958-E4
E14	DIGRESSING_20050115.0958-E5
E15	DIGRESSING_20050115.0958-E6
E16	DIGRESSING_20050115.0958-E7
E17	DIGRESSING_20050115.0958-E8
E18	DIGRESSING_20050115.0958-E9
E19	DIGRESSING_20050115.0958-E10
E20	DIGRESSING_20050115.0958-E11
E21	DIGRESSING_20050115.0958-E12
E22	DIGRESSING_20050115.0958-E13
E23	DIGRESSING_20050115.0958-E14
E24	DIGRESSING_20050115.0958-E15
E25	DIGRESSING_20050115.0958-E16
E26	DIGRESSING_20050115.0958-E17
E27	DIGRESSING_20050115.0958-E18
E28	DIGRESSING_20050115.0958-E19
E29	DIGRESSING_20050115.0958-E20
E30	DIGRESSING_20050115.0958-E21
E31	DIGRESSING_20050115.0958-E22
E32	DIGRESSING_20050115.0958-E23
E34	DIGRESSING_20050115.0958-E24
E35	DIGRESSING_20050115.0958-E25
E43	DIGRESSING_20050115.0958-E26
E37	DIGRESSING_20050115.0958-E27
E38	DIGRESSING_20050115.0958-E28
E39	DIGRESSING_20050115.0958-E29
E40	DIGRESSING_20050115.0958-E30
E41	DIGRESSING_20050115.0958-E31
E42	DIGRESSING_20050115.0958-E32
E44	DIGRESSING_20050115.0958-E33
E1	DIGRESSING_20050115.0958-E34
E2	DIGRESSING_20050115.0958-E35
E3	DIGRESSING_20050115.0958-E36
E4	DIGRESSING_20050115.0958-E37
E5	DIGRESSING_20050115.0958-E38
E6	DIGRESSING_20050115.0958-E39
E7	DIGRESSING_20050115.0958-E40
E8	DIGRESSING_20050115.0958-E41
E9	DIGRESSING_20050115.0958-E42
EM19	DIGRESSING_20050115.0958-E42-1
EM20	DIGRESSING_20050115.0958-E42-2
EM21	DIGRESSING_20050115.0958-E42-3
EM22	DIGRESSING_20050115.0958-E1-4
EM23	DIGRESSING_20050115.0958-E1-5
EM24	DIGRESSING_20050115.0958-E2-6
EM25	DIGRESSING_20050115.0958-E2-7
EM26	DIGRESSING_20050115.0958-E3-8
EM27	DIGRESSING_20050115.0958-E3-9
EM28	DIGRESSING_20050115.0958-E4-10
EM29	DIGRESSING_20050115.0958-E37-11
EM30	DIGRESSING_20050115.0958-E39-12
EM31	DIGRESSING_20050115.0958-E39-13
EM32	DIGRESSING_20050115.0958-E5-14
EM33	DIGRESSING_20050115.0958-E5-15
EM34	DIGRESSING_20050115.0958-E6-16
EM35	DIGRESSING_20050115.0958-E39-17
EM36	DIGRESSING_20050115.0958-E39-18
EM37	DIGRESSING_20050115.0958-E7-19
EM38	DIGRESSING_20050115.0958-E42-20
EM39	DIGRESSING_20050115.0958-E42-21
EM40	DIGRESSING_20050115.0958-E42-22
EM41	DIGRESSING_20050115.0958-E42-23
EM42	DIGRESSING_20050115.0958-E42-24
