CE9	DIGRESSING_20041107.0106-CE1
CE10	DIGRESSING_20041107.0106-CE2
CE11	DIGRESSING_20041107.0106-CE3
CE12	DIGRESSING_20041107.0106-CE4
CE13	DIGRESSING_20041107.0106-CE5
CE64	DIGRESSING_20041107.0106-CE6
CE14	DIGRESSING_20041107.0106-CE7
CE15	DIGRESSING_20041107.0106-CE8
CE62	DIGRESSING_20041107.0106-CE9
CE16	DIGRESSING_20041107.0106-CE10
CE17	DIGRESSING_20041107.0106-CE11
CE18	DIGRESSING_20041107.0106-CE12
CE19	DIGRESSING_20041107.0106-CE13
CE20	DIGRESSING_20041107.0106-CE14
CE21	DIGRESSING_20041107.0106-CE15
CE22	DIGRESSING_20041107.0106-CE16
CE23	DIGRESSING_20041107.0106-CE17
CE24	DIGRESSING_20041107.0106-CE18
CE63	DIGRESSING_20041107.0106-CE19
CE1	DIGRESSING_20041107.0106-CE20
CE27	DIGRESSING_20041107.0106-CE21
CE28	DIGRESSING_20041107.0106-CE22
CE29	DIGRESSING_20041107.0106-CE23
CE30	DIGRESSING_20041107.0106-CE24
CE31	DIGRESSING_20041107.0106-CE25
CE32	DIGRESSING_20041107.0106-CE26
CE34	DIGRESSING_20041107.0106-CE27
CE35	DIGRESSING_20041107.0106-CE28
CE36	DIGRESSING_20041107.0106-CE29
CE37	DIGRESSING_20041107.0106-CE30
CE38	DIGRESSING_20041107.0106-CE31
CE40	DIGRESSING_20041107.0106-CE32
CE41	DIGRESSING_20041107.0106-CE33
CE42	DIGRESSING_20041107.0106-CE34
CE43	DIGRESSING_20041107.0106-CE35
CE44	DIGRESSING_20041107.0106-CE36
CE45	DIGRESSING_20041107.0106-CE37
CE46	DIGRESSING_20041107.0106-CE38
CE47	DIGRESSING_20041107.0106-CE39
CE48	DIGRESSING_20041107.0106-CE40
CE49	DIGRESSING_20041107.0106-CE41
CE50	DIGRESSING_20041107.0106-CE42
CE51	DIGRESSING_20041107.0106-CE43
CE52	DIGRESSING_20041107.0106-CE44
CE53	DIGRESSING_20041107.0106-CE45
CE54	DIGRESSING_20041107.0106-CE46
CE55	DIGRESSING_20041107.0106-CE47
CE56	DIGRESSING_20041107.0106-CE48
CE57	DIGRESSING_20041107.0106-CE49
CE58	DIGRESSING_20041107.0106-CE50
CE59	DIGRESSING_20041107.0106-CE51
CE60	DIGRESSING_20041107.0106-CE52
CE61	DIGRESSING_20041107.0106-CE53
CE2	DIGRESSING_20041107.0106-CE54
CE3	DIGRESSING_20041107.0106-CE55
CE4	DIGRESSING_20041107.0106-CE56
CE5	DIGRESSING_20041107.0106-CE57
CE6	DIGRESSING_20041107.0106-CE58
CE7	DIGRESSING_20041107.0106-CE59
E11	DIGRESSING_20041107.0106-E1
E12	DIGRESSING_20041107.0106-E2
E13	DIGRESSING_20041107.0106-E3
E14	DIGRESSING_20041107.0106-E4
E15	DIGRESSING_20041107.0106-E5
E16	DIGRESSING_20041107.0106-E6
E17	DIGRESSING_20041107.0106-E7
E100	DIGRESSING_20041107.0106-E8
E19	DIGRESSING_20041107.0106-E9
E20	DIGRESSING_20041107.0106-E10
E21	DIGRESSING_20041107.0106-E11
E22	DIGRESSING_20041107.0106-E12
E23	DIGRESSING_20041107.0106-E13
E98	DIGRESSING_20041107.0106-E14
E24	DIGRESSING_20041107.0106-E15
E26	DIGRESSING_20041107.0106-E16
E27	DIGRESSING_20041107.0106-E17
E28	DIGRESSING_20041107.0106-E18
E29	DIGRESSING_20041107.0106-E19
E30	DIGRESSING_20041107.0106-E20
E31	DIGRESSING_20041107.0106-E21
E1	DIGRESSING_20041107.0106-E22
E32	DIGRESSING_20041107.0106-E23
E33	DIGRESSING_20041107.0106-E24
E34	DIGRESSING_20041107.0106-E25
E35	DIGRESSING_20041107.0106-E26
E36	DIGRESSING_20041107.0106-E27
E37	DIGRESSING_20041107.0106-E28
E38	DIGRESSING_20041107.0106-E29
E39	DIGRESSING_20041107.0106-E30
E40	DIGRESSING_20041107.0106-E31
E41	DIGRESSING_20041107.0106-E32
E99	DIGRESSING_20041107.0106-E33
E44	DIGRESSING_20041107.0106-E34
E45	DIGRESSING_20041107.0106-E35
E46	DIGRESSING_20041107.0106-E36
E47	DIGRESSING_20041107.0106-E37
E48	DIGRESSING_20041107.0106-E38
E49	DIGRESSING_20041107.0106-E39
E50	DIGRESSING_20041107.0106-E40
E51	DIGRESSING_20041107.0106-E41
E52	DIGRESSING_20041107.0106-E42
E53	DIGRESSING_20041107.0106-E43
E54	DIGRESSING_20041107.0106-E44
E55	DIGRESSING_20041107.0106-E45
E57	DIGRESSING_20041107.0106-E46
E58	DIGRESSING_20041107.0106-E47
E59	DIGRESSING_20041107.0106-E48
E60	DIGRESSING_20041107.0106-E49
E61	DIGRESSING_20041107.0106-E50
E62	DIGRESSING_20041107.0106-E51
E63	DIGRESSING_20041107.0106-E52
E65	DIGRESSING_20041107.0106-E53
E66	DIGRESSING_20041107.0106-E54
E67	DIGRESSING_20041107.0106-E55
E68	DIGRESSING_20041107.0106-E56
E69	DIGRESSING_20041107.0106-E57
E70	DIGRESSING_20041107.0106-E58
E72	DIGRESSING_20041107.0106-E59
E73	DIGRESSING_20041107.0106-E60
E74	DIGRESSING_20041107.0106-E61
E75	DIGRESSING_20041107.0106-E62
E76	DIGRESSING_20041107.0106-E63
E77	DIGRESSING_20041107.0106-E64
E78	DIGRESSING_20041107.0106-E65
E79	DIGRESSING_20041107.0106-E66
E80	DIGRESSING_20041107.0106-E67
E81	DIGRESSING_20041107.0106-E68
E82	DIGRESSING_20041107.0106-E69
E83	DIGRESSING_20041107.0106-E70
E84	DIGRESSING_20041107.0106-E71
E85	DIGRESSING_20041107.0106-E72
E86	DIGRESSING_20041107.0106-E73
E87	DIGRESSING_20041107.0106-E74
E88	DIGRESSING_20041107.0106-E75
E89	DIGRESSING_20041107.0106-E76
E90	DIGRESSING_20041107.0106-E77
E91	DIGRESSING_20041107.0106-E78
E92	DIGRESSING_20041107.0106-E79
E93	DIGRESSING_20041107.0106-E80
E94	DIGRESSING_20041107.0106-E81
E96	DIGRESSING_20041107.0106-E82
E97	DIGRESSING_20041107.0106-E83
E3	DIGRESSING_20041107.0106-E84
E4	DIGRESSING_20041107.0106-E85
E5	DIGRESSING_20041107.0106-E86
E6	DIGRESSING_20041107.0106-E87
E7	DIGRESSING_20041107.0106-E88
E8	DIGRESSING_20041107.0106-E89
E9	DIGRESSING_20041107.0106-E90
EM1	DIGRESSING_20041107.0106-E22-1
EM23	DIGRESSING_20041107.0106-E2-2
EM24	DIGRESSING_20041107.0106-E22-3
EM25	DIGRESSING_20041107.0106-E3-4
EM26	DIGRESSING_20041107.0106-E3-5
EM28	DIGRESSING_20041107.0106-E4-6
EM29	DIGRESSING_20041107.0106-E4-7
EM30	DIGRESSING_20041107.0106-E5-8
EM31	DIGRESSING_20041107.0106-E22-9
EM32	DIGRESSING_20041107.0106-E22-10
EM33	DIGRESSING_20041107.0106-E6-11
EM34	DIGRESSING_20041107.0106-E84-12
EM35	DIGRESSING_20041107.0106-E85-13
EM36	DIGRESSING_20041107.0106-E22-14
EM37	DIGRESSING_20041107.0106-E88-15
EM38	DIGRESSING_20041107.0106-E7-16
EM39	DIGRESSING_20041107.0106-E22-17
EM40	DIGRESSING_20041107.0106-E7-18
EM42	DIGRESSING_20041107.0106-E10-19
EM43	DIGRESSING_20041107.0106-E9-20
EM44	DIGRESSING_20041107.0106-E9-21
EM45	DIGRESSING_20041107.0106-E12-22
EM46	DIGRESSING_20041107.0106-E11-23
EM47	DIGRESSING_20041107.0106-E13-24
EM48	DIGRESSING_20041107.0106-E9-25
EM50	DIGRESSING_20041107.0106-E22-26
EM51	DIGRESSING_20041107.0106-E15-27
EM52	DIGRESSING_20041107.0106-E9-28
EM53	DIGRESSING_20041107.0106-E16-29
EM233	DIGRESSING_20041107.0106-E7-30
EM54	DIGRESSING_20041107.0106-E9-31
EM234	DIGRESSING_20041107.0106-E62-32
EM56	DIGRESSING_20041107.0106-E17-33
EM59	DIGRESSING_20041107.0106-E18-34
EM60	DIGRESSING_20041107.0106-E22-35
EM61	DIGRESSING_20041107.0106-E19-36
EM62	DIGRESSING_20041107.0106-E86-37
EM63	DIGRESSING_20041107.0106-E22-38
EM64	DIGRESSING_20041107.0106-E22-39
EM65	DIGRESSING_20041107.0106-E20-40
EM66	DIGRESSING_20041107.0106-E21-41
EM67	DIGRESSING_20041107.0106-E23-42
EM235	DIGRESSING_20041107.0106-E62-43
EM69	DIGRESSING_20041107.0106-E11-44
EM70	DIGRESSING_20041107.0106-E24-45
EM71	DIGRESSING_20041107.0106-E25-46
EM72	DIGRESSING_20041107.0106-E26-47
EM73	DIGRESSING_20041107.0106-E27-48
EM74	DIGRESSING_20041107.0106-E28-49
EM75	DIGRESSING_20041107.0106-E29-50
EM76	DIGRESSING_20041107.0106-E30-51
EM77	DIGRESSING_20041107.0106-E31-52
EM78	DIGRESSING_20041107.0106-E11-53
EM79	DIGRESSING_20041107.0106-E32-54
EM80	DIGRESSING_20041107.0106-E11-55
EM81	DIGRESSING_20041107.0106-E11-56
EM236	DIGRESSING_20041107.0106-E9-57
EM55	DIGRESSING_20041107.0106-E9-58
EM82	DIGRESSING_20041107.0106-E11-59
EM237	DIGRESSING_20041107.0106-E9-60
EM238	DIGRESSING_20041107.0106-E33-61
EM84	DIGRESSING_20041107.0106-E22-62
EM85	DIGRESSING_20041107.0106-E34-63
EM86	DIGRESSING_20041107.0106-E35-64
EM87	DIGRESSING_20041107.0106-E37-65
EM88	DIGRESSING_20041107.0106-E36-66
EM89	DIGRESSING_20041107.0106-E38-67
EM90	DIGRESSING_20041107.0106-E30-68
EM91	DIGRESSING_20041107.0106-E36-69
EM92	DIGRESSING_20041107.0106-E30-70
EM93	DIGRESSING_20041107.0106-E39-71
EM94	DIGRESSING_20041107.0106-E30-72
EM95	DIGRESSING_20041107.0106-E30-73
EM96	DIGRESSING_20041107.0106-E40-74
EM97	DIGRESSING_20041107.0106-E36-75
EM98	DIGRESSING_20041107.0106-E36-76
EM99	DIGRESSING_20041107.0106-E30-77
EM100	DIGRESSING_20041107.0106-E7-78
EM101	DIGRESSING_20041107.0106-E9-79
EM102	DIGRESSING_20041107.0106-E41-80
EM137	DIGRESSING_20041107.0106-E85-81
EM104	DIGRESSING_20041107.0106-E42-82
EM105	DIGRESSING_20041107.0106-E42-83
EM106	DIGRESSING_20041107.0106-E42-84
EM107	DIGRESSING_20041107.0106-E42-85
EM108	DIGRESSING_20041107.0106-E42-86
EM109	DIGRESSING_20041107.0106-E43-87
EM110	DIGRESSING_20041107.0106-E43-88
EM111	DIGRESSING_20041107.0106-E44-89
EM112	DIGRESSING_20041107.0106-E7-90
EM113	DIGRESSING_20041107.0106-E45-91
EM114	DIGRESSING_20041107.0106-E30-92
EM117	DIGRESSING_20041107.0106-E46-93
EM118	DIGRESSING_20041107.0106-E11-94
EM119	DIGRESSING_20041107.0106-E47-95
EM120	DIGRESSING_20041107.0106-E7-96
EM121	DIGRESSING_20041107.0106-E7-97
EM122	DIGRESSING_20041107.0106-E7-98
EM123	DIGRESSING_20041107.0106-E48-99
EM124	DIGRESSING_20041107.0106-E48-100
EM125	DIGRESSING_20041107.0106-E7-101
EM126	DIGRESSING_20041107.0106-E7-102
EM127	DIGRESSING_20041107.0106-E49-103
EM128	DIGRESSING_20041107.0106-E50-104
EM129	DIGRESSING_20041107.0106-E11-105
EM130	DIGRESSING_20041107.0106-E9-106
EM131	DIGRESSING_20041107.0106-E51-107
EM132	DIGRESSING_20041107.0106-E49-108
EM133	DIGRESSING_20041107.0106-E52-109
EM134	DIGRESSING_20041107.0106-E9-110
EM135	DIGRESSING_20041107.0106-E11-111
EM136	DIGRESSING_20041107.0106-E11-112
EM138	DIGRESSING_20041107.0106-E53-113
EM139	DIGRESSING_20041107.0106-E27-114
EM140	DIGRESSING_20041107.0106-E9-115
EM141	DIGRESSING_20041107.0106-E22-116
EM142	DIGRESSING_20041107.0106-E54-117
EM143	DIGRESSING_20041107.0106-E55-118
EM144	DIGRESSING_20041107.0106-E56-119
EM145	DIGRESSING_20041107.0106-E57-120
EM146	DIGRESSING_20041107.0106-E57-121
EM147	DIGRESSING_20041107.0106-E58-122
EM148	DIGRESSING_20041107.0106-E9-123
EM150	DIGRESSING_20041107.0106-E59-124
EM151	DIGRESSING_20041107.0106-E59-125
EM152	DIGRESSING_20041107.0106-E59-126
EM231	DIGRESSING_20041107.0106-E42-127
EM153	DIGRESSING_20041107.0106-E60-128
EM154	DIGRESSING_20041107.0106-E9-129
EM155	DIGRESSING_20041107.0106-E60-130
EM156	DIGRESSING_20041107.0106-E7-131
EM157	DIGRESSING_20041107.0106-E7-132
EM158	DIGRESSING_20041107.0106-E7-133
EM160	DIGRESSING_20041107.0106-E7-134
EM161	DIGRESSING_20041107.0106-E61-135
EM162	DIGRESSING_20041107.0106-E30-136
EM163	DIGRESSING_20041107.0106-E30-137
EM164	DIGRESSING_20041107.0106-E30-138
EM165	DIGRESSING_20041107.0106-E30-139
EM166	DIGRESSING_20041107.0106-E30-140
EM159	DIGRESSING_20041107.0106-E30-141
EM167	DIGRESSING_20041107.0106-E30-142
EM168	DIGRESSING_20041107.0106-E30-143
EM169	DIGRESSING_20041107.0106-E30-144
EM170	DIGRESSING_20041107.0106-E30-145
EM171	DIGRESSING_20041107.0106-E60-146
EM172	DIGRESSING_20041107.0106-E26-147
EM174	DIGRESSING_20041107.0106-E62-148
EM175	DIGRESSING_20041107.0106-E63-149
EM176	DIGRESSING_20041107.0106-E62-150
EM177	DIGRESSING_20041107.0106-E60-151
EM178	DIGRESSING_20041107.0106-E64-152
EM4	DIGRESSING_20041107.0106-E22-153
EM179	DIGRESSING_20041107.0106-E7-154
EM180	DIGRESSING_20041107.0106-E65-155
EM181	DIGRESSING_20041107.0106-E7-156
EM182	DIGRESSING_20041107.0106-E27-157
EM183	DIGRESSING_20041107.0106-E66-158
EM184	DIGRESSING_20041107.0106-E67-159
EM186	DIGRESSING_20041107.0106-E68-160
EM188	DIGRESSING_20041107.0106-E62-161
EM189	DIGRESSING_20041107.0106-E60-162
EM190	DIGRESSING_20041107.0106-E9-163
EM191	DIGRESSING_20041107.0106-E9-164
EM192	DIGRESSING_20041107.0106-E9-165
EM193	DIGRESSING_20041107.0106-E9-166
EM195	DIGRESSING_20041107.0106-E60-167
EM196	DIGRESSING_20041107.0106-E30-168
EM197	DIGRESSING_20041107.0106-E60-169
EM198	DIGRESSING_20041107.0106-E60-170
EM199	DIGRESSING_20041107.0106-E60-171
EM200	DIGRESSING_20041107.0106-E69-172
EM201	DIGRESSING_20041107.0106-E70-173
EM202	DIGRESSING_20041107.0106-E70-174
EM203	DIGRESSING_20041107.0106-E71-175
EM204	DIGRESSING_20041107.0106-E58-176
EM205	DIGRESSING_20041107.0106-E57-177
EM207	DIGRESSING_20041107.0106-E73-178
EM208	DIGRESSING_20041107.0106-E72-179
EM209	DIGRESSING_20041107.0106-E72-180
EM210	DIGRESSING_20041107.0106-E72-181
EM211	DIGRESSING_20041107.0106-E74-182
EM212	DIGRESSING_20041107.0106-E75-183
EM213	DIGRESSING_20041107.0106-E75-184
EM214	DIGRESSING_20041107.0106-E75-185
EM215	DIGRESSING_20041107.0106-E75-186
EM216	DIGRESSING_20041107.0106-E76-187
EM217	DIGRESSING_20041107.0106-E7-188
EM218	DIGRESSING_20041107.0106-E77-189
EM219	DIGRESSING_20041107.0106-E9-190
EM220	DIGRESSING_20041107.0106-E88-191
EM221	DIGRESSING_20041107.0106-E78-192
EM222	DIGRESSING_20041107.0106-E22-193
EM223	DIGRESSING_20041107.0106-E85-194
EM224	DIGRESSING_20041107.0106-E79-195
EM225	DIGRESSING_20041107.0106-E80-196
EM226	DIGRESSING_20041107.0106-E80-197
EM227	DIGRESSING_20041107.0106-E81-198
EM228	DIGRESSING_20041107.0106-E82-199
EM229	DIGRESSING_20041107.0106-E83-200
EM230	DIGRESSING_20041107.0106-E83-201
EM239	DIGRESSING_20041107.0106-E8-202
EM6	DIGRESSING_20041107.0106-E84-203
