CE6	ALFILFILM_20050205.0832-CE1
CE7	ALFILFILM_20050205.0832-CE2
CE8	ALFILFILM_20050205.0832-CE3
CE9	ALFILFILM_20050205.0832-CE4
CE10	ALFILFILM_20050205.0832-CE5
CE11	ALFILFILM_20050205.0832-CE6
CE12	ALFILFILM_20050205.0832-CE7
CE13	ALFILFILM_20050205.0832-CE8
CE1	ALFILFILM_20050205.0832-CE9
CE2	ALFILFILM_20050205.0832-CE10
CE3	ALFILFILM_20050205.0832-CE11
CE4	ALFILFILM_20050205.0832-CE12
CE5	ALFILFILM_20050205.0832-CE13
E10	ALFILFILM_20050205.0832-E1
E11	ALFILFILM_20050205.0832-E2
E12	ALFILFILM_20050205.0832-E3
E13	ALFILFILM_20050205.0832-E4
E14	ALFILFILM_20050205.0832-E5
E15	ALFILFILM_20050205.0832-E6
E17	ALFILFILM_20050205.0832-E7
E18	ALFILFILM_20050205.0832-E8
E19	ALFILFILM_20050205.0832-E9
E1	ALFILFILM_20050205.0832-E10
E20	ALFILFILM_20050205.0832-E11
E2	ALFILFILM_20050205.0832-E12
E3	ALFILFILM_20050205.0832-E13
E4	ALFILFILM_20050205.0832-E14
E5	ALFILFILM_20050205.0832-E15
E6	ALFILFILM_20050205.0832-E16
E7	ALFILFILM_20050205.0832-E17
E8	ALFILFILM_20050205.0832-E18
E9	ALFILFILM_20050205.0832-E19
EM1	ALFILFILM_20050205.0832-E10-1
EM24	ALFILFILM_20050205.0832-E14-2
EM25	ALFILFILM_20050205.0832-E17-3
EM26	ALFILFILM_20050205.0832-E1-4
EM27	ALFILFILM_20050205.0832-E1-5
EM28	ALFILFILM_20050205.0832-E14-6
EM29	ALFILFILM_20050205.0832-E2-7
EM30	ALFILFILM_20050205.0832-E3-8
EM31	ALFILFILM_20050205.0832-E4-9
EM32	ALFILFILM_20050205.0832-E5-10
EM33	ALFILFILM_20050205.0832-E5-11
EM34	ALFILFILM_20050205.0832-E5-12
EM35	ALFILFILM_20050205.0832-E5-13
EM36	ALFILFILM_20050205.0832-E3-14
EM37	ALFILFILM_20050205.0832-E6-15
EM38	ALFILFILM_20050205.0832-E6-16
EM39	ALFILFILM_20050205.0832-E6-17
EM40	ALFILFILM_20050205.0832-E6-18
EM41	ALFILFILM_20050205.0832-E6-19
EM42	ALFILFILM_20050205.0832-E6-20
EM43	ALFILFILM_20050205.0832-E6-21
EM44	ALFILFILM_20050205.0832-E6-22
EM45	ALFILFILM_20050205.0832-E6-23
EM46	ALFILFILM_20050205.0832-E4-24
EM47	ALFILFILM_20050205.0832-E4-25
EM48	ALFILFILM_20050205.0832-E17-26
EM49	ALFILFILM_20050205.0832-E17-27
EM51	ALFILFILM_20050205.0832-E17-28
EM52	ALFILFILM_20050205.0832-E17-29
EM53	ALFILFILM_20050205.0832-E17-30
EM54	ALFILFILM_20050205.0832-E17-31
EM55	ALFILFILM_20050205.0832-E17-32
EM56	ALFILFILM_20050205.0832-E13-33
EM57	ALFILFILM_20050205.0832-E13-34
EM58	ALFILFILM_20050205.0832-E13-35
EM59	ALFILFILM_20050205.0832-E13-36
EM61	ALFILFILM_20050205.0832-E17-37
