CE10	ALFILFILM_20050213.1356-CE1
CE11	ALFILFILM_20050213.1356-CE2
CE12	ALFILFILM_20050213.1356-CE3
CE13	ALFILFILM_20050213.1356-CE4
CE14	ALFILFILM_20050213.1356-CE5
CE15	ALFILFILM_20050213.1356-CE6
CE16	ALFILFILM_20050213.1356-CE7
CE17	ALFILFILM_20050213.1356-CE8
CE18	ALFILFILM_20050213.1356-CE9
CE2	ALFILFILM_20050213.1356-CE10
CE3	ALFILFILM_20050213.1356-CE11
CE4	ALFILFILM_20050213.1356-CE12
CE6	ALFILFILM_20050213.1356-CE13
CE7	ALFILFILM_20050213.1356-CE14
CE8	ALFILFILM_20050213.1356-CE15
CE9	ALFILFILM_20050213.1356-CE16
E12	ALFILFILM_20050213.1356-E1
E13	ALFILFILM_20050213.1356-E2
E14	ALFILFILM_20050213.1356-E3
E15	ALFILFILM_20050213.1356-E4
E16	ALFILFILM_20050213.1356-E5
E17	ALFILFILM_20050213.1356-E6
E18	ALFILFILM_20050213.1356-E7
E19	ALFILFILM_20050213.1356-E8
E20	ALFILFILM_20050213.1356-E9
E21	ALFILFILM_20050213.1356-E10
E22	ALFILFILM_20050213.1356-E11
E2	ALFILFILM_20050213.1356-E12
E3	ALFILFILM_20050213.1356-E13
E4	ALFILFILM_20050213.1356-E14
E5	ALFILFILM_20050213.1356-E15
E7	ALFILFILM_20050213.1356-E16
E23	ALFILFILM_20050213.1356-E17
E8	ALFILFILM_20050213.1356-E18
E9	ALFILFILM_20050213.1356-E19
E10	ALFILFILM_20050213.1356-E20
E11	ALFILFILM_20050213.1356-E21
EM22	ALFILFILM_20050213.1356-E2-1
EM23	ALFILFILM_20050213.1356-E3-2
EM24	ALFILFILM_20050213.1356-E14-3
EM25	ALFILFILM_20050213.1356-E4-4
EM26	ALFILFILM_20050213.1356-E5-5
EM27	ALFILFILM_20050213.1356-E6-6
EM28	ALFILFILM_20050213.1356-E7-7
EM29	ALFILFILM_20050213.1356-E8-8
EM30	ALFILFILM_20050213.1356-E8-9
EM31	ALFILFILM_20050213.1356-E8-10
EM32	ALFILFILM_20050213.1356-E8-11
EM33	ALFILFILM_20050213.1356-E12-12
EM34	ALFILFILM_20050213.1356-E12-13
EM35	ALFILFILM_20050213.1356-E12-14
EM36	ALFILFILM_20050213.1356-E5-15
EM37	ALFILFILM_20050213.1356-E9-16
EM38	ALFILFILM_20050213.1356-E10-17
EM39	ALFILFILM_20050213.1356-E11-18
EM3	ALFILFILM_20050213.1356-E12-19
EM4	ALFILFILM_20050213.1356-E13-20
EM5	ALFILFILM_20050213.1356-E13-21
EM6	ALFILFILM_20050213.1356-E12-22
EM7	ALFILFILM_20050213.1356-E15-23
EM40	ALFILFILM_20050213.1356-E17-24
EM9	ALFILFILM_20050213.1356-E14-25
EM10	ALFILFILM_20050213.1356-E16-26
EM12	ALFILFILM_20050213.1356-E16-27
EM13	ALFILFILM_20050213.1356-E18-28
EM14	ALFILFILM_20050213.1356-E16-29
EM15	ALFILFILM_20050213.1356-E16-30
EM16	ALFILFILM_20050213.1356-E16-31
EM17	ALFILFILM_20050213.1356-E19-32
EM18	ALFILFILM_20050213.1356-E20-33
EM19	ALFILFILM_20050213.1356-E21-34
EM20	ALFILFILM_20050213.1356-E21-35
EM21	ALFILFILM_20050213.1356-E1-36
R2	ALFILFILM_20050213.1356-R1
R3	ALFILFILM_20050213.1356-R2
RM2	ALFILFILM_20050213.1356-R1-1
RM3	ALFILFILM_20050213.1356-R2-1
V1	ALFILFILM_20050213.1356-EV1
VM1	ALFILFILM_20050213.1356-EV1-1
Q6	ALFILFILM_20050213.1356-T1
Q1	ALFILFILM_20050213.1356-T2
Q2	ALFILFILM_20050213.1356-T3
Q3	ALFILFILM_20050213.1356-T4
Q4	ALFILFILM_20050213.1356-T5
Q5	ALFILFILM_20050213.1356-T6
