CE2	DIGRESSING_20041101.1921-CE1
CE3	DIGRESSING_20041101.1921-CE2
CE4	DIGRESSING_20041101.1921-CE3
CE5	DIGRESSING_20041101.1921-CE4
CE6	DIGRESSING_20041101.1921-CE5
CE7	DIGRESSING_20041101.1921-CE6
CE8	DIGRESSING_20041101.1921-CE7
CE9	DIGRESSING_20041101.1921-CE8
CE10	DIGRESSING_20041101.1921-CE9
CE11	DIGRESSING_20041101.1921-CE10
CE12	DIGRESSING_20041101.1921-CE11
CE13	DIGRESSING_20041101.1921-CE12
CE34	DIGRESSING_20041101.1921-CE13
CE35	DIGRESSING_20041101.1921-CE14
CE14	DIGRESSING_20041101.1921-CE15
CE15	DIGRESSING_20041101.1921-CE16
CE17	DIGRESSING_20041101.1921-CE17
CE18	DIGRESSING_20041101.1921-CE18
CE1	DIGRESSING_20041101.1921-CE19
CE19	DIGRESSING_20041101.1921-CE20
CE20	DIGRESSING_20041101.1921-CE21
CE21	DIGRESSING_20041101.1921-CE22
CE22	DIGRESSING_20041101.1921-CE23
CE23	DIGRESSING_20041101.1921-CE24
CE24	DIGRESSING_20041101.1921-CE25
CE25	DIGRESSING_20041101.1921-CE26
CE27	DIGRESSING_20041101.1921-CE27
CE28	DIGRESSING_20041101.1921-CE28
CE29	DIGRESSING_20041101.1921-CE29
CE31	DIGRESSING_20041101.1921-CE30
CE32	DIGRESSING_20041101.1921-CE31
CE33	DIGRESSING_20041101.1921-CE32
E3	DIGRESSING_20041101.1921-E1
E5	DIGRESSING_20041101.1921-E2
E6	DIGRESSING_20041101.1921-E3
E7	DIGRESSING_20041101.1921-E4
E8	DIGRESSING_20041101.1921-E5
E9	DIGRESSING_20041101.1921-E6
E10	DIGRESSING_20041101.1921-E7
E46	DIGRESSING_20041101.1921-E8
E11	DIGRESSING_20041101.1921-E9
E12	DIGRESSING_20041101.1921-E10
E13	DIGRESSING_20041101.1921-E11
E14	DIGRESSING_20041101.1921-E12
E45	DIGRESSING_20041101.1921-E13
E15	DIGRESSING_20041101.1921-E14
E1	DIGRESSING_20041101.1921-E15
E16	DIGRESSING_20041101.1921-E16
E17	DIGRESSING_20041101.1921-E17
E19	DIGRESSING_20041101.1921-E18
E21	DIGRESSING_20041101.1921-E19
E22	DIGRESSING_20041101.1921-E20
E23	DIGRESSING_20041101.1921-E21
E24	DIGRESSING_20041101.1921-E22
E25	DIGRESSING_20041101.1921-E23
E26	DIGRESSING_20041101.1921-E24
E27	DIGRESSING_20041101.1921-E25
E28	DIGRESSING_20041101.1921-E26
E29	DIGRESSING_20041101.1921-E27
E30	DIGRESSING_20041101.1921-E28
E32	DIGRESSING_20041101.1921-E29
E33	DIGRESSING_20041101.1921-E30
E34	DIGRESSING_20041101.1921-E31
E37	DIGRESSING_20041101.1921-E32
E38	DIGRESSING_20041101.1921-E33
E39	DIGRESSING_20041101.1921-E34
E40	DIGRESSING_20041101.1921-E35
E41	DIGRESSING_20041101.1921-E36
E43	DIGRESSING_20041101.1921-E37
E44	DIGRESSING_20041101.1921-E38
E2	DIGRESSING_20041101.1921-E39
EM1	DIGRESSING_20041101.1921-E15-1
EM29	DIGRESSING_20041101.1921-E2-2
EM30	DIGRESSING_20041101.1921-E39-3
EM31	DIGRESSING_20041101.1921-E3-4
EM32	DIGRESSING_20041101.1921-E4-5
EM33	DIGRESSING_20041101.1921-E4-6
EM34	DIGRESSING_20041101.1921-E5-7
EM35	DIGRESSING_20041101.1921-E6-8
EM36	DIGRESSING_20041101.1921-E7-9
EM37	DIGRESSING_20041101.1921-E7-10
EM38	DIGRESSING_20041101.1921-E7-11
EM39	DIGRESSING_20041101.1921-E7-12
EM40	DIGRESSING_20041101.1921-E7-13
EM41	DIGRESSING_20041101.1921-E7-14
EM134	DIGRESSING_20041101.1921-E13-15
EM43	DIGRESSING_20041101.1921-E9-16
EM44	DIGRESSING_20041101.1921-E9-17
EM45	DIGRESSING_20041101.1921-E9-18
EM46	DIGRESSING_20041101.1921-E9-19
EM47	DIGRESSING_20041101.1921-E9-20
EM48	DIGRESSING_20041101.1921-E9-21
EM49	DIGRESSING_20041101.1921-E15-22
EM50	DIGRESSING_20041101.1921-E15-23
EM51	DIGRESSING_20041101.1921-E15-24
EM52	DIGRESSING_20041101.1921-E15-25
EM53	DIGRESSING_20041101.1921-E7-26
EM54	DIGRESSING_20041101.1921-E10-27
EM55	DIGRESSING_20041101.1921-E7-28
EM56	DIGRESSING_20041101.1921-E15-29
EM57	DIGRESSING_20041101.1921-E9-30
EM58	DIGRESSING_20041101.1921-E11-31
EM59	DIGRESSING_20041101.1921-E15-32
EM60	DIGRESSING_20041101.1921-E15-33
EM61	DIGRESSING_20041101.1921-E39-34
EM62	DIGRESSING_20041101.1921-E12-35
EM63	DIGRESSING_20041101.1921-E12-36
EM64	DIGRESSING_20041101.1921-E12-37
EM67	DIGRESSING_20041101.1921-E16-38
EM68	DIGRESSING_20041101.1921-E16-39
EM70	DIGRESSING_20041101.1921-E12-40
EM135	DIGRESSING_20041101.1921-E15-41
EM72	DIGRESSING_20041101.1921-E39-42
EM136	DIGRESSING_20041101.1921-E13-43
EM137	DIGRESSING_20041101.1921-E15-44
EM138	DIGRESSING_20041101.1921-E13-45
EM75	DIGRESSING_20041101.1921-E18-46
EM76	DIGRESSING_20041101.1921-E18-47
EM77	DIGRESSING_20041101.1921-E14-48
EM78	DIGRESSING_20041101.1921-E14-49
EM79	DIGRESSING_20041101.1921-E19-50
EM80	DIGRESSING_20041101.1921-E39-51
EM81	DIGRESSING_20041101.1921-E20-52
EM82	DIGRESSING_20041101.1921-E18-53
EM83	DIGRESSING_20041101.1921-E18-54
EM84	DIGRESSING_20041101.1921-E18-55
EM85	DIGRESSING_20041101.1921-E39-56
EM86	DIGRESSING_20041101.1921-E39-57
EM139	DIGRESSING_20041101.1921-E15-58
EM88	DIGRESSING_20041101.1921-E18-59
EM89	DIGRESSING_20041101.1921-E14-60
EM90	DIGRESSING_20041101.1921-E14-61
EM91	DIGRESSING_20041101.1921-E19-62
EM92	DIGRESSING_20041101.1921-E21-63
EM93	DIGRESSING_20041101.1921-E21-64
EM94	DIGRESSING_20041101.1921-E19-65
EM95	DIGRESSING_20041101.1921-E19-66
EM96	DIGRESSING_20041101.1921-E19-67
EM98	DIGRESSING_20041101.1921-E19-68
EM99	DIGRESSING_20041101.1921-E22-69
EM100	DIGRESSING_20041101.1921-E17-70
EM101	DIGRESSING_20041101.1921-E17-71
EM102	DIGRESSING_20041101.1921-E14-72
EM103	DIGRESSING_20041101.1921-E14-73
EM104	DIGRESSING_20041101.1921-E14-74
EM105	DIGRESSING_20041101.1921-E14-75
EM106	DIGRESSING_20041101.1921-E23-76
EM107	DIGRESSING_20041101.1921-E24-77
EM108	DIGRESSING_20041101.1921-E25-78
EM109	DIGRESSING_20041101.1921-E24-79
EM110	DIGRESSING_20041101.1921-E24-80
EM111	DIGRESSING_20041101.1921-E26-81
EM112	DIGRESSING_20041101.1921-E27-82
EM113	DIGRESSING_20041101.1921-E17-83
EM114	DIGRESSING_20041101.1921-E28-84
EM2	DIGRESSING_20041101.1921-E15-85
EM115	DIGRESSING_20041101.1921-E14-86
EM130	DIGRESSING_20041101.1921-E32-87
EM117	DIGRESSING_20041101.1921-E29-88
EM118	DIGRESSING_20041101.1921-E14-89
EM119	DIGRESSING_20041101.1921-E21-90
EM120	DIGRESSING_20041101.1921-E21-91
EM121	DIGRESSING_20041101.1921-E18-92
EM122	DIGRESSING_20041101.1921-E18-93
EM123	DIGRESSING_20041101.1921-E18-94
EM124	DIGRESSING_20041101.1921-E18-95
EM125	DIGRESSING_20041101.1921-E30-96
EM126	DIGRESSING_20041101.1921-E31-97
EM127	DIGRESSING_20041101.1921-E15-98
EM128	DIGRESSING_20041101.1921-E39-99
EM131	DIGRESSING_20041101.1921-E7-100
EM66	DIGRESSING_20041101.1921-E33-101
EM65	DIGRESSING_20041101.1921-E34-102
EM69	DIGRESSING_20041101.1921-E35-103
EM71	DIGRESSING_20041101.1921-E36-104
EM74	DIGRESSING_20041101.1921-E37-105
EM132	DIGRESSING_20041101.1921-E38-106
EM133	DIGRESSING_20041101.1921-E19-107
EM3	DIGRESSING_20041101.1921-E15-108
EM4	DIGRESSING_20041101.1921-E15-109
EM5	DIGRESSING_20041101.1921-E15-110
EM6	DIGRESSING_20041101.1921-E15-111
EM7	DIGRESSING_20041101.1921-E15-112
EM8	DIGRESSING_20041101.1921-E15-113
EM9	DIGRESSING_20041101.1921-E15-114
EM10	DIGRESSING_20041101.1921-E15-115
EM11	DIGRESSING_20041101.1921-E15-116
EM12	DIGRESSING_20041101.1921-E15-117
EM13	DIGRESSING_20041101.1921-E8-118
EM14	DIGRESSING_20041101.1921-E15-119
EM15	DIGRESSING_20041101.1921-E15-120
EM16	DIGRESSING_20041101.1921-E15-121
EM17	DIGRESSING_20041101.1921-E15-122
EM18	DIGRESSING_20041101.1921-E15-123
EM19	DIGRESSING_20041101.1921-E15-124
EM20	DIGRESSING_20041101.1921-E15-125
EM21	DIGRESSING_20041101.1921-E15-126
EM22	DIGRESSING_20041101.1921-E15-127
EM23	DIGRESSING_20041101.1921-E15-128
EM24	DIGRESSING_20041101.1921-E15-129
EM25	DIGRESSING_20041101.1921-E15-130
EM26	DIGRESSING_20041101.1921-E15-131
EM27	DIGRESSING_20041101.1921-E15-132
EM28	DIGRESSING_20041101.1921-E1-133
R1	DIGRESSING_20041101.1921-R1
RM1	DIGRESSING_20041101.1921-R1-1
Q11	DIGRESSING_20041101.1921-T1
Q1	DIGRESSING_20041101.1921-T2
Q2	DIGRESSING_20041101.1921-T3
Q3	DIGRESSING_20041101.1921-T4
Q4	DIGRESSING_20041101.1921-T5
Q5	DIGRESSING_20041101.1921-T6
Q7	DIGRESSING_20041101.1921-T7
Q8	DIGRESSING_20041101.1921-T8
Q9	DIGRESSING_20041101.1921-T9
Q10	DIGRESSING_20041101.1921-T10
