CE9	MISRDIGITAL_20050216.0005-CE1
CE10	MISRDIGITAL_20050216.0005-CE2
CE11	MISRDIGITAL_20050216.0005-CE3
CE12	MISRDIGITAL_20050216.0005-CE4
CE13	MISRDIGITAL_20050216.0005-CE5
CE14	MISRDIGITAL_20050216.0005-CE6
CE15	MISRDIGITAL_20050216.0005-CE7
CE16	MISRDIGITAL_20050216.0005-CE8
CE17	MISRDIGITAL_20050216.0005-CE9
CE18	MISRDIGITAL_20050216.0005-CE10
CE19	MISRDIGITAL_20050216.0005-CE11
CE20	MISRDIGITAL_20050216.0005-CE12
CE21	MISRDIGITAL_20050216.0005-CE13
CE51	MISRDIGITAL_20050216.0005-CE14
CE23	MISRDIGITAL_20050216.0005-CE15
CE24	MISRDIGITAL_20050216.0005-CE16
CE25	MISRDIGITAL_20050216.0005-CE17
CE26	MISRDIGITAL_20050216.0005-CE18
CE27	MISRDIGITAL_20050216.0005-CE19
CE28	MISRDIGITAL_20050216.0005-CE20
CE29	MISRDIGITAL_20050216.0005-CE21
CE30	MISRDIGITAL_20050216.0005-CE22
CE31	MISRDIGITAL_20050216.0005-CE23
CE32	MISRDIGITAL_20050216.0005-CE24
CE33	MISRDIGITAL_20050216.0005-CE25
CE34	MISRDIGITAL_20050216.0005-CE26
CE35	MISRDIGITAL_20050216.0005-CE27
CE36	MISRDIGITAL_20050216.0005-CE28
CE37	MISRDIGITAL_20050216.0005-CE29
CE38	MISRDIGITAL_20050216.0005-CE30
CE39	MISRDIGITAL_20050216.0005-CE31
CE40	MISRDIGITAL_20050216.0005-CE32
CE41	MISRDIGITAL_20050216.0005-CE33
CE42	MISRDIGITAL_20050216.0005-CE34
CE43	MISRDIGITAL_20050216.0005-CE35
CE44	MISRDIGITAL_20050216.0005-CE36
CE45	MISRDIGITAL_20050216.0005-CE37
CE48	MISRDIGITAL_20050216.0005-CE38
CE49	MISRDIGITAL_20050216.0005-CE39
CE50	MISRDIGITAL_20050216.0005-CE40
CE1	MISRDIGITAL_20050216.0005-CE41
CE2	MISRDIGITAL_20050216.0005-CE42
CE3	MISRDIGITAL_20050216.0005-CE43
CE4	MISRDIGITAL_20050216.0005-CE44
CE5	MISRDIGITAL_20050216.0005-CE45
CE6	MISRDIGITAL_20050216.0005-CE46
CE7	MISRDIGITAL_20050216.0005-CE47
CE8	MISRDIGITAL_20050216.0005-CE48
E11	MISRDIGITAL_20050216.0005-E1
