CE11	DIGRESSING_20041213.0439-CE1
CE12	DIGRESSING_20041213.0439-CE2
CE14	DIGRESSING_20041213.0439-CE3
CE15	DIGRESSING_20041213.0439-CE4
CE16	DIGRESSING_20041213.0439-CE5
CE17	DIGRESSING_20041213.0439-CE6
CE18	DIGRESSING_20041213.0439-CE7
CE19	DIGRESSING_20041213.0439-CE8
CE20	DIGRESSING_20041213.0439-CE9
CE21	DIGRESSING_20041213.0439-CE10
CE22	DIGRESSING_20041213.0439-CE11
CE23	DIGRESSING_20041213.0439-CE12
CE24	DIGRESSING_20041213.0439-CE13
CE25	DIGRESSING_20041213.0439-CE14
CE26	DIGRESSING_20041213.0439-CE15
CE27	DIGRESSING_20041213.0439-CE16
CE28	DIGRESSING_20041213.0439-CE17
CE1	DIGRESSING_20041213.0439-CE18
CE29	DIGRESSING_20041213.0439-CE19
CE30	DIGRESSING_20041213.0439-CE20
CE31	DIGRESSING_20041213.0439-CE21
CE32	DIGRESSING_20041213.0439-CE22
CE2	DIGRESSING_20041213.0439-CE23
CE3	DIGRESSING_20041213.0439-CE24
CE4	DIGRESSING_20041213.0439-CE25
CE5	DIGRESSING_20041213.0439-CE26
CE6	DIGRESSING_20041213.0439-CE27
CE7	DIGRESSING_20041213.0439-CE28
CE8	DIGRESSING_20041213.0439-CE29
CE9	DIGRESSING_20041213.0439-CE30
CE10	DIGRESSING_20041213.0439-CE31
E13	DIGRESSING_20041213.0439-E1
E14	DIGRESSING_20041213.0439-E2
E16	DIGRESSING_20041213.0439-E3
E17	DIGRESSING_20041213.0439-E4
E18	DIGRESSING_20041213.0439-E5
E19	DIGRESSING_20041213.0439-E6
E20	DIGRESSING_20041213.0439-E7
E21	DIGRESSING_20041213.0439-E8
E22	DIGRESSING_20041213.0439-E9
E23	DIGRESSING_20041213.0439-E10
E24	DIGRESSING_20041213.0439-E11
E1	DIGRESSING_20041213.0439-E12
E25	DIGRESSING_20041213.0439-E13
E26	DIGRESSING_20041213.0439-E14
E27	DIGRESSING_20041213.0439-E15
E28	DIGRESSING_20041213.0439-E16
E29	DIGRESSING_20041213.0439-E17
E30	DIGRESSING_20041213.0439-E18
E31	DIGRESSING_20041213.0439-E19
E32	DIGRESSING_20041213.0439-E20
E33	DIGRESSING_20041213.0439-E21
E34	DIGRESSING_20041213.0439-E22
E35	DIGRESSING_20041213.0439-E23
E36	DIGRESSING_20041213.0439-E24
E37	DIGRESSING_20041213.0439-E25
E2	DIGRESSING_20041213.0439-E26
E3	DIGRESSING_20041213.0439-E27
E4	DIGRESSING_20041213.0439-E28
E5	DIGRESSING_20041213.0439-E29
E6	DIGRESSING_20041213.0439-E30
E7	DIGRESSING_20041213.0439-E31
E8	DIGRESSING_20041213.0439-E32
E9	DIGRESSING_20041213.0439-E33
E10	DIGRESSING_20041213.0439-E34
E11	DIGRESSING_20041213.0439-E35
E12	DIGRESSING_20041213.0439-E36
EM1	DIGRESSING_20041213.0439-E12-1
EM20	DIGRESSING_20041213.0439-E12-2
EM21	DIGRESSING_20041213.0439-E1-3
EM22	DIGRESSING_20041213.0439-E2-4
EM23	DIGRESSING_20041213.0439-E31-5
EM105	DIGRESSING_20041213.0439-E17-6
EM24	DIGRESSING_20041213.0439-E3-7
EM25	DIGRESSING_20041213.0439-E4-8
EM26	DIGRESSING_20041213.0439-E4-9
EM27	DIGRESSING_20041213.0439-E34-10
EM28	DIGRESSING_20041213.0439-E5-11
EM29	DIGRESSING_20041213.0439-E5-12
EM30	DIGRESSING_20041213.0439-E5-13
EM31	DIGRESSING_20041213.0439-E5-14
EM32	DIGRESSING_20041213.0439-E5-15
EM33	DIGRESSING_20041213.0439-E5-16
EM34	DIGRESSING_20041213.0439-E5-17
EM35	DIGRESSING_20041213.0439-E5-18
EM37	DIGRESSING_20041213.0439-E5-19
EM38	DIGRESSING_20041213.0439-E5-20
EM39	DIGRESSING_20041213.0439-E5-21
EM40	DIGRESSING_20041213.0439-E5-22
EM41	DIGRESSING_20041213.0439-E6-23
EM42	DIGRESSING_20041213.0439-E5-24
EM43	DIGRESSING_20041213.0439-E6-25
EM44	DIGRESSING_20041213.0439-E6-26
EM45	DIGRESSING_20041213.0439-E6-27
EM46	DIGRESSING_20041213.0439-E34-28
EM47	DIGRESSING_20041213.0439-E34-29
EM48	DIGRESSING_20041213.0439-E34-30
EM49	DIGRESSING_20041213.0439-E6-31
EM50	DIGRESSING_20041213.0439-E7-32
EM51	DIGRESSING_20041213.0439-E8-33
EM52	DIGRESSING_20041213.0439-E9-34
EM53	DIGRESSING_20041213.0439-E10-35
EM54	DIGRESSING_20041213.0439-E26-36
EM55	DIGRESSING_20041213.0439-E26-37
EM56	DIGRESSING_20041213.0439-E26-38
EM57	DIGRESSING_20041213.0439-E26-39
EM58	DIGRESSING_20041213.0439-E26-40
EM60	DIGRESSING_20041213.0439-E11-41
EM61	DIGRESSING_20041213.0439-E11-42
EM62	DIGRESSING_20041213.0439-E11-43
EM63	DIGRESSING_20041213.0439-E11-44
EM64	DIGRESSING_20041213.0439-E11-45
EM65	DIGRESSING_20041213.0439-E11-46
EM66	DIGRESSING_20041213.0439-E11-47
EM67	DIGRESSING_20041213.0439-E11-48
EM68	DIGRESSING_20041213.0439-E11-49
EM69	DIGRESSING_20041213.0439-E11-50
EM70	DIGRESSING_20041213.0439-E13-51
EM71	DIGRESSING_20041213.0439-E14-52
EM72	DIGRESSING_20041213.0439-E14-53
EM73	DIGRESSING_20041213.0439-E14-54
EM74	DIGRESSING_20041213.0439-E15-55
EM75	DIGRESSING_20041213.0439-E32-56
EM76	DIGRESSING_20041213.0439-E16-57
EM106	DIGRESSING_20041213.0439-E26-58
EM78	DIGRESSING_20041213.0439-E17-59
EM79	DIGRESSING_20041213.0439-E17-60
EM80	DIGRESSING_20041213.0439-E28-61
EM81	DIGRESSING_20041213.0439-E28-62
EM82	DIGRESSING_20041213.0439-E18-63
EM83	DIGRESSING_20041213.0439-E18-64
EM84	DIGRESSING_20041213.0439-E16-65
EM85	DIGRESSING_20041213.0439-E16-66
EM86	DIGRESSING_20041213.0439-E16-67
EM87	DIGRESSING_20041213.0439-E20-68
EM88	DIGRESSING_20041213.0439-E19-69
EM89	DIGRESSING_20041213.0439-E16-70
EM90	DIGRESSING_20041213.0439-E21-71
EM91	DIGRESSING_20041213.0439-E21-72
EM92	DIGRESSING_20041213.0439-E22-73
EM93	DIGRESSING_20041213.0439-E32-74
EM94	DIGRESSING_20041213.0439-E32-75
EM95	DIGRESSING_20041213.0439-E23-76
EM96	DIGRESSING_20041213.0439-E16-77
EM97	DIGRESSING_20041213.0439-E16-78
EM98	DIGRESSING_20041213.0439-E16-79
EM99	DIGRESSING_20041213.0439-E24-80
EM100	DIGRESSING_20041213.0439-E25-81
EM101	DIGRESSING_20041213.0439-E16-82
EM102	DIGRESSING_20041213.0439-E16-83
EM103	DIGRESSING_20041213.0439-E26-84
EM2	DIGRESSING_20041213.0439-E12-85
EM104	DIGRESSING_20041213.0439-E27-86
EM107	DIGRESSING_20041213.0439-E11-87
EM3	DIGRESSING_20041213.0439-E12-88
EM4	DIGRESSING_20041213.0439-E12-89
EM5	DIGRESSING_20041213.0439-E12-90
EM6	DIGRESSING_20041213.0439-E12-91
EM7	DIGRESSING_20041213.0439-E12-92
EM8	DIGRESSING_20041213.0439-E26-93
EM9	DIGRESSING_20041213.0439-E27-94
EM10	DIGRESSING_20041213.0439-E29-95
EM11	DIGRESSING_20041213.0439-E30-96
EM12	DIGRESSING_20041213.0439-E30-97
EM13	DIGRESSING_20041213.0439-E31-98
EM14	DIGRESSING_20041213.0439-E33-99
EM15	DIGRESSING_20041213.0439-E34-100
EM16	DIGRESSING_20041213.0439-E35-101
EM17	DIGRESSING_20041213.0439-E36-102
EM18	DIGRESSING_20041213.0439-E26-103
EM19	DIGRESSING_20041213.0439-E28-104
R6	DIGRESSING_20041213.0439-R1
R1	DIGRESSING_20041213.0439-R2
R2	DIGRESSING_20041213.0439-R3
R3	DIGRESSING_20041213.0439-R4
R4	DIGRESSING_20041213.0439-R5
RM6	DIGRESSING_20041213.0439-R1-1
RM1	DIGRESSING_20041213.0439-R2-1
RM2	DIGRESSING_20041213.0439-R3-1
RM3	DIGRESSING_20041213.0439-R4-1
RM4	DIGRESSING_20041213.0439-R5-1
V1	DIGRESSING_20041213.0439-EV1
V2	DIGRESSING_20041213.0439-EV2
V3	DIGRESSING_20041213.0439-EV3
V4	DIGRESSING_20041213.0439-EV4
V5	DIGRESSING_20041213.0439-EV5
V6	DIGRESSING_20041213.0439-EV6
V7	DIGRESSING_20041213.0439-EV7
V8	DIGRESSING_20041213.0439-EV8
VM1	DIGRESSING_20041213.0439-EV1-1
VM2	DIGRESSING_20041213.0439-EV2-1
VM3	DIGRESSING_20041213.0439-EV3-1
VM4	DIGRESSING_20041213.0439-EV4-1
VM5	DIGRESSING_20041213.0439-EV5-1
VM7	DIGRESSING_20041213.0439-EV6-1
VM9	DIGRESSING_20041213.0439-EV7-1
VM10	DIGRESSING_20041213.0439-EV8-1
Q11	DIGRESSING_20041213.0439-T1
Q2	DIGRESSING_20041213.0439-T2
Q3	DIGRESSING_20041213.0439-T3
Q4	DIGRESSING_20041213.0439-T4
Q5	DIGRESSING_20041213.0439-T5
Q6	DIGRESSING_20041213.0439-T6
Q7	DIGRESSING_20041213.0439-V1
Q8	DIGRESSING_20041213.0439-V2
Q9	DIGRESSING_20041213.0439-T7
Q10	DIGRESSING_20041213.0439-V3
QM7	DIGRESSING_20041213.0439-V1-1
QM8	DIGRESSING_20041213.0439-V2-1
QM10	DIGRESSING_20041213.0439-V3-1
