CE12	AFA20001019.1400.0116-CE1
CE13	AFA20001019.1400.0116-CE2
CE14	AFA20001019.1400.0116-CE3
CE16	AFA20001019.1400.0116-CE4
CE15	AFA20001019.1400.0116-CE5
CE22	AFA20001019.1400.0116-CE6
CE1	AFA20001019.1400.0116-CE7
CE21	AFA20001019.1400.0116-CE8
CE17	AFA20001019.1400.0116-CE9
CE18	AFA20001019.1400.0116-CE10
CE19	AFA20001019.1400.0116-CE11
CE20	AFA20001019.1400.0116-CE12
CE2	AFA20001019.1400.0116-CE13
CE3	AFA20001019.1400.0116-CE14
CE4	AFA20001019.1400.0116-CE15
CE5	AFA20001019.1400.0116-CE16
CE6	AFA20001019.1400.0116-CE17
CE7	AFA20001019.1400.0116-CE18
CE8	AFA20001019.1400.0116-CE19
CE9	AFA20001019.1400.0116-CE20
CE10	AFA20001019.1400.0116-CE21
CE11	AFA20001019.1400.0116-CE22
E12	AFA20001019.1400.0116-E1
E13	AFA20001019.1400.0116-E2
E14	AFA20001019.1400.0116-E3
E15	AFA20001019.1400.0116-E4
E32	AFA20001019.1400.0116-E5
E18	AFA20001019.1400.0116-E6
E19	AFA20001019.1400.0116-E7
E22	AFA20001019.1400.0116-E8
E23	AFA20001019.1400.0116-E9
E24	AFA20001019.1400.0116-E10
E25	AFA20001019.1400.0116-E11
E26	AFA20001019.1400.0116-E12
E28	AFA20001019.1400.0116-E13
E1	AFA20001019.1400.0116-E14
E30	AFA20001019.1400.0116-E15
E2	AFA20001019.1400.0116-E16
E3	AFA20001019.1400.0116-E17
E4	AFA20001019.1400.0116-E18
E5	AFA20001019.1400.0116-E19
E6	AFA20001019.1400.0116-E20
E7	AFA20001019.1400.0116-E21
E8	AFA20001019.1400.0116-E22
E9	AFA20001019.1400.0116-E23
E10	AFA20001019.1400.0116-E24
E33	AFA20001019.1400.0116-E25
E11	AFA20001019.1400.0116-E26
EM1	AFA20001019.1400.0116-E14-1
EM18	AFA20001019.1400.0116-E1-2
EM19	AFA20001019.1400.0116-E1-3
EM20	AFA20001019.1400.0116-E18-4
EM21	AFA20001019.1400.0116-E20-5
EM22	AFA20001019.1400.0116-E2-6
EM23	AFA20001019.1400.0116-E3-7
EM24	AFA20001019.1400.0116-E18-8
EM25	AFA20001019.1400.0116-E18-9
EM34	AFA20001019.1400.0116-E18-10
EM27	AFA20001019.1400.0116-E5-11
EM28	AFA20001019.1400.0116-E4-12
EM29	AFA20001019.1400.0116-E18-13
EM30	AFA20001019.1400.0116-E18-14
EM32	AFA20001019.1400.0116-E21-15
EM33	AFA20001019.1400.0116-E21-16
EM35	AFA20001019.1400.0116-E21-17
EM36	AFA20001019.1400.0116-E18-18
EM37	AFA20001019.1400.0116-E18-19
EM45	AFA20001019.1400.0116-E18-20
EM46	AFA20001019.1400.0116-E18-21
EM47	AFA20001019.1400.0116-E18-22
EM50	AFA20001019.1400.0116-E18-23
EM49	AFA20001019.1400.0116-E18-24
EM59	AFA20001019.1400.0116-E18-25
EM60	AFA20001019.1400.0116-E14-26
EM58	AFA20001019.1400.0116-E17-27
EM52	AFA20001019.1400.0116-E6-28
EM51	AFA20001019.1400.0116-E6-29
EM53	AFA20001019.1400.0116-E6-30
EM56	AFA20001019.1400.0116-E7-31
EM54	AFA20001019.1400.0116-E26-32
EM55	AFA20001019.1400.0116-E8-33
EM57	AFA20001019.1400.0116-E6-34
EM44	AFA20001019.1400.0116-E1-35
EM48	AFA20001019.1400.0116-E9-36
EM38	AFA20001019.1400.0116-E10-37
EM39	AFA20001019.1400.0116-E11-38
EM40	AFA20001019.1400.0116-E12-39
EM42	AFA20001019.1400.0116-E13-40
EM43	AFA20001019.1400.0116-E13-41
EM41	AFA20001019.1400.0116-E13-42
EM26	AFA20001019.1400.0116-E15-43
EM2	AFA20001019.1400.0116-E16-44
EM4	AFA20001019.1400.0116-E17-45
EM31	AFA20001019.1400.0116-E25-46
EM3	AFA20001019.1400.0116-E17-47
EM5	AFA20001019.1400.0116-E14-48
EM6	AFA20001019.1400.0116-E18-49
EM7	AFA20001019.1400.0116-E18-50
EM10	AFA20001019.1400.0116-E19-51
EM8	AFA20001019.1400.0116-E20-52
EM9	AFA20001019.1400.0116-E21-53
EM11	AFA20001019.1400.0116-E18-54
EM12	AFA20001019.1400.0116-E22-55
EM13	AFA20001019.1400.0116-E23-56
EM14	AFA20001019.1400.0116-E24-57
EM16	AFA20001019.1400.0116-E26-58
EM15	AFA20001019.1400.0116-E26-59
EM17	AFA20001019.1400.0116-E21-60
R1	AFA20001019.1400.0116-R1
R2	AFA20001019.1400.0116-R2
R4	AFA20001019.1400.0116-R3
R3	AFA20001019.1400.0116-R4
R7	AFA20001019.1400.0116-R5
R8	AFA20001019.1400.0116-R6
R10	AFA20001019.1400.0116-R7
R5	AFA20001019.1400.0116-R8
R6	AFA20001019.1400.0116-R9
R9	AFA20001019.1400.0116-R10
RM3	AFA20001019.1400.0116-R4-1
RM1	AFA20001019.1400.0116-R1-1
RM2	AFA20001019.1400.0116-R2-1
RM4	AFA20001019.1400.0116-R3-1
RM7	AFA20001019.1400.0116-R2-2
RM5	AFA20001019.1400.0116-R8-1
RM8	AFA20001019.1400.0116-R6-1
RM10	AFA20001019.1400.0116-R7-1
RM6	AFA20001019.1400.0116-R9-1
RM9	AFA20001019.1400.0116-R10-1
V2	AFA20001019.1400.0116-EV1
V1	AFA20001019.1400.0116-EV2
V3	AFA20001019.1400.0116-EV3
V4	AFA20001019.1400.0116-EV4
VM2	AFA20001019.1400.0116-EV1-1
VM1	AFA20001019.1400.0116-EV2-1
VM3	AFA20001019.1400.0116-EV3-1
VM4	AFA20001019.1400.0116-EV4-1
Q6	AFA20001019.1400.0116-T1
Q7	AFA20001019.1400.0116-T2
Q1	AFA20001019.1400.0116-T3
Q2	AFA20001019.1400.0116-T4
Q3	AFA20001019.1400.0116-T5
Q4	AFA20001019.1400.0116-T6
Q5	AFA20001019.1400.0116-T7
Q8	AFA20001019.1400.0116-T8
