CE10	AFA20001030.1000.0093-CE1
CE14	AFA20001030.1000.0093-CE2
CE12	AFA20001030.1000.0093-CE3
CE15	AFA20001030.1000.0093-CE4
CE16	AFA20001030.1000.0093-CE5
CE17	AFA20001030.1000.0093-CE6
CE7	AFA20001030.1000.0093-CE7
CE8	AFA20001030.1000.0093-CE8
CE9	AFA20001030.1000.0093-CE9
CE13	AFA20001030.1000.0093-CE10
CE18	AFA20001030.1000.0093-CE11
CE19	AFA20001030.1000.0093-CE12
CE20	AFA20001030.1000.0093-CE13
CE21	AFA20001030.1000.0093-CE14
CE22	AFA20001030.1000.0093-CE15
CE23	AFA20001030.1000.0093-CE16
CE1	AFA20001030.1000.0093-CE17
CE24	AFA20001030.1000.0093-CE18
CE2	AFA20001030.1000.0093-CE19
CE3	AFA20001030.1000.0093-CE20
CE4	AFA20001030.1000.0093-CE21
CE5	AFA20001030.1000.0093-CE22
CE6	AFA20001030.1000.0093-CE23
CE11	AFA20001030.1000.0093-CE24
E14	AFA20001030.1000.0093-E1
E15	AFA20001030.1000.0093-E2
E45	AFA20001030.1000.0093-E3
E16	AFA20001030.1000.0093-E4
E46	AFA20001030.1000.0093-E5
E17	AFA20001030.1000.0093-E6
E47	AFA20001030.1000.0093-E7
E18	AFA20001030.1000.0093-E8
E19	AFA20001030.1000.0093-E9
E48	AFA20001030.1000.0093-E10
E20	AFA20001030.1000.0093-E11
E22	AFA20001030.1000.0093-E12
E23	AFA20001030.1000.0093-E13
E24	AFA20001030.1000.0093-E14
E49	AFA20001030.1000.0093-E15
E25	AFA20001030.1000.0093-E16
E29	AFA20001030.1000.0093-E17
E30	AFA20001030.1000.0093-E18
E31	AFA20001030.1000.0093-E19
E36	AFA20001030.1000.0093-E20
E37	AFA20001030.1000.0093-E21
E39	AFA20001030.1000.0093-E22
E50	AFA20001030.1000.0093-E23
E2	AFA20001030.1000.0093-E24
E3	AFA20001030.1000.0093-E25
E4	AFA20001030.1000.0093-E26
E5	AFA20001030.1000.0093-E27
E6	AFA20001030.1000.0093-E28
E8	AFA20001030.1000.0093-E29
E41	AFA20001030.1000.0093-E30
EM16	AFA20001030.1000.0093-E1-1
EM15	AFA20001030.1000.0093-E1-2
EM18	AFA20001030.1000.0093-E27-3
EM17	AFA20001030.1000.0093-E27-4
EM27	AFA20001030.1000.0093-E3-5
EM21	AFA20001030.1000.0093-E2-6
EM22	AFA20001030.1000.0093-E29-7
EM23	AFA20001030.1000.0093-E29-8
EM11	AFA20001030.1000.0093-E5-9
EM25	AFA20001030.1000.0093-E4-10
EM32	AFA20001030.1000.0093-E7-11
EM28	AFA20001030.1000.0093-E4-12
EM29	AFA20001030.1000.0093-E6-13
EM33	AFA20001030.1000.0093-E9-14
EM30	AFA20001030.1000.0093-E8-15
EM31	AFA20001030.1000.0093-E6-16
EM42	AFA20001030.1000.0093-E9-17
EM58	AFA20001030.1000.0093-E10-18
EM34	AFA20001030.1000.0093-E9-19
EM35	AFA20001030.1000.0093-E29-20
EM8	AFA20001030.1000.0093-E11-21
EM68	AFA20001030.1000.0093-E29-22
EM9	AFA20001030.1000.0093-E29-23
EM41	AFA20001030.1000.0093-E15-24
EM10	AFA20001030.1000.0093-E12-25
EM12	AFA20001030.1000.0093-E29-26
EM13	AFA20001030.1000.0093-E29-27
EM14	AFA20001030.1000.0093-E13-28
EM26	AFA20001030.1000.0093-E14-29
EM37	AFA20001030.1000.0093-E13-30
EM36	AFA20001030.1000.0093-E9-31
EM38	AFA20001030.1000.0093-E13-32
EM39	AFA20001030.1000.0093-E6-33
EM40	AFA20001030.1000.0093-E16-34
EM43	AFA20001030.1000.0093-E17-35
EM44	AFA20001030.1000.0093-E17-36
EM45	AFA20001030.1000.0093-E17-37
EM46	AFA20001030.1000.0093-E29-38
