CE9	ANN20001107.0900.0039-CE1
CE10	ANN20001107.0900.0039-CE2
CE11	ANN20001107.0900.0039-CE3
CE12	ANN20001107.0900.0039-CE4
CE13	ANN20001107.0900.0039-CE5
CE14	ANN20001107.0900.0039-CE6
CE15	ANN20001107.0900.0039-CE7
CE1	ANN20001107.0900.0039-CE8
CE16	ANN20001107.0900.0039-CE9
CE17	ANN20001107.0900.0039-CE10
CE18	ANN20001107.0900.0039-CE11
CE19	ANN20001107.0900.0039-CE12
CE20	ANN20001107.0900.0039-CE13
CE21	ANN20001107.0900.0039-CE14
CE22	ANN20001107.0900.0039-CE15
CE23	ANN20001107.0900.0039-CE16
CE24	ANN20001107.0900.0039-CE17
CE25	ANN20001107.0900.0039-CE18
CE26	ANN20001107.0900.0039-CE19
CE27	ANN20001107.0900.0039-CE20
CE28	ANN20001107.0900.0039-CE21
CE29	ANN20001107.0900.0039-CE22
CE30	ANN20001107.0900.0039-CE23
CE34	ANN20001107.0900.0039-CE24
CE32	ANN20001107.0900.0039-CE25
CE33	ANN20001107.0900.0039-CE26
CE35	ANN20001107.0900.0039-CE27
CE36	ANN20001107.0900.0039-CE28
CE2	ANN20001107.0900.0039-CE29
CE37	ANN20001107.0900.0039-CE30
CE38	ANN20001107.0900.0039-CE31
CE39	ANN20001107.0900.0039-CE32
CE40	ANN20001107.0900.0039-CE33
CE41	ANN20001107.0900.0039-CE34
CE42	ANN20001107.0900.0039-CE35
CE43	ANN20001107.0900.0039-CE36
CE44	ANN20001107.0900.0039-CE37
CE45	ANN20001107.0900.0039-CE38
CE3	ANN20001107.0900.0039-CE39
CE31	ANN20001107.0900.0039-CE40
CE4	ANN20001107.0900.0039-CE41
CE5	ANN20001107.0900.0039-CE42
CE6	ANN20001107.0900.0039-CE43
CE7	ANN20001107.0900.0039-CE44
CE8	ANN20001107.0900.0039-CE45
E10	ANN20001107.0900.0039-E1
E11	ANN20001107.0900.0039-E2
E12	ANN20001107.0900.0039-E3
E13	ANN20001107.0900.0039-E4
E14	ANN20001107.0900.0039-E5
E15	ANN20001107.0900.0039-E6
E16	ANN20001107.0900.0039-E7
E17	ANN20001107.0900.0039-E8
E19	ANN20001107.0900.0039-E9
E20	ANN20001107.0900.0039-E10
