CE13	ALH20001209.0700.0031-CE1
CE2	ALH20001209.0700.0031-CE2
CE14	ALH20001209.0700.0031-CE3
CE1	ALH20001209.0700.0031-CE4
CE19	ALH20001209.0700.0031-CE5
CE20	ALH20001209.0700.0031-CE6
CE33	ALH20001209.0700.0031-CE7
CE32	ALH20001209.0700.0031-CE8
CE25	ALH20001209.0700.0031-CE9
CE26	ALH20001209.0700.0031-CE10
CE5	ALH20001209.0700.0031-CE11
CE12	ALH20001209.0700.0031-CE12
CE4	ALH20001209.0700.0031-CE13
CE15	ALH20001209.0700.0031-CE14
CE10	ALH20001209.0700.0031-CE15
CE16	ALH20001209.0700.0031-CE16
CE17	ALH20001209.0700.0031-CE17
CE18	ALH20001209.0700.0031-CE18
CE21	ALH20001209.0700.0031-CE19
CE22	ALH20001209.0700.0031-CE20
CE23	ALH20001209.0700.0031-CE21
CE24	ALH20001209.0700.0031-CE22
CE28	ALH20001209.0700.0031-CE23
CE29	ALH20001209.0700.0031-CE24
CE30	ALH20001209.0700.0031-CE25
CE31	ALH20001209.0700.0031-CE26
CE34	ALH20001209.0700.0031-CE27
CE35	ALH20001209.0700.0031-CE28
CE7	ALH20001209.0700.0031-CE29
CE11	ALH20001209.0700.0031-CE30
CE27	ALH20001209.0700.0031-CE31
CE3	ALH20001209.0700.0031-CE32
CE6	ALH20001209.0700.0031-CE33
CE8	ALH20001209.0700.0031-CE34
CE9	ALH20001209.0700.0031-CE35
E14	ALH20001209.0700.0031-E1
E16	ALH20001209.0700.0031-E2
E17	ALH20001209.0700.0031-E3
E19	ALH20001209.0700.0031-E4
E21	ALH20001209.0700.0031-E5
E22	ALH20001209.0700.0031-E6
E23	ALH20001209.0700.0031-E7
E25	ALH20001209.0700.0031-E8
E26	ALH20001209.0700.0031-E9
E1	ALH20001209.0700.0031-E10
E27	ALH20001209.0700.0031-E11
E28	ALH20001209.0700.0031-E12
E29	ALH20001209.0700.0031-E13
E31	ALH20001209.0700.0031-E14
E32	ALH20001209.0700.0031-E15
E33	ALH20001209.0700.0031-E16
E34	ALH20001209.0700.0031-E17
E35	ALH20001209.0700.0031-E18
E36	ALH20001209.0700.0031-E19
E37	ALH20001209.0700.0031-E20
E39	ALH20001209.0700.0031-E21
E40	ALH20001209.0700.0031-E22
E41	ALH20001209.0700.0031-E23
E42	ALH20001209.0700.0031-E24
E43	ALH20001209.0700.0031-E25
E44	ALH20001209.0700.0031-E26
E47	ALH20001209.0700.0031-E27
E48	ALH20001209.0700.0031-E28
E49	ALH20001209.0700.0031-E29
E50	ALH20001209.0700.0031-E30
E51	ALH20001209.0700.0031-E31
E52	ALH20001209.0700.0031-E32
E53	ALH20001209.0700.0031-E33
E54	ALH20001209.0700.0031-E34
E55	ALH20001209.0700.0031-E35
E56	ALH20001209.0700.0031-E36
E58	ALH20001209.0700.0031-E37
E60	ALH20001209.0700.0031-E38
E62	ALH20001209.0700.0031-E39
E65	ALH20001209.0700.0031-E40
E66	ALH20001209.0700.0031-E41
E67	ALH20001209.0700.0031-E42
E68	ALH20001209.0700.0031-E43
E69	ALH20001209.0700.0031-E44
E80	ALH20001209.0700.0031-E45
E2	ALH20001209.0700.0031-E46
E81	ALH20001209.0700.0031-E47
E4	ALH20001209.0700.0031-E48
E8	ALH20001209.0700.0031-E49
E11	ALH20001209.0700.0031-E50
E13	ALH20001209.0700.0031-E51
EM2	ALH20001209.0700.0031-E10-1
EM29	ALH20001209.0700.0031-E1-2
EM31	ALH20001209.0700.0031-E1-3
EM26	ALH20001209.0700.0031-E2-4
EM32	ALH20001209.0700.0031-E3-5
EM33	ALH20001209.0700.0031-E4-6
EM34	ALH20001209.0700.0031-E3-7
EM35	ALH20001209.0700.0031-E3-8
EM42	ALH20001209.0700.0031-E10-9
EM43	ALH20001209.0700.0031-E10-10
EM60	ALH20001209.0700.0031-E10-11
EM61	ALH20001209.0700.0031-E10-12
EM62	ALH20001209.0700.0031-E1-13
EM63	ALH20001209.0700.0031-E10-14
EM64	ALH20001209.0700.0031-E5-15
EM65	ALH20001209.0700.0031-E6-16
EM66	ALH20001209.0700.0031-E10-17
EM103	ALH20001209.0700.0031-E10-18
EM102	ALH20001209.0700.0031-E10-19
EM104	ALH20001209.0700.0031-E10-20
EM105	ALH20001209.0700.0031-E10-21
EM106	ALH20001209.0700.0031-E10-22
EM111	ALH20001209.0700.0031-E10-23
EM112	ALH20001209.0700.0031-E10-24
EM114	ALH20001209.0700.0031-E10-25
EM125	ALH20001209.0700.0031-E10-26
EM126	ALH20001209.0700.0031-E10-27
EM127	ALH20001209.0700.0031-E10-28
EM128	ALH20001209.0700.0031-E10-29
EM130	ALH20001209.0700.0031-E10-30
EM133	ALH20001209.0700.0031-E10-31
EM135	ALH20001209.0700.0031-E10-32
EM132	ALH20001209.0700.0031-E10-33
EM138	ALH20001209.0700.0031-E10-34
EM139	ALH20001209.0700.0031-E10-35
EM140	ALH20001209.0700.0031-E10-36
EM141	ALH20001209.0700.0031-E10-37
EM119	ALH20001209.0700.0031-E7-38
EM118	ALH20001209.0700.0031-E7-39
EM120	ALH20001209.0700.0031-E7-40
EM123	ALH20001209.0700.0031-E7-41
EM124	ALH20001209.0700.0031-E7-42
EM117	ALH20001209.0700.0031-E7-43
EM115	ALH20001209.0700.0031-E8-44
EM116	ALH20001209.0700.0031-E9-45
EM86	ALH20001209.0700.0031-E10-46
EM89	ALH20001209.0700.0031-E10-47
EM95	ALH20001209.0700.0031-E10-48
EM98	ALH20001209.0700.0031-E10-49
EM96	ALH20001209.0700.0031-E10-50
EM100	ALH20001209.0700.0031-E10-51
EM101	ALH20001209.0700.0031-E10-52
EM84	ALH20001209.0700.0031-E12-53
EM85	ALH20001209.0700.0031-E11-54
EM83	ALH20001209.0700.0031-E11-55
EM93	ALH20001209.0700.0031-E13-56
EM94	ALH20001209.0700.0031-E13-57
EM87	ALH20001209.0700.0031-E14-58
EM88	ALH20001209.0700.0031-E14-59
EM92	ALH20001209.0700.0031-E15-60
EM91	ALH20001209.0700.0031-E16-61
EM72	ALH20001209.0700.0031-E49-62
EM75	ALH20001209.0700.0031-E17-63
EM7	ALH20001209.0700.0031-E14-64
EM10	ALH20001209.0700.0031-E18-65
EM20	ALH20001209.0700.0031-E19-66
EM37	ALH20001209.0700.0031-E20-67
EM38	ALH20001209.0700.0031-E20-68
EM39	ALH20001209.0700.0031-E20-69
EM18	ALH20001209.0700.0031-E21-70
EM44	ALH20001209.0700.0031-E22-71
EM45	ALH20001209.0700.0031-E23-72
EM46	ALH20001209.0700.0031-E19-73
EM47	ALH20001209.0700.0031-E10-74
EM48	ALH20001209.0700.0031-E49-75
EM51	ALH20001209.0700.0031-E24-76
EM52	ALH20001209.0700.0031-E49-77
EM53	ALH20001209.0700.0031-E49-78
EM54	ALH20001209.0700.0031-E25-79
EM55	ALH20001209.0700.0031-E23-80
EM58	ALH20001209.0700.0031-E10-81
EM59	ALH20001209.0700.0031-E26-82
EM67	ALH20001209.0700.0031-E5-83
EM68	ALH20001209.0700.0031-E28-84
EM69	ALH20001209.0700.0031-E27-85
EM3	ALH20001209.0700.0031-E10-86
EM70	ALH20001209.0700.0031-E30-87
EM71	ALH20001209.0700.0031-E29-88
EM76	ALH20001209.0700.0031-E31-89
EM77	ALH20001209.0700.0031-E31-90
EM78	ALH20001209.0700.0031-E31-91
EM80	ALH20001209.0700.0031-E10-92
EM82	ALH20001209.0700.0031-E10-93
EM81	ALH20001209.0700.0031-E32-94
EM107	ALH20001209.0700.0031-E33-95
EM108	ALH20001209.0700.0031-E34-96
EM109	ALH20001209.0700.0031-E35-97
EM110	ALH20001209.0700.0031-E36-98
EM23	ALH20001209.0700.0031-E41-99
EM121	ALH20001209.0700.0031-E37-100
EM122	ALH20001209.0700.0031-E37-101
EM129	ALH20001209.0700.0031-E38-102
EM136	ALH20001209.0700.0031-E39-103
EM143	ALH20001209.0700.0031-E40-104
EM12	ALH20001209.0700.0031-E41-105
EM13	ALH20001209.0700.0031-E42-106
EM14	ALH20001209.0700.0031-E41-107
EM17	ALH20001209.0700.0031-E41-108
EM19	ALH20001209.0700.0031-E43-109
EM11	ALH20001209.0700.0031-E41-110
EM15	ALH20001209.0700.0031-E51-111
EM56	ALH20001209.0700.0031-E10-112
EM79	ALH20001209.0700.0031-E10-113
EM142	ALH20001209.0700.0031-E41-114
EM5	ALH20001209.0700.0031-E46-115
EM113	ALH20001209.0700.0031-E14-116
EM90	ALH20001209.0700.0031-E45-117
EM50	ALH20001209.0700.0031-E10-118
EM74	ALH20001209.0700.0031-E10-119
EM131	ALH20001209.0700.0031-E49-120
EM57	ALH20001209.0700.0031-E10-121
EM97	ALH20001209.0700.0031-E44-122
EM73	ALH20001209.0700.0031-E49-123
EM49	ALH20001209.0700.0031-E49-124
EM134	ALH20001209.0700.0031-E11-125
EM40	ALH20001209.0700.0031-E10-126
EM41	ALH20001209.0700.0031-E10-127
EM99	ALH20001209.0700.0031-E10-128
EM36	ALH20001209.0700.0031-E20-129
EM137	ALH20001209.0700.0031-E47-130
EM4	ALH20001209.0700.0031-E48-131
EM1	ALH20001209.0700.0031-E10-132
EM6	ALH20001209.0700.0031-E10-133
EM22	ALH20001209.0700.0031-E41-134
EM8	ALH20001209.0700.0031-E49-135
EM9	ALH20001209.0700.0031-E10-136
EM24	ALH20001209.0700.0031-E41-137
EM16	ALH20001209.0700.0031-E51-138
EM21	ALH20001209.0700.0031-E50-139
EM25	ALH20001209.0700.0031-E10-140
EM28	ALH20001209.0700.0031-E10-141
EM27	ALH20001209.0700.0031-E10-142
EM30	ALH20001209.0700.0031-E10-143
R1	ALH20001209.0700.0031-R1
R2	ALH20001209.0700.0031-R2
R3	ALH20001209.0700.0031-R3
R4	ALH20001209.0700.0031-R4
R5	ALH20001209.0700.0031-R5
R6	ALH20001209.0700.0031-R6
R7	ALH20001209.0700.0031-R7
R9	ALH20001209.0700.0031-R8
R10	ALH20001209.0700.0031-R9
R12	ALH20001209.0700.0031-R10
R13	ALH20001209.0700.0031-R11
R14	ALH20001209.0700.0031-R12
R15	ALH20001209.0700.0031-R13
R17	ALH20001209.0700.0031-R14
R18	ALH20001209.0700.0031-R15
R20	ALH20001209.0700.0031-R16
R21	ALH20001209.0700.0031-R17
R22	ALH20001209.0700.0031-R18
R25	ALH20001209.0700.0031-R19
R11	ALH20001209.0700.0031-R20
R16	ALH20001209.0700.0031-R21
R23	ALH20001209.0700.0031-R22
R8	ALH20001209.0700.0031-R23
R19	ALH20001209.0700.0031-R24
R24	ALH20001209.0700.0031-R25
RM1	ALH20001209.0700.0031-R1-1
RM2	ALH20001209.0700.0031-R2-1
RM3	ALH20001209.0700.0031-R3-1
RM4	ALH20001209.0700.0031-R4-1
RM5	ALH20001209.0700.0031-R5-1
RM6	ALH20001209.0700.0031-R6-1
RM7	ALH20001209.0700.0031-R7-1
RM9	ALH20001209.0700.0031-R8-1
RM10	ALH20001209.0700.0031-R9-1
RM12	ALH20001209.0700.0031-R10-1
RM13	ALH20001209.0700.0031-R11-1
RM14	ALH20001209.0700.0031-R7-2
RM15	ALH20001209.0700.0031-R13-1
RM17	ALH20001209.0700.0031-R14-1
RM18	ALH20001209.0700.0031-R15-1
RM20	ALH20001209.0700.0031-R16-1
RM21	ALH20001209.0700.0031-R17-1
RM22	ALH20001209.0700.0031-R18-1
RM25	ALH20001209.0700.0031-R19-1
RM11	ALH20001209.0700.0031-R3-2
RM16	ALH20001209.0700.0031-R3-3
RM23	ALH20001209.0700.0031-R3-4
RM8	ALH20001209.0700.0031-R23-1
RM19	ALH20001209.0700.0031-R24-1
RM24	ALH20001209.0700.0031-R25-1
V1	ALH20001209.0700.0031-EV1
V2	ALH20001209.0700.0031-EV2
V3	ALH20001209.0700.0031-EV3
V4	ALH20001209.0700.0031-EV4
V5	ALH20001209.0700.0031-EV5
V6	ALH20001209.0700.0031-EV6
V7	ALH20001209.0700.0031-EV7
V8	ALH20001209.0700.0031-EV8
V9	ALH20001209.0700.0031-EV9
V12	ALH20001209.0700.0031-EV10
V10	ALH20001209.0700.0031-EV11
V11	ALH20001209.0700.0031-EV12
VM1	ALH20001209.0700.0031-EV1-1
VM2	ALH20001209.0700.0031-EV2-1
VM3	ALH20001209.0700.0031-EV3-1
VM4	ALH20001209.0700.0031-EV4-1
VM5	ALH20001209.0700.0031-EV5-1
VM6	ALH20001209.0700.0031-EV6-1
VM7	ALH20001209.0700.0031-EV7-1
VM8	ALH20001209.0700.0031-EV8-1
VM9	ALH20001209.0700.0031-EV9-1
VM12	ALH20001209.0700.0031-EV10-1
VM10	ALH20001209.0700.0031-EV11-1
VM11	ALH20001209.0700.0031-EV12-1
Q1	ALH20001209.0700.0031-T1
Q2	ALH20001209.0700.0031-T2
Q3	ALH20001209.0700.0031-T3
Q4	ALH20001209.0700.0031-T4
Q5	ALH20001209.0700.0031-T5
Q7	ALH20001209.0700.0031-T6
Q8	ALH20001209.0700.0031-T7
Q9	ALH20001209.0700.0031-T8
Q6	ALH20001209.0700.0031-T9
Q10	ALH20001209.0700.0031-T10
