CE9	ALH20001014.1300.0083-CE1
CE11	ALH20001014.1300.0083-CE2
CE12	ALH20001014.1300.0083-CE3
CE13	ALH20001014.1300.0083-CE4
CE5	ALH20001014.1300.0083-CE5
CE14	ALH20001014.1300.0083-CE6
CE15	ALH20001014.1300.0083-CE7
CE16	ALH20001014.1300.0083-CE8
CE17	ALH20001014.1300.0083-CE9
CE18	ALH20001014.1300.0083-CE10
CE19	ALH20001014.1300.0083-CE11
CE21	ALH20001014.1300.0083-CE12
CE4	ALH20001014.1300.0083-CE13
CE23	ALH20001014.1300.0083-CE14
CE25	ALH20001014.1300.0083-CE15
CE26	ALH20001014.1300.0083-CE16
CE27	ALH20001014.1300.0083-CE17
CE28	ALH20001014.1300.0083-CE18
CE29	ALH20001014.1300.0083-CE19
CE34	ALH20001014.1300.0083-CE20
CE33	ALH20001014.1300.0083-CE21
CE35	ALH20001014.1300.0083-CE22
CE7	ALH20001014.1300.0083-CE23
CE10	ALH20001014.1300.0083-CE24
CE24	ALH20001014.1300.0083-CE25
CE30	ALH20001014.1300.0083-CE26
CE31	ALH20001014.1300.0083-CE27
CE32	ALH20001014.1300.0083-CE28
CE20	ALH20001014.1300.0083-CE29
CE22	ALH20001014.1300.0083-CE30
CE1	ALH20001014.1300.0083-CE31
CE2	ALH20001014.1300.0083-CE32
CE3	ALH20001014.1300.0083-CE33
CE6	ALH20001014.1300.0083-CE34
CE8	ALH20001014.1300.0083-CE35
E12	ALH20001014.1300.0083-E1
E13	ALH20001014.1300.0083-E2
E14	ALH20001014.1300.0083-E3
E15	ALH20001014.1300.0083-E4
E16	ALH20001014.1300.0083-E5
E17	ALH20001014.1300.0083-E6
E18	ALH20001014.1300.0083-E7
E19	ALH20001014.1300.0083-E8
E20	ALH20001014.1300.0083-E9
E21	ALH20001014.1300.0083-E10
E22	ALH20001014.1300.0083-E11
E23	ALH20001014.1300.0083-E12
E25	ALH20001014.1300.0083-E13
E26	ALH20001014.1300.0083-E14
E27	ALH20001014.1300.0083-E15
E28	ALH20001014.1300.0083-E16
E29	ALH20001014.1300.0083-E17
E30	ALH20001014.1300.0083-E18
E31	ALH20001014.1300.0083-E19
E32	ALH20001014.1300.0083-E20
E33	ALH20001014.1300.0083-E21
E36	ALH20001014.1300.0083-E22
E37	ALH20001014.1300.0083-E23
E41	ALH20001014.1300.0083-E24
E43	ALH20001014.1300.0083-E25
E45	ALH20001014.1300.0083-E26
E46	ALH20001014.1300.0083-E27
E48	ALH20001014.1300.0083-E28
E53	ALH20001014.1300.0083-E29
E1	ALH20001014.1300.0083-E30
E2	ALH20001014.1300.0083-E31
E3	ALH20001014.1300.0083-E32
E4	ALH20001014.1300.0083-E33
E5	ALH20001014.1300.0083-E34
E34	ALH20001014.1300.0083-E35
E9	ALH20001014.1300.0083-E36
E10	ALH20001014.1300.0083-E37
E11	ALH20001014.1300.0083-E38
EM16	ALH20001014.1300.0083-E33-1
EM17	ALH20001014.1300.0083-E1-2
EM18	ALH20001014.1300.0083-E38-3
EM19	ALH20001014.1300.0083-E38-4
EM20	ALH20001014.1300.0083-E1-5
EM14	ALH20001014.1300.0083-E38-6
EM22	ALH20001014.1300.0083-E2-7
EM23	ALH20001014.1300.0083-E30-8
EM24	ALH20001014.1300.0083-E30-9
EM25	ALH20001014.1300.0083-E3-10
EM26	ALH20001014.1300.0083-E4-11
EM27	ALH20001014.1300.0083-E5-12
EM28	ALH20001014.1300.0083-E6-13
EM29	ALH20001014.1300.0083-E7-14
EM30	ALH20001014.1300.0083-E8-15
EM31	ALH20001014.1300.0083-E9-16
EM32	ALH20001014.1300.0083-E10-17
EM33	ALH20001014.1300.0083-E30-18
EM34	ALH20001014.1300.0083-E36-19
EM35	ALH20001014.1300.0083-E11-20
EM37	ALH20001014.1300.0083-E11-21
EM40	ALH20001014.1300.0083-E33-22
EM42	ALH20001014.1300.0083-E12-23
EM44	ALH20001014.1300.0083-E33-24
EM48	ALH20001014.1300.0083-E33-25
EM50	ALH20001014.1300.0083-E31-26
EM51	ALH20001014.1300.0083-E31-27
EM47	ALH20001014.1300.0083-E13-28
EM49	ALH20001014.1300.0083-E13-29
EM52	ALH20001014.1300.0083-E13-30
EM58	ALH20001014.1300.0083-E14-31
EM59	ALH20001014.1300.0083-E15-32
EM60	ALH20001014.1300.0083-E16-33
EM61	ALH20001014.1300.0083-E31-34
EM62	ALH20001014.1300.0083-E17-35
EM63	ALH20001014.1300.0083-E18-36
EM69	ALH20001014.1300.0083-E20-37
EM72	ALH20001014.1300.0083-E31-38
EM73	ALH20001014.1300.0083-E19-39
EM70	ALH20001014.1300.0083-E33-40
EM75	ALH20001014.1300.0083-E21-41
EM78	ALH20001014.1300.0083-E33-42
EM79	ALH20001014.1300.0083-E33-43
EM80	ALH20001014.1300.0083-E33-44
EM13	ALH20001014.1300.0083-E22-45
EM81	ALH20001014.1300.0083-E33-46
EM21	ALH20001014.1300.0083-E23-47
EM54	ALH20001014.1300.0083-E24-48
EM64	ALH20001014.1300.0083-E25-49
EM66	ALH20001014.1300.0083-E26-50
EM67	ALH20001014.1300.0083-E27-51
EM38	ALH20001014.1300.0083-E28-52
EM45	ALH20001014.1300.0083-E29-53
EM56	ALH20001014.1300.0083-E33-54
EM7	ALH20001014.1300.0083-E30-55
EM10	ALH20001014.1300.0083-E5-56
EM36	ALH20001014.1300.0083-E33-57
EM74	ALH20001014.1300.0083-E33-58
EM39	ALH20001014.1300.0083-E33-59
EM43	ALH20001014.1300.0083-E1-60
EM71	ALH20001014.1300.0083-E25-61
EM65	ALH20001014.1300.0083-E25-62
EM68	ALH20001014.1300.0083-E25-63
EM76	ALH20001014.1300.0083-E25-64
EM77	ALH20001014.1300.0083-E25-65
EM83	ALH20001014.1300.0083-E25-66
EM82	ALH20001014.1300.0083-E25-67
EM84	ALH20001014.1300.0083-E25-68
EM57	ALH20001014.1300.0083-E24-69
EM55	ALH20001014.1300.0083-E24-70
EM53	ALH20001014.1300.0083-E24-71
EM41	ALH20001014.1300.0083-E33-72
EM46	ALH20001014.1300.0083-E33-73
EM2	ALH20001014.1300.0083-E30-74
EM1	ALH20001014.1300.0083-E30-75
EM3	ALH20001014.1300.0083-E32-76
EM4	ALH20001014.1300.0083-E30-77
EM5	ALH20001014.1300.0083-E33-78
EM6	ALH20001014.1300.0083-E34-79
EM9	ALH20001014.1300.0083-E33-80
EM8	ALH20001014.1300.0083-E35-81
EM11	ALH20001014.1300.0083-E37-82
EM12	ALH20001014.1300.0083-E36-83
EM15	ALH20001014.1300.0083-E1-84
R3	ALH20001014.1300.0083-R1
R4	ALH20001014.1300.0083-R2
R1	ALH20001014.1300.0083-R3
R6	ALH20001014.1300.0083-R4
R7	ALH20001014.1300.0083-R5
R8	ALH20001014.1300.0083-R6
R9	ALH20001014.1300.0083-R7
R10	ALH20001014.1300.0083-R8
R2	ALH20001014.1300.0083-R9
RM4	ALH20001014.1300.0083-R2-1
RM1	ALH20001014.1300.0083-R3-1
RM6	ALH20001014.1300.0083-R4-1
RM7	ALH20001014.1300.0083-R5-1
RM8	ALH20001014.1300.0083-R6-1
RM9	ALH20001014.1300.0083-R7-1
RM10	ALH20001014.1300.0083-R8-1
RM2	ALH20001014.1300.0083-R9-1
RM3	ALH20001014.1300.0083-R5-2
V1	ALH20001014.1300.0083-EV1
V2	ALH20001014.1300.0083-EV2
V4	ALH20001014.1300.0083-EV3
V5	ALH20001014.1300.0083-EV4
V3	ALH20001014.1300.0083-EV5
VM1	ALH20001014.1300.0083-EV1-1
VM2	ALH20001014.1300.0083-EV2-1
VM4	ALH20001014.1300.0083-EV3-1
VM5	ALH20001014.1300.0083-EV4-1
VM3	ALH20001014.1300.0083-EV5-1
Q1	ALH20001014.1300.0083-T1
Q2	ALH20001014.1300.0083-T2
Q3	ALH20001014.1300.0083-T3
Q5	ALH20001014.1300.0083-T4
Q7	ALH20001014.1300.0083-T5
Q4	ALH20001014.1300.0083-T6
Q6	ALH20001014.1300.0083-T7
