CE11	AFA20001229.1000.0032-CE1
CE51	AFA20001229.1000.0032-CE2
CE12	AFA20001229.1000.0032-CE3
CE13	AFA20001229.1000.0032-CE4
CE14	AFA20001229.1000.0032-CE5
CE15	AFA20001229.1000.0032-CE6
CE18	AFA20001229.1000.0032-CE7
CE16	AFA20001229.1000.0032-CE8
CE17	AFA20001229.1000.0032-CE9
CE3	AFA20001229.1000.0032-CE10
CE21	AFA20001229.1000.0032-CE11
CE24	AFA20001229.1000.0032-CE12
CE25	AFA20001229.1000.0032-CE13
CE26	AFA20001229.1000.0032-CE14
CE40	AFA20001229.1000.0032-CE15
CE19	AFA20001229.1000.0032-CE16
CE20	AFA20001229.1000.0032-CE17
CE23	AFA20001229.1000.0032-CE18
CE41	AFA20001229.1000.0032-CE19
CE28	AFA20001229.1000.0032-CE20
CE29	AFA20001229.1000.0032-CE21
CE30	AFA20001229.1000.0032-CE22
CE31	AFA20001229.1000.0032-CE23
CE32	AFA20001229.1000.0032-CE24
CE47	AFA20001229.1000.0032-CE25
CE33	AFA20001229.1000.0032-CE26
CE34	AFA20001229.1000.0032-CE27
CE35	AFA20001229.1000.0032-CE28
CE36	AFA20001229.1000.0032-CE29
CE37	AFA20001229.1000.0032-CE30
CE38	AFA20001229.1000.0032-CE31
CE50	AFA20001229.1000.0032-CE32
CE44	AFA20001229.1000.0032-CE33
CE42	AFA20001229.1000.0032-CE34
CE43	AFA20001229.1000.0032-CE35
CE45	AFA20001229.1000.0032-CE36
CE46	AFA20001229.1000.0032-CE37
CE48	AFA20001229.1000.0032-CE38
CE49	AFA20001229.1000.0032-CE39
CE27	AFA20001229.1000.0032-CE40
CE39	AFA20001229.1000.0032-CE41
CE22	AFA20001229.1000.0032-CE42
CE1	AFA20001229.1000.0032-CE43
CE2	AFA20001229.1000.0032-CE44
CE4	AFA20001229.1000.0032-CE45
CE5	AFA20001229.1000.0032-CE46
CE6	AFA20001229.1000.0032-CE47
CE7	AFA20001229.1000.0032-CE48
CE8	AFA20001229.1000.0032-CE49
CE9	AFA20001229.1000.0032-CE50
CE10	AFA20001229.1000.0032-CE51
E12	AFA20001229.1000.0032-E1
E15	AFA20001229.1000.0032-E2
E16	AFA20001229.1000.0032-E3
E17	AFA20001229.1000.0032-E4
E18	AFA20001229.1000.0032-E5
E19	AFA20001229.1000.0032-E6
E20	AFA20001229.1000.0032-E7
E21	AFA20001229.1000.0032-E8
E33	AFA20001229.1000.0032-E9
E23	AFA20001229.1000.0032-E10
E24	AFA20001229.1000.0032-E11
E25	AFA20001229.1000.0032-E12
E27	AFA20001229.1000.0032-E13
E34	AFA20001229.1000.0032-E14
E28	AFA20001229.1000.0032-E15
E39	AFA20001229.1000.0032-E16
E30	AFA20001229.1000.0032-E17
E40	AFA20001229.1000.0032-E18
E36	AFA20001229.1000.0032-E19
E37	AFA20001229.1000.0032-E20
E38	AFA20001229.1000.0032-E21
E41	AFA20001229.1000.0032-E22
E42	AFA20001229.1000.0032-E23
E43	AFA20001229.1000.0032-E24
E44	AFA20001229.1000.0032-E25
E45	AFA20001229.1000.0032-E26
E47	AFA20001229.1000.0032-E27
E48	AFA20001229.1000.0032-E28
E49	AFA20001229.1000.0032-E29
E56	AFA20001229.1000.0032-E30
E64	AFA20001229.1000.0032-E31
E67	AFA20001229.1000.0032-E32
E69	AFA20001229.1000.0032-E33
E70	AFA20001229.1000.0032-E34
E71	AFA20001229.1000.0032-E35
E72	AFA20001229.1000.0032-E36
E73	AFA20001229.1000.0032-E37
E74	AFA20001229.1000.0032-E38
E75	AFA20001229.1000.0032-E39
E76	AFA20001229.1000.0032-E40
E77	AFA20001229.1000.0032-E41
E78	AFA20001229.1000.0032-E42
E79	AFA20001229.1000.0032-E43
E80	AFA20001229.1000.0032-E44
E81	AFA20001229.1000.0032-E45
E82	AFA20001229.1000.0032-E46
E85	AFA20001229.1000.0032-E47
E1	AFA20001229.1000.0032-E48
E87	AFA20001229.1000.0032-E49
E83	AFA20001229.1000.0032-E50
E2	AFA20001229.1000.0032-E51
E3	AFA20001229.1000.0032-E52
E4	AFA20001229.1000.0032-E53
E5	AFA20001229.1000.0032-E54
E6	AFA20001229.1000.0032-E55
E7	AFA20001229.1000.0032-E56
E8	AFA20001229.1000.0032-E57
E9	AFA20001229.1000.0032-E58
E10	AFA20001229.1000.0032-E59
E11	AFA20001229.1000.0032-E60
E92	AFA20001229.1000.0032-E61
EM21	AFA20001229.1000.0032-E59-1
EM27	AFA20001229.1000.0032-E60-2
EM26	AFA20001229.1000.0032-E60-3
EM28	AFA20001229.1000.0032-E53-4
EM29	AFA20001229.1000.0032-E55-5
EM18	AFA20001229.1000.0032-E55-6
EM19	AFA20001229.1000.0032-E59-7
EM103	AFA20001229.1000.0032-E61-8
EM20	AFA20001229.1000.0032-E2-9
EM22	AFA20001229.1000.0032-E3-10
EM23	AFA20001229.1000.0032-E4-11
EM24	AFA20001229.1000.0032-E5-12
EM25	AFA20001229.1000.0032-E5-13
EM104	AFA20001229.1000.0032-E61-14
EM34	AFA20001229.1000.0032-E55-15
EM35	AFA20001229.1000.0032-E53-16
EM36	AFA20001229.1000.0032-E6-17
EM37	AFA20001229.1000.0032-E59-18
EM38	AFA20001229.1000.0032-E59-19
EM39	AFA20001229.1000.0032-E59-20
EM30	AFA20001229.1000.0032-E7-21
EM43	AFA20001229.1000.0032-E55-22
EM31	AFA20001229.1000.0032-E8-23
EM32	AFA20001229.1000.0032-E7-24
EM3	AFA20001229.1000.0032-E9-25
EM133	AFA20001229.1000.0032-E16-26
EM44	AFA20001229.1000.0032-E10-27
EM45	AFA20001229.1000.0032-E55-28
EM46	AFA20001229.1000.0032-E11-29
EM47	AFA20001229.1000.0032-E55-30
EM40	AFA20001229.1000.0032-E14-31
EM48	AFA20001229.1000.0032-E48-32
EM49	AFA20001229.1000.0032-E48-33
