CE9	ALH20001019.1300.0101-CE1
CE10	ALH20001019.1300.0101-CE2
CE11	ALH20001019.1300.0101-CE3
CE12	ALH20001019.1300.0101-CE4
CE13	ALH20001019.1300.0101-CE5
CE14	ALH20001019.1300.0101-CE6
CE15	ALH20001019.1300.0101-CE7
CE16	ALH20001019.1300.0101-CE8
CE17	ALH20001019.1300.0101-CE9
CE18	ALH20001019.1300.0101-CE10
CE19	ALH20001019.1300.0101-CE11
CE20	ALH20001019.1300.0101-CE12
CE1	ALH20001019.1300.0101-CE13
CE22	ALH20001019.1300.0101-CE14
CE21	ALH20001019.1300.0101-CE15
CE23	ALH20001019.1300.0101-CE16
CE24	ALH20001019.1300.0101-CE17
CE25	ALH20001019.1300.0101-CE18
CE26	ALH20001019.1300.0101-CE19
CE27	ALH20001019.1300.0101-CE20
CE28	ALH20001019.1300.0101-CE21
CE29	ALH20001019.1300.0101-CE22
CE31	ALH20001019.1300.0101-CE23
CE32	ALH20001019.1300.0101-CE24
CE33	ALH20001019.1300.0101-CE25
CE34	ALH20001019.1300.0101-CE26
CE35	ALH20001019.1300.0101-CE27
CE36	ALH20001019.1300.0101-CE28
CE37	ALH20001019.1300.0101-CE29
CE41	ALH20001019.1300.0101-CE30
CE40	ALH20001019.1300.0101-CE31
CE39	ALH20001019.1300.0101-CE32
CE42	ALH20001019.1300.0101-CE33
CE43	ALH20001019.1300.0101-CE34
CE44	ALH20001019.1300.0101-CE35
CE45	ALH20001019.1300.0101-CE36
CE46	ALH20001019.1300.0101-CE37
CE47	ALH20001019.1300.0101-CE38
CE48	ALH20001019.1300.0101-CE39
CE49	ALH20001019.1300.0101-CE40
CE50	ALH20001019.1300.0101-CE41
CE38	ALH20001019.1300.0101-CE42
CE2	ALH20001019.1300.0101-CE43
CE3	ALH20001019.1300.0101-CE44
CE4	ALH20001019.1300.0101-CE45
CE6	ALH20001019.1300.0101-CE46
CE7	ALH20001019.1300.0101-CE47
CE5	ALH20001019.1300.0101-CE48
CE8	ALH20001019.1300.0101-CE49
E16	ALH20001019.1300.0101-E1
E21	ALH20001019.1300.0101-E2
E24	ALH20001019.1300.0101-E3
E25	ALH20001019.1300.0101-E4
E30	ALH20001019.1300.0101-E5
E32	ALH20001019.1300.0101-E6
E33	ALH20001019.1300.0101-E7
E35	ALH20001019.1300.0101-E8
E36	ALH20001019.1300.0101-E9
E37	ALH20001019.1300.0101-E10
E40	ALH20001019.1300.0101-E11
E41	ALH20001019.1300.0101-E12
E1	ALH20001019.1300.0101-E13
E61	ALH20001019.1300.0101-E14
E64	ALH20001019.1300.0101-E15
E71	ALH20001019.1300.0101-E16
