CE8	ALH20001223.1300.0082-CE1
CE9	ALH20001223.1300.0082-CE2
CE10	ALH20001223.1300.0082-CE3
CE11	ALH20001223.1300.0082-CE4
CE12	ALH20001223.1300.0082-CE5
CE13	ALH20001223.1300.0082-CE6
CE2	ALH20001223.1300.0082-CE7
CE3	ALH20001223.1300.0082-CE8
CE4	ALH20001223.1300.0082-CE9
CE1	ALH20001223.1300.0082-CE10
CE5	ALH20001223.1300.0082-CE11
CE6	ALH20001223.1300.0082-CE12
CE7	ALH20001223.1300.0082-CE13
E13	ALH20001223.1300.0082-E1
E14	ALH20001223.1300.0082-E2
E15	ALH20001223.1300.0082-E3
E16	ALH20001223.1300.0082-E4
E17	ALH20001223.1300.0082-E5
E18	ALH20001223.1300.0082-E6
E19	ALH20001223.1300.0082-E7
E22	ALH20001223.1300.0082-E8
E1	ALH20001223.1300.0082-E9
E2	ALH20001223.1300.0082-E10
E3	ALH20001223.1300.0082-E11
E4	ALH20001223.1300.0082-E12
E6	ALH20001223.1300.0082-E13
E7	ALH20001223.1300.0082-E14
E9	ALH20001223.1300.0082-E15
E10	ALH20001223.1300.0082-E16
E11	ALH20001223.1300.0082-E17
EM18	ALH20001223.1300.0082-E14-1
EM19	ALH20001223.1300.0082-E1-2
EM20	ALH20001223.1300.0082-E14-3
EM22	ALH20001223.1300.0082-E14-4
EM21	ALH20001223.1300.0082-E17-5
EM23	ALH20001223.1300.0082-E1-6
EM24	ALH20001223.1300.0082-E2-7
EM25	ALH20001223.1300.0082-E3-8
EM26	ALH20001223.1300.0082-E14-9
EM27	ALH20001223.1300.0082-E14-10
EM28	ALH20001223.1300.0082-E14-11
EM29	ALH20001223.1300.0082-E4-12
EM30	ALH20001223.1300.0082-E5-13
EM31	ALH20001223.1300.0082-E6-14
EM32	ALH20001223.1300.0082-E6-15
EM34	ALH20001223.1300.0082-E7-16
EM33	ALH20001223.1300.0082-E8-17
EM16	ALH20001223.1300.0082-E14-18
EM1	ALH20001223.1300.0082-E9-19
EM2	ALH20001223.1300.0082-E10-20
EM3	ALH20001223.1300.0082-E11-21
EM4	ALH20001223.1300.0082-E11-22
EM6	ALH20001223.1300.0082-E12-23
EM5	ALH20001223.1300.0082-E13-24
EM17	ALH20001223.1300.0082-E17-25
EM8	ALH20001223.1300.0082-E14-26
EM7	ALH20001223.1300.0082-E15-27
EM9	ALH20001223.1300.0082-E14-28
EM10	ALH20001223.1300.0082-E16-29
EM11	ALH20001223.1300.0082-E16-30
EM12	ALH20001223.1300.0082-E16-31
EM13	ALH20001223.1300.0082-E16-32
EM14	ALH20001223.1300.0082-E14-33
EM15	ALH20001223.1300.0082-E11-34
R1	ALH20001223.1300.0082-R1
R2	ALH20001223.1300.0082-R2
R3	ALH20001223.1300.0082-R3
R4	ALH20001223.1300.0082-R4
R5	ALH20001223.1300.0082-R5
R6	ALH20001223.1300.0082-R6
R8	ALH20001223.1300.0082-R7
R9	ALH20001223.1300.0082-R8
R7	ALH20001223.1300.0082-R9
RM1	ALH20001223.1300.0082-R1-1
RM2	ALH20001223.1300.0082-R2-1
RM4	ALH20001223.1300.0082-R3-1
RM7	ALH20001223.1300.0082-R9-1
RM3	ALH20001223.1300.0082-R4-1
RM5	ALH20001223.1300.0082-R3-2
RM6	ALH20001223.1300.0082-R4-2
RM8	ALH20001223.1300.0082-R7-1
RM9	ALH20001223.1300.0082-R8-1
V1	ALH20001223.1300.0082-EV1
V4	ALH20001223.1300.0082-EV2
V2	ALH20001223.1300.0082-EV3
V3	ALH20001223.1300.0082-EV4
V5	ALH20001223.1300.0082-EV5
VM1	ALH20001223.1300.0082-EV1-1
VM4	ALH20001223.1300.0082-EV2-1
VM2	ALH20001223.1300.0082-EV3-1
VM3	ALH20001223.1300.0082-EV4-1
VM5	ALH20001223.1300.0082-EV5-1
Q1	ALH20001223.1300.0082-T1
Q2	ALH20001223.1300.0082-T2
Q3	ALH20001223.1300.0082-T3
Q4	ALH20001223.1300.0082-V1
QM4	ALH20001223.1300.0082-V1-1
