CE8	AFA20001205.1400.0088-CE1
CE9	AFA20001205.1400.0088-CE2
CE10	AFA20001205.1400.0088-CE3
CE12	AFA20001205.1400.0088-CE4
CE13	AFA20001205.1400.0088-CE5
CE14	AFA20001205.1400.0088-CE6
CE15	AFA20001205.1400.0088-CE7
CE16	AFA20001205.1400.0088-CE8
CE11	AFA20001205.1400.0088-CE9
CE1	AFA20001205.1400.0088-CE10
CE2	AFA20001205.1400.0088-CE11
CE3	AFA20001205.1400.0088-CE12
CE17	AFA20001205.1400.0088-CE13
CE4	AFA20001205.1400.0088-CE14
CE5	AFA20001205.1400.0088-CE15
CE6	AFA20001205.1400.0088-CE16
CE7	AFA20001205.1400.0088-CE17
E13	AFA20001205.1400.0088-E1
E15	AFA20001205.1400.0088-E2
E16	AFA20001205.1400.0088-E3
E17	AFA20001205.1400.0088-E4
E18	AFA20001205.1400.0088-E5
E20	AFA20001205.1400.0088-E6
E21	AFA20001205.1400.0088-E7
E22	AFA20001205.1400.0088-E8
E23	AFA20001205.1400.0088-E9
E24	AFA20001205.1400.0088-E10
E25	AFA20001205.1400.0088-E11
E26	AFA20001205.1400.0088-E12
E27	AFA20001205.1400.0088-E13
E28	AFA20001205.1400.0088-E14
E2	AFA20001205.1400.0088-E15
E3	AFA20001205.1400.0088-E16
E5	AFA20001205.1400.0088-E17
E30	AFA20001205.1400.0088-E18
E8	AFA20001205.1400.0088-E19
E9	AFA20001205.1400.0088-E20
E10	AFA20001205.1400.0088-E21
E11	AFA20001205.1400.0088-E22
E12	AFA20001205.1400.0088-E23
EM8	AFA20001205.1400.0088-E23-1
EM11	AFA20001205.1400.0088-E1-2
EM10	AFA20001205.1400.0088-E17-3
EM12	AFA20001205.1400.0088-E16-4
EM13	AFA20001205.1400.0088-E16-5
EM14	AFA20001205.1400.0088-E15-6
EM15	AFA20001205.1400.0088-E22-7
EM16	AFA20001205.1400.0088-E23-8
EM17	AFA20001205.1400.0088-E23-9
EM19	AFA20001205.1400.0088-E20-10
EM20	AFA20001205.1400.0088-E2-11
EM21	AFA20001205.1400.0088-E3-12
EM22	AFA20001205.1400.0088-E4-13
EM23	AFA20001205.1400.0088-E5-14
EM26	AFA20001205.1400.0088-E6-15
EM27	AFA20001205.1400.0088-E7-16
EM28	AFA20001205.1400.0088-E9-17
EM29	AFA20001205.1400.0088-E8-18
EM30	AFA20001205.1400.0088-E23-19
EM31	AFA20001205.1400.0088-E23-20
EM32	AFA20001205.1400.0088-E10-21
EM33	AFA20001205.1400.0088-E20-22
EM34	AFA20001205.1400.0088-E11-23
EM35	AFA20001205.1400.0088-E11-24
EM37	AFA20001205.1400.0088-E12-25
EM36	AFA20001205.1400.0088-E13-26
EM38	AFA20001205.1400.0088-E17-27
EM40	AFA20001205.1400.0088-E17-28
EM41	AFA20001205.1400.0088-E15-29
EM42	AFA20001205.1400.0088-E11-30
EM43	AFA20001205.1400.0088-E20-31
EM24	AFA20001205.1400.0088-E14-32
EM25	AFA20001205.1400.0088-E14-33
EM18	AFA20001205.1400.0088-E20-34
EM1	AFA20001205.1400.0088-E15-35
EM2	AFA20001205.1400.0088-E16-36
EM39	AFA20001205.1400.0088-E18-37
EM3	AFA20001205.1400.0088-E17-38
EM4	AFA20001205.1400.0088-E17-39
EM5	AFA20001205.1400.0088-E19-40
EM6	AFA20001205.1400.0088-E21-41
EM7	AFA20001205.1400.0088-E22-42
EM9	AFA20001205.1400.0088-E23-43
R6	AFA20001205.1400.0088-R1
R8	AFA20001205.1400.0088-R2
R1	AFA20001205.1400.0088-R3
R2	AFA20001205.1400.0088-R4
R3	AFA20001205.1400.0088-R5
R4	AFA20001205.1400.0088-R6
R5	AFA20001205.1400.0088-R7
R7	AFA20001205.1400.0088-R8
RM8	AFA20001205.1400.0088-R2-1
RM1	AFA20001205.1400.0088-R3-1
RM2	AFA20001205.1400.0088-R4-1
RM3	AFA20001205.1400.0088-R5-1
RM4	AFA20001205.1400.0088-R6-1
RM5	AFA20001205.1400.0088-R7-1
RM6	AFA20001205.1400.0088-R8-1
RM7	AFA20001205.1400.0088-R1-1
V1	AFA20001205.1400.0088-EV1
V2	AFA20001205.1400.0088-EV2
V3	AFA20001205.1400.0088-EV3
V4	AFA20001205.1400.0088-EV4
VM1	AFA20001205.1400.0088-EV1-1
VM2	AFA20001205.1400.0088-EV2-1
VM3	AFA20001205.1400.0088-EV3-1
VM4	AFA20001205.1400.0088-EV4-1
Q1	AFA20001205.1400.0088-T1
Q2	AFA20001205.1400.0088-T2
Q3	AFA20001205.1400.0088-T3
Q4	AFA20001205.1400.0088-T4
Q5	AFA20001205.1400.0088-T5
Q6	AFA20001205.1400.0088-T6
Q7	AFA20001205.1400.0088-T7
