CE13	AFA20001119.1000.0087-CE1
CE9	AFA20001119.1000.0087-CE2
CE14	AFA20001119.1000.0087-CE3
CE15	AFA20001119.1000.0087-CE4
CE16	AFA20001119.1000.0087-CE5
CE17	AFA20001119.1000.0087-CE6
CE18	AFA20001119.1000.0087-CE7
CE21	AFA20001119.1000.0087-CE8
CE23	AFA20001119.1000.0087-CE9
CE26	AFA20001119.1000.0087-CE10
CE19	AFA20001119.1000.0087-CE11
CE27	AFA20001119.1000.0087-CE12
CE28	AFA20001119.1000.0087-CE13
CE20	AFA20001119.1000.0087-CE14
CE32	AFA20001119.1000.0087-CE15
CE33	AFA20001119.1000.0087-CE16
CE34	AFA20001119.1000.0087-CE17
CE35	AFA20001119.1000.0087-CE18
CE36	AFA20001119.1000.0087-CE19
CE37	AFA20001119.1000.0087-CE20
CE38	AFA20001119.1000.0087-CE21
CE39	AFA20001119.1000.0087-CE22
CE2	AFA20001119.1000.0087-CE23
CE40	AFA20001119.1000.0087-CE24
CE41	AFA20001119.1000.0087-CE25
CE24	AFA20001119.1000.0087-CE26
CE25	AFA20001119.1000.0087-CE27
CE30	AFA20001119.1000.0087-CE28
CE29	AFA20001119.1000.0087-CE29
CE22	AFA20001119.1000.0087-CE30
CE31	AFA20001119.1000.0087-CE31
CE4	AFA20001119.1000.0087-CE32
CE5	AFA20001119.1000.0087-CE33
CE6	AFA20001119.1000.0087-CE34
CE3	AFA20001119.1000.0087-CE35
CE7	AFA20001119.1000.0087-CE36
CE8	AFA20001119.1000.0087-CE37
CE10	AFA20001119.1000.0087-CE38
CE11	AFA20001119.1000.0087-CE39
CE12	AFA20001119.1000.0087-CE40
CE1	AFA20001119.1000.0087-CE41
E17	AFA20001119.1000.0087-E1
E51	AFA20001119.1000.0087-E2
E19	AFA20001119.1000.0087-E3
E20	AFA20001119.1000.0087-E4
E21	AFA20001119.1000.0087-E5
E22	AFA20001119.1000.0087-E6
E23	AFA20001119.1000.0087-E7
E24	AFA20001119.1000.0087-E8
E25	AFA20001119.1000.0087-E9
E53	AFA20001119.1000.0087-E10
E27	AFA20001119.1000.0087-E11
E28	AFA20001119.1000.0087-E12
E29	AFA20001119.1000.0087-E13
E30	AFA20001119.1000.0087-E14
E31	AFA20001119.1000.0087-E15
E32	AFA20001119.1000.0087-E16
E33	AFA20001119.1000.0087-E17
E55	AFA20001119.1000.0087-E18
E36	AFA20001119.1000.0087-E19
E1	AFA20001119.1000.0087-E20
E39	AFA20001119.1000.0087-E21
E40	AFA20001119.1000.0087-E22
E41	AFA20001119.1000.0087-E23
E42	AFA20001119.1000.0087-E24
E43	AFA20001119.1000.0087-E25
