CE11	AFA20001025.1400.0132-CE1
CE12	AFA20001025.1400.0132-CE2
CE13	AFA20001025.1400.0132-CE3
CE14	AFA20001025.1400.0132-CE4
CE15	AFA20001025.1400.0132-CE5
CE16	AFA20001025.1400.0132-CE6
CE17	AFA20001025.1400.0132-CE7
CE1	AFA20001025.1400.0132-CE8
CE3	AFA20001025.1400.0132-CE9
CE4	AFA20001025.1400.0132-CE10
CE5	AFA20001025.1400.0132-CE11
CE6	AFA20001025.1400.0132-CE12
CE2	AFA20001025.1400.0132-CE13
CE7	AFA20001025.1400.0132-CE14
CE8	AFA20001025.1400.0132-CE15
CE9	AFA20001025.1400.0132-CE16
CE10	AFA20001025.1400.0132-CE17
E15	AFA20001025.1400.0132-E1
E16	AFA20001025.1400.0132-E2
E17	AFA20001025.1400.0132-E3
E19	AFA20001025.1400.0132-E4
E20	AFA20001025.1400.0132-E5
E21	AFA20001025.1400.0132-E6
E22	AFA20001025.1400.0132-E7
E24	AFA20001025.1400.0132-E8
E25	AFA20001025.1400.0132-E9
E1	AFA20001025.1400.0132-E10
E3	AFA20001025.1400.0132-E11
E4	AFA20001025.1400.0132-E12
E5	AFA20001025.1400.0132-E13
E6	AFA20001025.1400.0132-E14
E7	AFA20001025.1400.0132-E15
E8	AFA20001025.1400.0132-E16
E9	AFA20001025.1400.0132-E17
E10	AFA20001025.1400.0132-E18
E11	AFA20001025.1400.0132-E19
E13	AFA20001025.1400.0132-E20
EM1	AFA20001025.1400.0132-E10-1
EM15	AFA20001025.1400.0132-E2-2
EM16	AFA20001025.1400.0132-E3-3
EM17	AFA20001025.1400.0132-E3-4
EM18	AFA20001025.1400.0132-E4-5
EM19	AFA20001025.1400.0132-E5-6
EM20	AFA20001025.1400.0132-E6-7
EM21	AFA20001025.1400.0132-E7-8
EM22	AFA20001025.1400.0132-E12-9
EM23	AFA20001025.1400.0132-E19-10
EM24	AFA20001025.1400.0132-E19-11
EM25	AFA20001025.1400.0132-E19-12
EM26	AFA20001025.1400.0132-E8-13
EM27	AFA20001025.1400.0132-E12-14
EM29	AFA20001025.1400.0132-E12-15
EM31	AFA20001025.1400.0132-E12-16
EM32	AFA20001025.1400.0132-E18-17
EM33	AFA20001025.1400.0132-E12-18
EM34	AFA20001025.1400.0132-E17-19
EM35	AFA20001025.1400.0132-E19-20
EM36	AFA20001025.1400.0132-E19-21
EM37	AFA20001025.1400.0132-E19-22
EM38	AFA20001025.1400.0132-E12-23
EM39	AFA20001025.1400.0132-E12-24
EM40	AFA20001025.1400.0132-E3-25
EM30	AFA20001025.1400.0132-E9-26
EM28	AFA20001025.1400.0132-E12-27
EM2	AFA20001025.1400.0132-E15-28
EM3	AFA20001025.1400.0132-E11-29
EM4	AFA20001025.1400.0132-E12-30
EM5	AFA20001025.1400.0132-E13-31
EM6	AFA20001025.1400.0132-E14-32
EM7	AFA20001025.1400.0132-E16-33
EM8	AFA20001025.1400.0132-E17-34
EM9	AFA20001025.1400.0132-E18-35
EM10	AFA20001025.1400.0132-E19-36
EM11	AFA20001025.1400.0132-E20-37
EM12	AFA20001025.1400.0132-E20-38
EM13	AFA20001025.1400.0132-E14-39
EM14	AFA20001025.1400.0132-E1-40
R1	AFA20001025.1400.0132-R1
R2	AFA20001025.1400.0132-R2
R4	AFA20001025.1400.0132-R3
R5	AFA20001025.1400.0132-R4
R6	AFA20001025.1400.0132-R5
R7	AFA20001025.1400.0132-R6
R8	AFA20001025.1400.0132-R7
R9	AFA20001025.1400.0132-R8
R3	AFA20001025.1400.0132-R9
RM1	AFA20001025.1400.0132-R1-1
RM2	AFA20001025.1400.0132-R2-1
RM4	AFA20001025.1400.0132-R3-1
RM5	AFA20001025.1400.0132-R4-1
RM6	AFA20001025.1400.0132-R5-1
RM7	AFA20001025.1400.0132-R6-1
RM8	AFA20001025.1400.0132-R7-1
RM9	AFA20001025.1400.0132-R8-1
RM3	AFA20001025.1400.0132-R9-1
V1	AFA20001025.1400.0132-EV1
V2	AFA20001025.1400.0132-EV2
V3	AFA20001025.1400.0132-EV3
V4	AFA20001025.1400.0132-EV4
V5	AFA20001025.1400.0132-EV5
VM1	AFA20001025.1400.0132-EV1-1
VM2	AFA20001025.1400.0132-EV2-1
VM3	AFA20001025.1400.0132-EV3-1
VM4	AFA20001025.1400.0132-EV4-1
VM5	AFA20001025.1400.0132-EV5-1
Q4	AFA20001025.1400.0132-T1
Q5	AFA20001025.1400.0132-T2
Q6	AFA20001025.1400.0132-T3
Q1	AFA20001025.1400.0132-T4
Q2	AFA20001025.1400.0132-T5
Q3	AFA20001025.1400.0132-T6
