CE10	ALH20001218.0700.0031-CE1
CE11	ALH20001218.0700.0031-CE2
CE12	ALH20001218.0700.0031-CE3
CE8	ALH20001218.0700.0031-CE4
CE3	ALH20001218.0700.0031-CE5
CE4	ALH20001218.0700.0031-CE6
CE5	ALH20001218.0700.0031-CE7
CE6	ALH20001218.0700.0031-CE8
CE1	ALH20001218.0700.0031-CE9
CE7	ALH20001218.0700.0031-CE10
CE9	ALH20001218.0700.0031-CE11
CE2	ALH20001218.0700.0031-CE12
E12	ALH20001218.0700.0031-E1
E13	ALH20001218.0700.0031-E2
E15	ALH20001218.0700.0031-E3
E16	ALH20001218.0700.0031-E4
E17	ALH20001218.0700.0031-E5
E1	ALH20001218.0700.0031-E6
E2	ALH20001218.0700.0031-E7
E3	ALH20001218.0700.0031-E8
E4	ALH20001218.0700.0031-E9
E5	ALH20001218.0700.0031-E10
E6	ALH20001218.0700.0031-E11
E8	ALH20001218.0700.0031-E12
E9	ALH20001218.0700.0031-E13
E11	ALH20001218.0700.0031-E14
EM1	ALH20001218.0700.0031-E6-1
EM23	ALH20001218.0700.0031-E2-2
EM24	ALH20001218.0700.0031-E8-3
EM25	ALH20001218.0700.0031-E8-4
EM26	ALH20001218.0700.0031-E8-5
EM27	ALH20001218.0700.0031-E8-6
EM29	ALH20001218.0700.0031-E8-7
EM30	ALH20001218.0700.0031-E3-8
EM31	ALH20001218.0700.0031-E8-9
EM11	ALH20001218.0700.0031-E4-10
EM28	ALH20001218.0700.0031-E8-11
EM8	ALH20001218.0700.0031-E5-12
EM2	ALH20001218.0700.0031-E7-13
EM3	ALH20001218.0700.0031-E9-14
EM4	ALH20001218.0700.0031-E8-15
EM7	ALH20001218.0700.0031-E8-16
EM5	ALH20001218.0700.0031-E10-17
EM6	ALH20001218.0700.0031-E10-18
EM9	ALH20001218.0700.0031-E11-19
EM14	ALH20001218.0700.0031-E10-20
EM10	ALH20001218.0700.0031-E12-21
EM12	ALH20001218.0700.0031-E10-22
EM13	ALH20001218.0700.0031-E10-23
EM15	ALH20001218.0700.0031-E12-24
EM16	ALH20001218.0700.0031-E13-25
EM17	ALH20001218.0700.0031-E14-26
EM18	ALH20001218.0700.0031-E8-27
EM19	ALH20001218.0700.0031-E8-28
EM21	ALH20001218.0700.0031-E8-29
EM22	ALH20001218.0700.0031-E8-30
EM20	ALH20001218.0700.0031-E1-31
R1	ALH20001218.0700.0031-R1
R2	ALH20001218.0700.0031-R2
R3	ALH20001218.0700.0031-R3
R4	ALH20001218.0700.0031-R4
R5	ALH20001218.0700.0031-R5
RM1	ALH20001218.0700.0031-R1-1
RM2	ALH20001218.0700.0031-R2-1
RM3	ALH20001218.0700.0031-R3-1
RM4	ALH20001218.0700.0031-R4-1
RM5	ALH20001218.0700.0031-R5-1
V1	ALH20001218.0700.0031-EV1
VM1	ALH20001218.0700.0031-EV1-1
Q1	ALH20001218.0700.0031-T1
Q2	ALH20001218.0700.0031-T2
