CE10	ANN20001120.1500.0090-CE1
CE11	ANN20001120.1500.0090-CE2
CE12	ANN20001120.1500.0090-CE3
CE13	ANN20001120.1500.0090-CE4
CE14	ANN20001120.1500.0090-CE5
CE15	ANN20001120.1500.0090-CE6
CE16	ANN20001120.1500.0090-CE7
CE17	ANN20001120.1500.0090-CE8
CE18	ANN20001120.1500.0090-CE9
CE19	ANN20001120.1500.0090-CE10
CE20	ANN20001120.1500.0090-CE11
CE21	ANN20001120.1500.0090-CE12
CE22	ANN20001120.1500.0090-CE13
CE23	ANN20001120.1500.0090-CE14
CE26	ANN20001120.1500.0090-CE15
CE28	ANN20001120.1500.0090-CE16
CE29	ANN20001120.1500.0090-CE17
CE30	ANN20001120.1500.0090-CE18
CE31	ANN20001120.1500.0090-CE19
CE32	ANN20001120.1500.0090-CE20
CE25	ANN20001120.1500.0090-CE21
CE24	ANN20001120.1500.0090-CE22
CE27	ANN20001120.1500.0090-CE23
CE1	ANN20001120.1500.0090-CE24
CE2	ANN20001120.1500.0090-CE25
CE3	ANN20001120.1500.0090-CE26
CE4	ANN20001120.1500.0090-CE27
CE5	ANN20001120.1500.0090-CE28
CE6	ANN20001120.1500.0090-CE29
CE7	ANN20001120.1500.0090-CE30
CE8	ANN20001120.1500.0090-CE31
CE9	ANN20001120.1500.0090-CE32
E15	ANN20001120.1500.0090-E1
E16	ANN20001120.1500.0090-E2
E17	ANN20001120.1500.0090-E3
E18	ANN20001120.1500.0090-E4
E42	ANN20001120.1500.0090-E5
E20	ANN20001120.1500.0090-E6
E21	ANN20001120.1500.0090-E7
E23	ANN20001120.1500.0090-E8
E43	ANN20001120.1500.0090-E9
E25	ANN20001120.1500.0090-E10
E26	ANN20001120.1500.0090-E11
E27	ANN20001120.1500.0090-E12
E29	ANN20001120.1500.0090-E13
E30	ANN20001120.1500.0090-E14
E31	ANN20001120.1500.0090-E15
E33	ANN20001120.1500.0090-E16
E34	ANN20001120.1500.0090-E17
E35	ANN20001120.1500.0090-E18
E36	ANN20001120.1500.0090-E19
E38	ANN20001120.1500.0090-E20
E39	ANN20001120.1500.0090-E21
E48	ANN20001120.1500.0090-E22
E49	ANN20001120.1500.0090-E23
E50	ANN20001120.1500.0090-E24
E22	ANN20001120.1500.0090-E25
E2	ANN20001120.1500.0090-E26
E3	ANN20001120.1500.0090-E27
E4	ANN20001120.1500.0090-E28
E5	ANN20001120.1500.0090-E29
E6	ANN20001120.1500.0090-E30
E8	ANN20001120.1500.0090-E31
E9	ANN20001120.1500.0090-E32
E10	ANN20001120.1500.0090-E33
E11	ANN20001120.1500.0090-E34
E12	ANN20001120.1500.0090-E35
E13	ANN20001120.1500.0090-E36
E14	ANN20001120.1500.0090-E37
EM16	ANN20001120.1500.0090-E28-1
