CE7	ALH20001229.1300.0055-CE1
CE8	ALH20001229.1300.0055-CE2
CE9	ALH20001229.1300.0055-CE3
CE10	ALH20001229.1300.0055-CE4
CE11	ALH20001229.1300.0055-CE5
CE12	ALH20001229.1300.0055-CE6
CE13	ALH20001229.1300.0055-CE7
CE14	ALH20001229.1300.0055-CE8
CE15	ALH20001229.1300.0055-CE9
CE16	ALH20001229.1300.0055-CE10
CE18	ALH20001229.1300.0055-CE11
CE19	ALH20001229.1300.0055-CE12
CE20	ALH20001229.1300.0055-CE13
CE21	ALH20001229.1300.0055-CE14
CE22	ALH20001229.1300.0055-CE15
CE23	ALH20001229.1300.0055-CE16
CE24	ALH20001229.1300.0055-CE17
CE25	ALH20001229.1300.0055-CE18
CE26	ALH20001229.1300.0055-CE19
CE27	ALH20001229.1300.0055-CE20
CE28	ALH20001229.1300.0055-CE21
CE29	ALH20001229.1300.0055-CE22
CE30	ALH20001229.1300.0055-CE23
CE31	ALH20001229.1300.0055-CE24
CE32	ALH20001229.1300.0055-CE25
CE33	ALH20001229.1300.0055-CE26
CE34	ALH20001229.1300.0055-CE27
CE17	ALH20001229.1300.0055-CE28
CE35	ALH20001229.1300.0055-CE29
CE1	ALH20001229.1300.0055-CE30
CE2	ALH20001229.1300.0055-CE31
CE3	ALH20001229.1300.0055-CE32
CE5	ALH20001229.1300.0055-CE33
CE4	ALH20001229.1300.0055-CE34
CE6	ALH20001229.1300.0055-CE35
E10	ALH20001229.1300.0055-E1
E74	ALH20001229.1300.0055-E2
E12	ALH20001229.1300.0055-E3
E13	ALH20001229.1300.0055-E4
E14	ALH20001229.1300.0055-E5
E15	ALH20001229.1300.0055-E6
E16	ALH20001229.1300.0055-E7
E1	ALH20001229.1300.0055-E8
E19	ALH20001229.1300.0055-E9
E20	ALH20001229.1300.0055-E10
E21	ALH20001229.1300.0055-E11
E22	ALH20001229.1300.0055-E12
E23	ALH20001229.1300.0055-E13
E24	ALH20001229.1300.0055-E14
E26	ALH20001229.1300.0055-E15
E27	ALH20001229.1300.0055-E16
E28	ALH20001229.1300.0055-E17
E29	ALH20001229.1300.0055-E18
E30	ALH20001229.1300.0055-E19
E32	ALH20001229.1300.0055-E20
E33	ALH20001229.1300.0055-E21
E34	ALH20001229.1300.0055-E22
E36	ALH20001229.1300.0055-E23
E37	ALH20001229.1300.0055-E24
E39	ALH20001229.1300.0055-E25
E40	ALH20001229.1300.0055-E26
E41	ALH20001229.1300.0055-E27
E42	ALH20001229.1300.0055-E28
E43	ALH20001229.1300.0055-E29
E44	ALH20001229.1300.0055-E30
E45	ALH20001229.1300.0055-E31
E46	ALH20001229.1300.0055-E32
