CE10	ALH20001016.0700.0036-CE1
CE11	ALH20001016.0700.0036-CE2
CE12	ALH20001016.0700.0036-CE3
CE13	ALH20001016.0700.0036-CE4
CE3	ALH20001016.0700.0036-CE5
CE1	ALH20001016.0700.0036-CE6
CE14	ALH20001016.0700.0036-CE7
CE15	ALH20001016.0700.0036-CE8
CE16	ALH20001016.0700.0036-CE9
CE17	ALH20001016.0700.0036-CE10
CE18	ALH20001016.0700.0036-CE11
CE19	ALH20001016.0700.0036-CE12
CE20	ALH20001016.0700.0036-CE13
CE4	ALH20001016.0700.0036-CE14
CE5	ALH20001016.0700.0036-CE15
CE2	ALH20001016.0700.0036-CE16
CE6	ALH20001016.0700.0036-CE17
CE7	ALH20001016.0700.0036-CE18
CE8	ALH20001016.0700.0036-CE19
CE9	ALH20001016.0700.0036-CE20
E11	ALH20001016.0700.0036-E1
E12	ALH20001016.0700.0036-E2
E13	ALH20001016.0700.0036-E3
E14	ALH20001016.0700.0036-E4
E15	ALH20001016.0700.0036-E5
E17	ALH20001016.0700.0036-E6
E31	ALH20001016.0700.0036-E7
E20	ALH20001016.0700.0036-E8
E21	ALH20001016.0700.0036-E9
E22	ALH20001016.0700.0036-E10
E23	ALH20001016.0700.0036-E11
E24	ALH20001016.0700.0036-E12
E26	ALH20001016.0700.0036-E13
E27	ALH20001016.0700.0036-E14
E28	ALH20001016.0700.0036-E15
E29	ALH20001016.0700.0036-E16
E30	ALH20001016.0700.0036-E17
E2	ALH20001016.0700.0036-E18
E3	ALH20001016.0700.0036-E19
E4	ALH20001016.0700.0036-E20
E6	ALH20001016.0700.0036-E21
E7	ALH20001016.0700.0036-E22
E8	ALH20001016.0700.0036-E23
E9	ALH20001016.0700.0036-E24
E10	ALH20001016.0700.0036-E25
EM2	ALH20001016.0700.0036-E7-1
EM23	ALH20001016.0700.0036-E2-2
EM24	ALH20001016.0700.0036-E3-3
EM26	ALH20001016.0700.0036-E25-4
EM27	ALH20001016.0700.0036-E24-5
EM25	ALH20001016.0700.0036-E24-6
EM28	ALH20001016.0700.0036-E25-7
EM29	ALH20001016.0700.0036-E25-8
EM30	ALH20001016.0700.0036-E5-9
EM31	ALH20001016.0700.0036-E4-10
EM1	ALH20001016.0700.0036-E7-11
EM32	ALH20001016.0700.0036-E6-12
EM36	ALH20001016.0700.0036-E4-13
EM33	ALH20001016.0700.0036-E8-14
EM34	ALH20001016.0700.0036-E24-15
EM35	ALH20001016.0700.0036-E9-16
EM39	ALH20001016.0700.0036-E11-17
EM38	ALH20001016.0700.0036-E10-18
EM40	ALH20001016.0700.0036-E10-19
EM41	ALH20001016.0700.0036-E10-20
EM43	ALH20001016.0700.0036-E12-21
EM44	ALH20001016.0700.0036-E13-22
EM45	ALH20001016.0700.0036-E14-23
EM46	ALH20001016.0700.0036-E25-24
EM47	ALH20001016.0700.0036-E25-25
EM48	ALH20001016.0700.0036-E15-26
EM49	ALH20001016.0700.0036-E16-27
EM50	ALH20001016.0700.0036-E15-28
EM51	ALH20001016.0700.0036-E17-29
EM52	ALH20001016.0700.0036-E9-30
EM37	ALH20001016.0700.0036-E25-31
EM3	ALH20001016.0700.0036-E7-32
EM4	ALH20001016.0700.0036-E7-33
EM5	ALH20001016.0700.0036-E7-34
EM6	ALH20001016.0700.0036-E7-35
EM7	ALH20001016.0700.0036-E18-36
EM8	ALH20001016.0700.0036-E18-37
EM10	ALH20001016.0700.0036-E19-38
EM9	ALH20001016.0700.0036-E20-39
EM11	ALH20001016.0700.0036-E21-40
EM12	ALH20001016.0700.0036-E22-41
EM13	ALH20001016.0700.0036-E23-42
EM14	ALH20001016.0700.0036-E24-43
EM15	ALH20001016.0700.0036-E24-44
EM16	ALH20001016.0700.0036-E24-45
EM17	ALH20001016.0700.0036-E24-46
EM18	ALH20001016.0700.0036-E24-47
EM20	ALH20001016.0700.0036-E24-48
EM19	ALH20001016.0700.0036-E25-49
EM21	ALH20001016.0700.0036-E25-50
EM22	ALH20001016.0700.0036-E1-51
R1	ALH20001016.0700.0036-R1
R2	ALH20001016.0700.0036-R2
R3	ALH20001016.0700.0036-R3
RM1	ALH20001016.0700.0036-R1-1
RM2	ALH20001016.0700.0036-R2-1
RM3	ALH20001016.0700.0036-R3-1
V1	ALH20001016.0700.0036-EV1
V3	ALH20001016.0700.0036-EV2
V2	ALH20001016.0700.0036-EV3
V4	ALH20001016.0700.0036-EV4
V5	ALH20001016.0700.0036-EV5
V6	ALH20001016.0700.0036-EV6
VM1	ALH20001016.0700.0036-EV1-1
VM3	ALH20001016.0700.0036-EV2-1
VM2	ALH20001016.0700.0036-EV3-1
VM4	ALH20001016.0700.0036-EV4-1
VM5	ALH20001016.0700.0036-EV5-1
VM6	ALH20001016.0700.0036-EV6-1
Q1	ALH20001016.0700.0036-T1
Q3	ALH20001016.0700.0036-T2
