CE13	ALH20001201.1300.0071-CE1
CE14	ALH20001201.1300.0071-CE2
CE11	ALH20001201.1300.0071-CE3
CE15	ALH20001201.1300.0071-CE4
CE16	ALH20001201.1300.0071-CE5
CE17	ALH20001201.1300.0071-CE6
CE19	ALH20001201.1300.0071-CE7
CE20	ALH20001201.1300.0071-CE8
CE21	ALH20001201.1300.0071-CE9
CE22	ALH20001201.1300.0071-CE10
CE23	ALH20001201.1300.0071-CE11
CE7	ALH20001201.1300.0071-CE12
CE1	ALH20001201.1300.0071-CE13
CE18	ALH20001201.1300.0071-CE14
CE2	ALH20001201.1300.0071-CE15
CE3	ALH20001201.1300.0071-CE16
CE4	ALH20001201.1300.0071-CE17
CE5	ALH20001201.1300.0071-CE18
CE6	ALH20001201.1300.0071-CE19
CE8	ALH20001201.1300.0071-CE20
CE9	ALH20001201.1300.0071-CE21
CE10	ALH20001201.1300.0071-CE22
CE12	ALH20001201.1300.0071-CE23
E16	ALH20001201.1300.0071-E1
E17	ALH20001201.1300.0071-E2
E19	ALH20001201.1300.0071-E3
E20	ALH20001201.1300.0071-E4
E21	ALH20001201.1300.0071-E5
E22	ALH20001201.1300.0071-E6
E32	ALH20001201.1300.0071-E7
E24	ALH20001201.1300.0071-E8
E25	ALH20001201.1300.0071-E9
E26	ALH20001201.1300.0071-E10
E27	ALH20001201.1300.0071-E11
E28	ALH20001201.1300.0071-E12
E30	ALH20001201.1300.0071-E13
E1	ALH20001201.1300.0071-E14
E34	ALH20001201.1300.0071-E15
E35	ALH20001201.1300.0071-E16
E2	ALH20001201.1300.0071-E17
E3	ALH20001201.1300.0071-E18
E5	ALH20001201.1300.0071-E19
E6	ALH20001201.1300.0071-E20
E7	ALH20001201.1300.0071-E21
E8	ALH20001201.1300.0071-E22
E9	ALH20001201.1300.0071-E23
E10	ALH20001201.1300.0071-E24
E11	ALH20001201.1300.0071-E25
E12	ALH20001201.1300.0071-E26
E31	ALH20001201.1300.0071-E27
E14	ALH20001201.1300.0071-E28
EM1	ALH20001201.1300.0071-E14-1
EM20	ALH20001201.1300.0071-E1-2
EM21	ALH20001201.1300.0071-E2-3
EM22	ALH20001201.1300.0071-E2-4
EM23	ALH20001201.1300.0071-E2-5
EM24	ALH20001201.1300.0071-E14-6
EM25	ALH20001201.1300.0071-E3-7
EM26	ALH20001201.1300.0071-E26-8
EM10	ALH20001201.1300.0071-E7-9
EM27	ALH20001201.1300.0071-E4-10
EM28	ALH20001201.1300.0071-E25-11
EM29	ALH20001201.1300.0071-E26-12
EM30	ALH20001201.1300.0071-E26-13
EM31	ALH20001201.1300.0071-E5-14
EM32	ALH20001201.1300.0071-E6-15
EM35	ALH20001201.1300.0071-E15-16
EM36	ALH20001201.1300.0071-E14-17
EM37	ALH20001201.1300.0071-E8-18
EM38	ALH20001201.1300.0071-E5-19
EM39	ALH20001201.1300.0071-E5-20
EM40	ALH20001201.1300.0071-E9-21
EM41	ALH20001201.1300.0071-E9-22
EM42	ALH20001201.1300.0071-E9-23
EM43	ALH20001201.1300.0071-E10-24
EM44	ALH20001201.1300.0071-E10-25
EM45	ALH20001201.1300.0071-E11-26
EM46	ALH20001201.1300.0071-E11-27
EM47	ALH20001201.1300.0071-E12-28
EM48	ALH20001201.1300.0071-E11-29
EM49	ALH20001201.1300.0071-E11-30
EM50	ALH20001201.1300.0071-E28-31
EM51	ALH20001201.1300.0071-E13-32
EM33	ALH20001201.1300.0071-E6-33
EM16	ALH20001201.1300.0071-E27-34
EM19	ALH20001201.1300.0071-E16-35
EM2	ALH20001201.1300.0071-E17-36
EM3	ALH20001201.1300.0071-E18-37
EM4	ALH20001201.1300.0071-E18-38
EM5	ALH20001201.1300.0071-E20-39
EM6	ALH20001201.1300.0071-E21-40
EM7	ALH20001201.1300.0071-E22-41
EM8	ALH20001201.1300.0071-E23-42
EM9	ALH20001201.1300.0071-E19-43
EM11	ALH20001201.1300.0071-E24-44
EM12	ALH20001201.1300.0071-E14-45
EM13	ALH20001201.1300.0071-E25-46
EM14	ALH20001201.1300.0071-E26-47
EM15	ALH20001201.1300.0071-E26-48
EM17	ALH20001201.1300.0071-E27-49
EM18	ALH20001201.1300.0071-E28-50
R1	ALH20001201.1300.0071-R1
R2	ALH20001201.1300.0071-R2
R4	ALH20001201.1300.0071-R3
R7	ALH20001201.1300.0071-R4
R8	ALH20001201.1300.0071-R5
R9	ALH20001201.1300.0071-R6
R10	ALH20001201.1300.0071-R7
R5	ALH20001201.1300.0071-R8
R6	ALH20001201.1300.0071-R9
RM1	ALH20001201.1300.0071-R1-1
RM2	ALH20001201.1300.0071-R2-1
RM4	ALH20001201.1300.0071-R3-1
RM7	ALH20001201.1300.0071-R4-1
RM8	ALH20001201.1300.0071-R5-1
RM9	ALH20001201.1300.0071-R6-1
RM10	ALH20001201.1300.0071-R7-1
RM5	ALH20001201.1300.0071-R8-1
RM6	ALH20001201.1300.0071-R9-1
V1	ALH20001201.1300.0071-EV1
V2	ALH20001201.1300.0071-EV2
V3	ALH20001201.1300.0071-EV3
V4	ALH20001201.1300.0071-EV4
V5	ALH20001201.1300.0071-EV5
V6	ALH20001201.1300.0071-EV6
V7	ALH20001201.1300.0071-EV7
V8	ALH20001201.1300.0071-EV8
V9	ALH20001201.1300.0071-EV9
V10	ALH20001201.1300.0071-EV10
VM1	ALH20001201.1300.0071-EV1-1
VM2	ALH20001201.1300.0071-EV2-1
VM3	ALH20001201.1300.0071-EV3-1
VM4	ALH20001201.1300.0071-EV4-1
VM5	ALH20001201.1300.0071-EV5-1
VM6	ALH20001201.1300.0071-EV6-1
VM7	ALH20001201.1300.0071-EV7-1
VM8	ALH20001201.1300.0071-EV8-1
VM9	ALH20001201.1300.0071-EV9-1
VM10	ALH20001201.1300.0071-EV10-1
