CE11	AFA20001110.1400.0090-CE1
CE3	AFA20001110.1400.0090-CE2
CE12	AFA20001110.1400.0090-CE3
CE2	AFA20001110.1400.0090-CE4
CE13	AFA20001110.1400.0090-CE5
CE14	AFA20001110.1400.0090-CE6
CE10	AFA20001110.1400.0090-CE7
CE9	AFA20001110.1400.0090-CE8
CE4	AFA20001110.1400.0090-CE9
CE5	AFA20001110.1400.0090-CE10
CE6	AFA20001110.1400.0090-CE11
CE8	AFA20001110.1400.0090-CE12
CE15	AFA20001110.1400.0090-CE13
CE1	AFA20001110.1400.0090-CE14
E11	AFA20001110.1400.0090-E1
E16	AFA20001110.1400.0090-E2
E17	AFA20001110.1400.0090-E3
E19	AFA20001110.1400.0090-E4
E20	AFA20001110.1400.0090-E5
E21	AFA20001110.1400.0090-E6
E22	AFA20001110.1400.0090-E7
E23	AFA20001110.1400.0090-E8
E24	AFA20001110.1400.0090-E9
E25	AFA20001110.1400.0090-E10
E2	AFA20001110.1400.0090-E11
E3	AFA20001110.1400.0090-E12
E4	AFA20001110.1400.0090-E13
E26	AFA20001110.1400.0090-E14
E6	AFA20001110.1400.0090-E15
EM14	AFA20001110.1400.0090-E1-1
EM1	AFA20001110.1400.0090-E2-2
EM16	AFA20001110.1400.0090-E3-3
EM17	AFA20001110.1400.0090-E4-4
EM18	AFA20001110.1400.0090-E5-5
EM19	AFA20001110.1400.0090-E6-6
EM23	AFA20001110.1400.0090-E5-7
EM24	AFA20001110.1400.0090-E5-8
EM13	AFA20001110.1400.0090-E7-9
EM15	AFA20001110.1400.0090-E8-10
EM9	AFA20001110.1400.0090-E9-11
EM6	AFA20001110.1400.0090-E15-12
EM21	AFA20001110.1400.0090-E5-13
EM22	AFA20001110.1400.0090-E5-14
EM20	AFA20001110.1400.0090-E5-15
EM11	AFA20001110.1400.0090-E15-16
EM10	AFA20001110.1400.0090-E10-17
EM2	AFA20001110.1400.0090-E11-18
EM3	AFA20001110.1400.0090-E12-19
EM4	AFA20001110.1400.0090-E13-20
EM5	AFA20001110.1400.0090-E14-21
EM7	AFA20001110.1400.0090-E15-22
EM8	AFA20001110.1400.0090-E15-23
EM12	AFA20001110.1400.0090-E15-24
R1	AFA20001110.1400.0090-R1
R2	AFA20001110.1400.0090-R2
R6	AFA20001110.1400.0090-R3
R4	AFA20001110.1400.0090-R4
RM1	AFA20001110.1400.0090-R1-1
RM2	AFA20001110.1400.0090-R2-1
RM6	AFA20001110.1400.0090-R3-1
RM4	AFA20001110.1400.0090-R4-1
V1	AFA20001110.1400.0090-EV1
V2	AFA20001110.1400.0090-EV2
VM1	AFA20001110.1400.0090-EV1-1
VM2	AFA20001110.1400.0090-EV2-1
Q1	AFA20001110.1400.0090-T1
Q2	AFA20001110.1400.0090-T2
Q3	AFA20001110.1400.0090-T3
Q4	AFA20001110.1400.0090-T4
Q5	AFA20001110.1400.0090-T5
Q6	AFA20001110.1400.0090-T6
Q7	AFA20001110.1400.0090-T7
