CE9	ALH20001107.0700.0027-CE1
CE10	ALH20001107.0700.0027-CE2
CE11	ALH20001107.0700.0027-CE3
CE12	ALH20001107.0700.0027-CE4
CE13	ALH20001107.0700.0027-CE5
CE14	ALH20001107.0700.0027-CE6
CE15	ALH20001107.0700.0027-CE7
CE16	ALH20001107.0700.0027-CE8
CE18	ALH20001107.0700.0027-CE9
CE19	ALH20001107.0700.0027-CE10
CE20	ALH20001107.0700.0027-CE11
CE3	ALH20001107.0700.0027-CE12
CE21	ALH20001107.0700.0027-CE13
CE4	ALH20001107.0700.0027-CE14
CE22	ALH20001107.0700.0027-CE15
CE23	ALH20001107.0700.0027-CE16
CE24	ALH20001107.0700.0027-CE17
CE25	ALH20001107.0700.0027-CE18
CE1	ALH20001107.0700.0027-CE19
CE27	ALH20001107.0700.0027-CE20
CE26	ALH20001107.0700.0027-CE21
CE28	ALH20001107.0700.0027-CE22
CE29	ALH20001107.0700.0027-CE23
CE30	ALH20001107.0700.0027-CE24
CE31	ALH20001107.0700.0027-CE25
CE32	ALH20001107.0700.0027-CE26
CE33	ALH20001107.0700.0027-CE27
CE34	ALH20001107.0700.0027-CE28
CE35	ALH20001107.0700.0027-CE29
CE36	ALH20001107.0700.0027-CE30
CE17	ALH20001107.0700.0027-CE31
CE5	ALH20001107.0700.0027-CE32
CE6	ALH20001107.0700.0027-CE33
CE7	ALH20001107.0700.0027-CE34
CE8	ALH20001107.0700.0027-CE35
E12	ALH20001107.0700.0027-E1
E13	ALH20001107.0700.0027-E2
E14	ALH20001107.0700.0027-E3
E15	ALH20001107.0700.0027-E4
E16	ALH20001107.0700.0027-E5
E17	ALH20001107.0700.0027-E6
E18	ALH20001107.0700.0027-E7
E19	ALH20001107.0700.0027-E8
E20	ALH20001107.0700.0027-E9
E21	ALH20001107.0700.0027-E10
E22	ALH20001107.0700.0027-E11
E23	ALH20001107.0700.0027-E12
E24	ALH20001107.0700.0027-E13
E26	ALH20001107.0700.0027-E14
E27	ALH20001107.0700.0027-E15
E28	ALH20001107.0700.0027-E16
E29	ALH20001107.0700.0027-E17
E30	ALH20001107.0700.0027-E18
E32	ALH20001107.0700.0027-E19
E33	ALH20001107.0700.0027-E20
E35	ALH20001107.0700.0027-E21
E36	ALH20001107.0700.0027-E22
E37	ALH20001107.0700.0027-E23
E38	ALH20001107.0700.0027-E24
E39	ALH20001107.0700.0027-E25
E41	ALH20001107.0700.0027-E26
E42	ALH20001107.0700.0027-E27
E43	ALH20001107.0700.0027-E28
E44	ALH20001107.0700.0027-E29
E45	ALH20001107.0700.0027-E30
E46	ALH20001107.0700.0027-E31
E47	ALH20001107.0700.0027-E32
E48	ALH20001107.0700.0027-E33
E49	ALH20001107.0700.0027-E34
E50	ALH20001107.0700.0027-E35
E51	ALH20001107.0700.0027-E36
E53	ALH20001107.0700.0027-E37
E54	ALH20001107.0700.0027-E38
E62	ALH20001107.0700.0027-E39
E55	ALH20001107.0700.0027-E40
E56	ALH20001107.0700.0027-E41
E57	ALH20001107.0700.0027-E42
E58	ALH20001107.0700.0027-E43
E59	ALH20001107.0700.0027-E44
E60	ALH20001107.0700.0027-E45
E63	ALH20001107.0700.0027-E46
E64	ALH20001107.0700.0027-E47
E1	ALH20001107.0700.0027-E48
E2	ALH20001107.0700.0027-E49
E3	ALH20001107.0700.0027-E50
E4	ALH20001107.0700.0027-E51
E5	ALH20001107.0700.0027-E52
E6	ALH20001107.0700.0027-E53
E7	ALH20001107.0700.0027-E54
E8	ALH20001107.0700.0027-E55
EM16	ALH20001107.0700.0027-E51-1
EM17	ALH20001107.0700.0027-E1-2
