CE14	ALH20001016.0700.0041-CE1
CE13	ALH20001016.0700.0041-CE2
CE10	ALH20001016.0700.0041-CE3
CE12	ALH20001016.0700.0041-CE4
CE2	ALH20001016.0700.0041-CE5
CE3	ALH20001016.0700.0041-CE6
CE4	ALH20001016.0700.0041-CE7
CE5	ALH20001016.0700.0041-CE8
CE6	ALH20001016.0700.0041-CE9
CE7	ALH20001016.0700.0041-CE10
CE8	ALH20001016.0700.0041-CE11
CE1	ALH20001016.0700.0041-CE12
CE9	ALH20001016.0700.0041-CE13
CE11	ALH20001016.0700.0041-CE14
E25	ALH20001016.0700.0041-E1
E18	ALH20001016.0700.0041-E2
E19	ALH20001016.0700.0041-E3
E24	ALH20001016.0700.0041-E4
E20	ALH20001016.0700.0041-E5
E2	ALH20001016.0700.0041-E6
E3	ALH20001016.0700.0041-E7
E4	ALH20001016.0700.0041-E8
E21	ALH20001016.0700.0041-E9
E6	ALH20001016.0700.0041-E10
E7	ALH20001016.0700.0041-E11
E8	ALH20001016.0700.0041-E12
E9	ALH20001016.0700.0041-E13
E12	ALH20001016.0700.0041-E14
E13	ALH20001016.0700.0041-E15
E14	ALH20001016.0700.0041-E16
E15	ALH20001016.0700.0041-E17
E22	ALH20001016.0700.0041-E18
EM5	ALH20001016.0700.0041-E5-1
EM16	ALH20001016.0700.0041-E16-2
EM17	ALH20001016.0700.0041-E8-3
EM43	ALH20001016.0700.0041-E1-4
EM19	ALH20001016.0700.0041-E2-5
EM20	ALH20001016.0700.0041-E6-6
EM21	ALH20001016.0700.0041-E6-7
EM22	ALH20001016.0700.0041-E6-8
EM23	ALH20001016.0700.0041-E8-9
EM24	ALH20001016.0700.0041-E16-10
EM25	ALH20001016.0700.0041-E16-11
EM26	ALH20001016.0700.0041-E16-12
EM27	ALH20001016.0700.0041-E8-13
EM28	ALH20001016.0700.0041-E8-14
EM29	ALH20001016.0700.0041-E9-15
EM30	ALH20001016.0700.0041-E16-16
EM32	ALH20001016.0700.0041-E3-17
EM33	ALH20001016.0700.0041-E8-18
EM34	ALH20001016.0700.0041-E8-19
EM35	ALH20001016.0700.0041-E8-20
EM36	ALH20001016.0700.0041-E16-21
EM37	ALH20001016.0700.0041-E8-22
EM38	ALH20001016.0700.0041-E16-23
EM39	ALH20001016.0700.0041-E18-24
EM40	ALH20001016.0700.0041-E16-25
EM41	ALH20001016.0700.0041-E10-26
EM31	ALH20001016.0700.0041-E4-27
EM1	ALH20001016.0700.0041-E6-28
EM2	ALH20001016.0700.0041-E7-29
EM3	ALH20001016.0700.0041-E8-30
EM4	ALH20001016.0700.0041-E8-31
EM9	ALH20001016.0700.0041-E9-32
EM6	ALH20001016.0700.0041-E11-33
EM7	ALH20001016.0700.0041-E12-34
EM8	ALH20001016.0700.0041-E13-35
EM15	ALH20001016.0700.0041-E18-36
EM10	ALH20001016.0700.0041-E14-37
EM11	ALH20001016.0700.0041-E15-38
EM12	ALH20001016.0700.0041-E17-39
EM13	ALH20001016.0700.0041-E16-40
EM14	ALH20001016.0700.0041-E15-41
R1	ALH20001016.0700.0041-R1
R2	ALH20001016.0700.0041-R2
R4	ALH20001016.0700.0041-R3
R3	ALH20001016.0700.0041-R4
R5	ALH20001016.0700.0041-R5
RM1	ALH20001016.0700.0041-R1-1
RM2	ALH20001016.0700.0041-R2-1
RM3	ALH20001016.0700.0041-R4-1
RM4	ALH20001016.0700.0041-R3-1
RM5	ALH20001016.0700.0041-R5-1
V2	ALH20001016.0700.0041-EV1
V3	ALH20001016.0700.0041-EV2
VM2	ALH20001016.0700.0041-EV1-1
VM3	ALH20001016.0700.0041-EV2-1
Q1	ALH20001016.0700.0041-T1
Q2	ALH20001016.0700.0041-T2
