CE3	ALH20001112.1300.0062-CE1
CE4	ALH20001112.1300.0062-CE2
CE2	ALH20001112.1300.0062-CE3
CE6	ALH20001112.1300.0062-CE4
CE7	ALH20001112.1300.0062-CE5
CE8	ALH20001112.1300.0062-CE6
CE9	ALH20001112.1300.0062-CE7
CE1	ALH20001112.1300.0062-CE8
CE5	ALH20001112.1300.0062-CE9
CE10	ALH20001112.1300.0062-CE10
E17	ALH20001112.1300.0062-E1
E18	ALH20001112.1300.0062-E2
E1	ALH20001112.1300.0062-E3
E2	ALH20001112.1300.0062-E4
E19	ALH20001112.1300.0062-E5
E5	ALH20001112.1300.0062-E6
E6	ALH20001112.1300.0062-E7
E7	ALH20001112.1300.0062-E8
E8	ALH20001112.1300.0062-E9
E9	ALH20001112.1300.0062-E10
E14	ALH20001112.1300.0062-E11
E15	ALH20001112.1300.0062-E12
E16	ALH20001112.1300.0062-E13
EM1	ALH20001112.1300.0062-E3-1
EM15	ALH20001112.1300.0062-E7-2
EM16	ALH20001112.1300.0062-E9-3
EM17	ALH20001112.1300.0062-E1-4
EM18	ALH20001112.1300.0062-E2-5
EM19	ALH20001112.1300.0062-E6-6
EM20	ALH20001112.1300.0062-E9-7
EM21	ALH20001112.1300.0062-E9-8
EM2	ALH20001112.1300.0062-E4-9
EM3	ALH20001112.1300.0062-E5-10
EM5	ALH20001112.1300.0062-E6-11
EM6	ALH20001112.1300.0062-E7-12
EM7	ALH20001112.1300.0062-E7-13
EM8	ALH20001112.1300.0062-E8-14
EM9	ALH20001112.1300.0062-E9-15
EM10	ALH20001112.1300.0062-E10-16
EM11	ALH20001112.1300.0062-E11-17
EM12	ALH20001112.1300.0062-E12-18
EM13	ALH20001112.1300.0062-E13-19
EM14	ALH20001112.1300.0062-E7-20
R1	ALH20001112.1300.0062-R1
RM1	ALH20001112.1300.0062-R1-1
Q1	ALH20001112.1300.0062-T1
Q2	ALH20001112.1300.0062-T2
Q4	ALH20001112.1300.0062-T3
Q5	ALH20001112.1300.0062-T4
Q3	ALH20001112.1300.0062-T5
