CE11	AFA20001209.1000.0062-CE1
CE13	AFA20001209.1000.0062-CE2
CE15	AFA20001209.1000.0062-CE3
CE16	AFA20001209.1000.0062-CE4
CE17	AFA20001209.1000.0062-CE5
CE18	AFA20001209.1000.0062-CE6
CE19	AFA20001209.1000.0062-CE7
CE21	AFA20001209.1000.0062-CE8
CE22	AFA20001209.1000.0062-CE9
CE24	AFA20001209.1000.0062-CE10
CE25	AFA20001209.1000.0062-CE11
CE23	AFA20001209.1000.0062-CE12
CE26	AFA20001209.1000.0062-CE13
CE27	AFA20001209.1000.0062-CE14
CE29	AFA20001209.1000.0062-CE15
CE30	AFA20001209.1000.0062-CE16
CE31	AFA20001209.1000.0062-CE17
CE32	AFA20001209.1000.0062-CE18
CE2	AFA20001209.1000.0062-CE19
CE33	AFA20001209.1000.0062-CE20
CE14	AFA20001209.1000.0062-CE21
CE34	AFA20001209.1000.0062-CE22
CE35	AFA20001209.1000.0062-CE23
CE36	AFA20001209.1000.0062-CE24
CE20	AFA20001209.1000.0062-CE25
CE28	AFA20001209.1000.0062-CE26
CE7	AFA20001209.1000.0062-CE27
CE12	AFA20001209.1000.0062-CE28
CE37	AFA20001209.1000.0062-CE29
CE3	AFA20001209.1000.0062-CE30
CE4	AFA20001209.1000.0062-CE31
CE5	AFA20001209.1000.0062-CE32
CE6	AFA20001209.1000.0062-CE33
CE8	AFA20001209.1000.0062-CE34
CE9	AFA20001209.1000.0062-CE35
CE1	AFA20001209.1000.0062-CE36
CE10	AFA20001209.1000.0062-CE37
E11	AFA20001209.1000.0062-E1
E14	AFA20001209.1000.0062-E2
E15	AFA20001209.1000.0062-E3
E16	AFA20001209.1000.0062-E4
E17	AFA20001209.1000.0062-E5
E18	AFA20001209.1000.0062-E6
E20	AFA20001209.1000.0062-E7
E21	AFA20001209.1000.0062-E8
E22	AFA20001209.1000.0062-E9
E23	AFA20001209.1000.0062-E10
E24	AFA20001209.1000.0062-E11
E26	AFA20001209.1000.0062-E12
E27	AFA20001209.1000.0062-E13
E28	AFA20001209.1000.0062-E14
E29	AFA20001209.1000.0062-E15
E30	AFA20001209.1000.0062-E16
E31	AFA20001209.1000.0062-E17
E32	AFA20001209.1000.0062-E18
E33	AFA20001209.1000.0062-E19
E34	AFA20001209.1000.0062-E20
E35	AFA20001209.1000.0062-E21
E37	AFA20001209.1000.0062-E22
E38	AFA20001209.1000.0062-E23
E46	AFA20001209.1000.0062-E24
E41	AFA20001209.1000.0062-E25
E42	AFA20001209.1000.0062-E26
E43	AFA20001209.1000.0062-E27
E47	AFA20001209.1000.0062-E28
E48	AFA20001209.1000.0062-E29
E51	AFA20001209.1000.0062-E30
E52	AFA20001209.1000.0062-E31
E53	AFA20001209.1000.0062-E32
E55	AFA20001209.1000.0062-E33
E56	AFA20001209.1000.0062-E34
E1	AFA20001209.1000.0062-E35
E2	AFA20001209.1000.0062-E36
E3	AFA20001209.1000.0062-E37
E5	AFA20001209.1000.0062-E38
E6	AFA20001209.1000.0062-E39
E7	AFA20001209.1000.0062-E40
E9	AFA20001209.1000.0062-E41
E10	AFA20001209.1000.0062-E42
E54	AFA20001209.1000.0062-E43
EM18	AFA20001209.1000.0062-E1-1
EM19	AFA20001209.1000.0062-E35-2
EM17	AFA20001209.1000.0062-E1-3
EM84	AFA20001209.1000.0062-E16-4
EM85	AFA20001209.1000.0062-E38-5
EM26	AFA20001209.1000.0062-E2-6
EM27	AFA20001209.1000.0062-E3-7
EM32	AFA20001209.1000.0062-E4-8
EM34	AFA20001209.1000.0062-E5-9
EM36	AFA20001209.1000.0062-E35-10
EM35	AFA20001209.1000.0062-E6-11
EM38	AFA20001209.1000.0062-E7-12
EM39	AFA20001209.1000.0062-E7-13
EM41	AFA20001209.1000.0062-E7-14
EM42	AFA20001209.1000.0062-E8-15
EM40	AFA20001209.1000.0062-E8-16
EM43	AFA20001209.1000.0062-E4-17
EM44	AFA20001209.1000.0062-E4-18
EM45	AFA20001209.1000.0062-E9-19
EM47	AFA20001209.1000.0062-E10-20
EM48	AFA20001209.1000.0062-E10-21
EM49	AFA20001209.1000.0062-E11-22
EM51	AFA20001209.1000.0062-E12-23
EM52	AFA20001209.1000.0062-E13-24
EM50	AFA20001209.1000.0062-E14-25
EM53	AFA20001209.1000.0062-E15-26
EM54	AFA20001209.1000.0062-E4-27
EM55	AFA20001209.1000.0062-E14-28
EM56	AFA20001209.1000.0062-E15-29
EM58	AFA20001209.1000.0062-E16-30
EM59	AFA20001209.1000.0062-E17-31
EM61	AFA20001209.1000.0062-E16-32
EM64	AFA20001209.1000.0062-E18-33
EM65	AFA20001209.1000.0062-E19-34
EM67	AFA20001209.1000.0062-E20-35
EM69	AFA20001209.1000.0062-E21-36
EM70	AFA20001209.1000.0062-E22-37
EM71	AFA20001209.1000.0062-E21-38
EM72	AFA20001209.1000.0062-E23-39
EM73	AFA20001209.1000.0062-E21-40
EM28	AFA20001209.1000.0062-E24-41
EM46	AFA20001209.1000.0062-E28-42
EM74	AFA20001209.1000.0062-E25-43
EM75	AFA20001209.1000.0062-E25-44
EM76	AFA20001209.1000.0062-E26-45
EM77	AFA20001209.1000.0062-E27-46
EM78	AFA20001209.1000.0062-E27-47
EM63	AFA20001209.1000.0062-E29-48
EM68	AFA20001209.1000.0062-E20-49
EM4	AFA20001209.1000.0062-E30-50
EM1	AFA20001209.1000.0062-E35-51
EM5	AFA20001209.1000.0062-E38-52
EM29	AFA20001209.1000.0062-E38-53
EM16	AFA20001209.1000.0062-E38-54
EM7	AFA20001209.1000.0062-E38-55
EM31	AFA20001209.1000.0062-E38-56
EM30	AFA20001209.1000.0062-E38-57
EM6	AFA20001209.1000.0062-E31-58
EM20	AFA20001209.1000.0062-E31-59
EM21	AFA20001209.1000.0062-E31-60
EM22	AFA20001209.1000.0062-E38-61
EM23	AFA20001209.1000.0062-E31-62
EM24	AFA20001209.1000.0062-E31-63
EM25	AFA20001209.1000.0062-E32-64
EM80	AFA20001209.1000.0062-E34-65
EM81	AFA20001209.1000.0062-E4-66
EM60	AFA20001209.1000.0062-E31-67
EM79	AFA20001209.1000.0062-E33-68
EM2	AFA20001209.1000.0062-E36-69
EM3	AFA20001209.1000.0062-E37-70
EM83	AFA20001209.1000.0062-E16-71
EM37	AFA20001209.1000.0062-E4-72
EM62	AFA20001209.1000.0062-E43-73
EM8	AFA20001209.1000.0062-E39-74
EM9	AFA20001209.1000.0062-E35-75
EM10	AFA20001209.1000.0062-E40-76
EM11	AFA20001209.1000.0062-E35-77
EM12	AFA20001209.1000.0062-E41-78
EM13	AFA20001209.1000.0062-E37-79
EM14	AFA20001209.1000.0062-E42-80
EM15	AFA20001209.1000.0062-E40-81
R1	AFA20001209.1000.0062-R1
R2	AFA20001209.1000.0062-R2
R4	AFA20001209.1000.0062-R3
R6	AFA20001209.1000.0062-R4
R18	AFA20001209.1000.0062-R5
R11	AFA20001209.1000.0062-R6
R14	AFA20001209.1000.0062-R7
R15	AFA20001209.1000.0062-R8
R16	AFA20001209.1000.0062-R9
R8	AFA20001209.1000.0062-R10
R5	AFA20001209.1000.0062-R11
R9	AFA20001209.1000.0062-R12
R10	AFA20001209.1000.0062-R13
R12	AFA20001209.1000.0062-R14
R13	AFA20001209.1000.0062-R15
R17	AFA20001209.1000.0062-R16
RM1	AFA20001209.1000.0062-R1-1
RM2	AFA20001209.1000.0062-R2-1
RM4	AFA20001209.1000.0062-R3-1
RM6	AFA20001209.1000.0062-R4-1
RM18	AFA20001209.1000.0062-R5-1
RM11	AFA20001209.1000.0062-R6-1
RM14	AFA20001209.1000.0062-R7-1
RM15	AFA20001209.1000.0062-R8-1
RM16	AFA20001209.1000.0062-R9-1
RM8	AFA20001209.1000.0062-R10-1
RM5	AFA20001209.1000.0062-R11-1
RM9	AFA20001209.1000.0062-R12-1
RM10	AFA20001209.1000.0062-R13-1
RM12	AFA20001209.1000.0062-R14-1
RM13	AFA20001209.1000.0062-R15-1
RM17	AFA20001209.1000.0062-R16-1
V1	AFA20001209.1000.0062-EV1
V5	AFA20001209.1000.0062-EV2
V6	AFA20001209.1000.0062-EV3
V2	AFA20001209.1000.0062-EV4
V3	AFA20001209.1000.0062-EV5
V4	AFA20001209.1000.0062-EV6
V8	AFA20001209.1000.0062-EV7
V7	AFA20001209.1000.0062-EV8
VM1	AFA20001209.1000.0062-EV1-1
VM5	AFA20001209.1000.0062-EV2-1
VM6	AFA20001209.1000.0062-EV3-1
VM2	AFA20001209.1000.0062-EV4-1
VM8	AFA20001209.1000.0062-EV7-1
VM3	AFA20001209.1000.0062-EV5-1
VM4	AFA20001209.1000.0062-EV6-1
VM7	AFA20001209.1000.0062-EV8-1
Q1	AFA20001209.1000.0062-T1
Q2	AFA20001209.1000.0062-T2
Q3	AFA20001209.1000.0062-T3
Q4	AFA20001209.1000.0062-T4
Q5	AFA20001209.1000.0062-T5
Q6	AFA20001209.1000.0062-T6
