CE10	ALH20001015.0100.0018-CE1
CE29	ALH20001015.0100.0018-CE2
CE11	ALH20001015.0100.0018-CE3
CE13	ALH20001015.0100.0018-CE4
CE14	ALH20001015.0100.0018-CE5
CE15	ALH20001015.0100.0018-CE6
CE16	ALH20001015.0100.0018-CE7
CE17	ALH20001015.0100.0018-CE8
CE18	ALH20001015.0100.0018-CE9
CE20	ALH20001015.0100.0018-CE10
CE21	ALH20001015.0100.0018-CE11
CE22	ALH20001015.0100.0018-CE12
CE24	ALH20001015.0100.0018-CE13
CE25	ALH20001015.0100.0018-CE14
CE26	ALH20001015.0100.0018-CE15
CE27	ALH20001015.0100.0018-CE16
CE28	ALH20001015.0100.0018-CE17
CE30	ALH20001015.0100.0018-CE18
CE2	ALH20001015.0100.0018-CE19
CE32	ALH20001015.0100.0018-CE20
CE33	ALH20001015.0100.0018-CE21
CE34	ALH20001015.0100.0018-CE22
CE35	ALH20001015.0100.0018-CE23
CE36	ALH20001015.0100.0018-CE24
CE37	ALH20001015.0100.0018-CE25
CE38	ALH20001015.0100.0018-CE26
CE39	ALH20001015.0100.0018-CE27
CE41	ALH20001015.0100.0018-CE28
CE42	ALH20001015.0100.0018-CE29
CE43	ALH20001015.0100.0018-CE30
CE45	ALH20001015.0100.0018-CE31
CE46	ALH20001015.0100.0018-CE32
CE47	ALH20001015.0100.0018-CE33
CE48	ALH20001015.0100.0018-CE34
CE3	ALH20001015.0100.0018-CE35
CE19	ALH20001015.0100.0018-CE36
CE49	ALH20001015.0100.0018-CE37
CE50	ALH20001015.0100.0018-CE38
CE52	ALH20001015.0100.0018-CE39
CE53	ALH20001015.0100.0018-CE40
CE54	ALH20001015.0100.0018-CE41
CE1	ALH20001015.0100.0018-CE42
CE12	ALH20001015.0100.0018-CE43
CE55	ALH20001015.0100.0018-CE44
CE57	ALH20001015.0100.0018-CE45
CE58	ALH20001015.0100.0018-CE46
CE59	ALH20001015.0100.0018-CE47
CE60	ALH20001015.0100.0018-CE48
CE23	ALH20001015.0100.0018-CE49
CE31	ALH20001015.0100.0018-CE50
CE40	ALH20001015.0100.0018-CE51
CE44	ALH20001015.0100.0018-CE52
CE51	ALH20001015.0100.0018-CE53
CE56	ALH20001015.0100.0018-CE54
CE4	ALH20001015.0100.0018-CE55
CE5	ALH20001015.0100.0018-CE56
