CE8	ANN20001124.1500.0090-CE1
CE10	ANN20001124.1500.0090-CE2
CE11	ANN20001124.1500.0090-CE3
CE12	ANN20001124.1500.0090-CE4
CE13	ANN20001124.1500.0090-CE5
CE14	ANN20001124.1500.0090-CE6
CE15	ANN20001124.1500.0090-CE7
CE16	ANN20001124.1500.0090-CE8
CE19	ANN20001124.1500.0090-CE9
CE21	ANN20001124.1500.0090-CE10
CE1	ANN20001124.1500.0090-CE11
CE20	ANN20001124.1500.0090-CE12
CE4	ANN20001124.1500.0090-CE13
CE17	ANN20001124.1500.0090-CE14
CE18	ANN20001124.1500.0090-CE15
CE2	ANN20001124.1500.0090-CE16
CE9	ANN20001124.1500.0090-CE17
CE3	ANN20001124.1500.0090-CE18
CE5	ANN20001124.1500.0090-CE19
CE6	ANN20001124.1500.0090-CE20
CE7	ANN20001124.1500.0090-CE21
E10	ANN20001124.1500.0090-E1
E11	ANN20001124.1500.0090-E2
E12	ANN20001124.1500.0090-E3
E13	ANN20001124.1500.0090-E4
E14	ANN20001124.1500.0090-E5
E15	ANN20001124.1500.0090-E6
E16	ANN20001124.1500.0090-E7
E17	ANN20001124.1500.0090-E8
E18	ANN20001124.1500.0090-E9
E20	ANN20001124.1500.0090-E10
E21	ANN20001124.1500.0090-E11
E22	ANN20001124.1500.0090-E12
E1	ANN20001124.1500.0090-E13
E27	ANN20001124.1500.0090-E14
E29	ANN20001124.1500.0090-E15
E30	ANN20001124.1500.0090-E16
E31	ANN20001124.1500.0090-E17
E2	ANN20001124.1500.0090-E18
E23	ANN20001124.1500.0090-E19
E4	ANN20001124.1500.0090-E20
E5	ANN20001124.1500.0090-E21
E7	ANN20001124.1500.0090-E22
E8	ANN20001124.1500.0090-E23
E9	ANN20001124.1500.0090-E24
EM2	ANN20001124.1500.0090-E13-1
EM21	ANN20001124.1500.0090-E20-2
EM22	ANN20001124.1500.0090-E13-3
EM23	ANN20001124.1500.0090-E22-4
EM24	ANN20001124.1500.0090-E13-5
EM25	ANN20001124.1500.0090-E20-6
EM26	ANN20001124.1500.0090-E13-7
EM27	ANN20001124.1500.0090-E20-8
EM28	ANN20001124.1500.0090-E20-9
EM30	ANN20001124.1500.0090-E13-10
EM31	ANN20001124.1500.0090-E2-11
EM32	ANN20001124.1500.0090-E13-12
EM33	ANN20001124.1500.0090-E3-13
EM34	ANN20001124.1500.0090-E4-14
EM35	ANN20001124.1500.0090-E5-15
EM36	ANN20001124.1500.0090-E13-16
EM37	ANN20001124.1500.0090-E13-17
EM38	ANN20001124.1500.0090-E13-18
EM39	ANN20001124.1500.0090-E13-19
EM40	ANN20001124.1500.0090-E6-20
EM41	ANN20001124.1500.0090-E20-21
EM44	ANN20001124.1500.0090-E7-22
EM45	ANN20001124.1500.0090-E13-23
EM46	ANN20001124.1500.0090-E6-24
EM47	ANN20001124.1500.0090-E8-25
EM48	ANN20001124.1500.0090-E20-26
EM49	ANN20001124.1500.0090-E13-27
EM50	ANN20001124.1500.0090-E9-28
EM51	ANN20001124.1500.0090-E13-29
EM53	ANN20001124.1500.0090-E13-30
EM52	ANN20001124.1500.0090-E2-31
EM54	ANN20001124.1500.0090-E2-32
EM55	ANN20001124.1500.0090-E2-33
EM58	ANN20001124.1500.0090-E2-34
EM59	ANN20001124.1500.0090-E8-35
EM60	ANN20001124.1500.0090-E10-36
EM63	ANN20001124.1500.0090-E11-37
EM64	ANN20001124.1500.0090-E12-38
EM65	ANN20001124.1500.0090-E13-39
EM66	ANN20001124.1500.0090-E8-40
EM62	ANN20001124.1500.0090-E14-41
EM13	ANN20001124.1500.0090-E13-42
EM42	ANN20001124.1500.0090-E20-43
EM43	ANN20001124.1500.0090-E13-44
EM8	ANN20001124.1500.0090-E15-45
EM56	ANN20001124.1500.0090-E16-46
EM61	ANN20001124.1500.0090-E10-47
EM57	ANN20001124.1500.0090-E17-48
EM3	ANN20001124.1500.0090-E18-49
EM29	ANN20001124.1500.0090-E19-50
EM6	ANN20001124.1500.0090-E13-51
