CE14	AFA20001222.1400.0085-CE1
CE4	AFA20001222.1400.0085-CE2
CE15	AFA20001222.1400.0085-CE3
CE16	AFA20001222.1400.0085-CE4
CE17	AFA20001222.1400.0085-CE5
CE18	AFA20001222.1400.0085-CE6
CE1	AFA20001222.1400.0085-CE7
CE3	AFA20001222.1400.0085-CE8
CE5	AFA20001222.1400.0085-CE9
CE19	AFA20001222.1400.0085-CE10
CE20	AFA20001222.1400.0085-CE11
CE6	AFA20001222.1400.0085-CE12
CE7	AFA20001222.1400.0085-CE13
CE8	AFA20001222.1400.0085-CE14
CE2	AFA20001222.1400.0085-CE15
CE9	AFA20001222.1400.0085-CE16
CE10	AFA20001222.1400.0085-CE17
CE11	AFA20001222.1400.0085-CE18
CE12	AFA20001222.1400.0085-CE19
CE13	AFA20001222.1400.0085-CE20
E14	AFA20001222.1400.0085-E1
E37	AFA20001222.1400.0085-E2
E17	AFA20001222.1400.0085-E3
E19	AFA20001222.1400.0085-E4
E20	AFA20001222.1400.0085-E5
E21	AFA20001222.1400.0085-E6
E22	AFA20001222.1400.0085-E7
E23	AFA20001222.1400.0085-E8
E24	AFA20001222.1400.0085-E9
E26	AFA20001222.1400.0085-E10
E29	AFA20001222.1400.0085-E11
E30	AFA20001222.1400.0085-E12
E31	AFA20001222.1400.0085-E13
E35	AFA20001222.1400.0085-E14
E1	AFA20001222.1400.0085-E15
E2	AFA20001222.1400.0085-E16
E3	AFA20001222.1400.0085-E17
E6	AFA20001222.1400.0085-E18
E7	AFA20001222.1400.0085-E19
E9	AFA20001222.1400.0085-E20
E10	AFA20001222.1400.0085-E21
E11	AFA20001222.1400.0085-E22
E12	AFA20001222.1400.0085-E23
E13	AFA20001222.1400.0085-E24
EM1	AFA20001222.1400.0085-E15-1
EM19	AFA20001222.1400.0085-E24-2
EM20	AFA20001222.1400.0085-E23-3
EM21	AFA20001222.1400.0085-E17-4
EM22	AFA20001222.1400.0085-E1-5
EM23	AFA20001222.1400.0085-E23-6
EM24	AFA20001222.1400.0085-E23-7
EM25	AFA20001222.1400.0085-E23-8
EM41	AFA20001222.1400.0085-E2-9
EM37	AFA20001222.1400.0085-E9-10
EM38	AFA20001222.1400.0085-E9-11
EM26	AFA20001222.1400.0085-E3-12
EM27	AFA20001222.1400.0085-E4-13
EM28	AFA20001222.1400.0085-E23-14
EM29	AFA20001222.1400.0085-E5-15
EM30	AFA20001222.1400.0085-E5-16
EM32	AFA20001222.1400.0085-E6-17
EM33	AFA20001222.1400.0085-E23-18
EM31	AFA20001222.1400.0085-E6-19
EM34	AFA20001222.1400.0085-E7-20
EM35	AFA20001222.1400.0085-E8-21
EM36	AFA20001222.1400.0085-E8-22
EM40	AFA20001222.1400.0085-E14-23
EM39	AFA20001222.1400.0085-E10-24
EM42	AFA20001222.1400.0085-E9-25
EM43	AFA20001222.1400.0085-E9-26
EM44	AFA20001222.1400.0085-E11-27
EM45	AFA20001222.1400.0085-E9-28
EM46	AFA20001222.1400.0085-E12-29
EM47	AFA20001222.1400.0085-E13-30
EM48	AFA20001222.1400.0085-E23-31
EM2	AFA20001222.1400.0085-E16-32
EM3	AFA20001222.1400.0085-E17-33
EM9	AFA20001222.1400.0085-E15-34
EM4	AFA20001222.1400.0085-E17-35
EM5	AFA20001222.1400.0085-E18-36
EM6	AFA20001222.1400.0085-E19-37
EM7	AFA20001222.1400.0085-E15-38
EM8	AFA20001222.1400.0085-E20-39
EM10	AFA20001222.1400.0085-E21-40
EM11	AFA20001222.1400.0085-E17-41
EM13	AFA20001222.1400.0085-E22-42
EM12	AFA20001222.1400.0085-E22-43
EM14	AFA20001222.1400.0085-E23-44
EM15	AFA20001222.1400.0085-E23-45
EM16	AFA20001222.1400.0085-E23-46
EM17	AFA20001222.1400.0085-E24-47
EM18	AFA20001222.1400.0085-E24-48
R6	AFA20001222.1400.0085-R1
R1	AFA20001222.1400.0085-R2
R2	AFA20001222.1400.0085-R3
R3	AFA20001222.1400.0085-R4
R4	AFA20001222.1400.0085-R5
R7	AFA20001222.1400.0085-R6
R8	AFA20001222.1400.0085-R7
R9	AFA20001222.1400.0085-R8
R10	AFA20001222.1400.0085-R9
R5	AFA20001222.1400.0085-R10
RM7	AFA20001222.1400.0085-R7-1
RM1	AFA20001222.1400.0085-R2-1
RM2	AFA20001222.1400.0085-R3-1
RM3	AFA20001222.1400.0085-R4-1
RM4	AFA20001222.1400.0085-R5-1
RM8	AFA20001222.1400.0085-R6-1
RM10	AFA20001222.1400.0085-R9-1
RM9	AFA20001222.1400.0085-R8-1
RM5	AFA20001222.1400.0085-R10-1
RM6	AFA20001222.1400.0085-R1-1
V2	AFA20001222.1400.0085-EV1
V1	AFA20001222.1400.0085-EV2
VM1	AFA20001222.1400.0085-EV2-1
VM2	AFA20001222.1400.0085-EV1-1
Q1	AFA20001222.1400.0085-T1
Q2	AFA20001222.1400.0085-T2
Q3	AFA20001222.1400.0085-T3
Q4	AFA20001222.1400.0085-T4
Q5	AFA20001222.1400.0085-T5
