CE5	AFA20001207.1400.0078-CE1
CE16	AFA20001207.1400.0078-CE2
CE17	AFA20001207.1400.0078-CE3
CE19	AFA20001207.1400.0078-CE4
CE11	AFA20001207.1400.0078-CE5
CE1	AFA20001207.1400.0078-CE6
CE2	AFA20001207.1400.0078-CE7
CE20	AFA20001207.1400.0078-CE8
CE21	AFA20001207.1400.0078-CE9
CE3	AFA20001207.1400.0078-CE10
CE15	AFA20001207.1400.0078-CE11
CE30	AFA20001207.1400.0078-CE12
CE31	AFA20001207.1400.0078-CE13
CE10	AFA20001207.1400.0078-CE14
CE23	AFA20001207.1400.0078-CE15
CE24	AFA20001207.1400.0078-CE16
CE25	AFA20001207.1400.0078-CE17
CE27	AFA20001207.1400.0078-CE18
CE28	AFA20001207.1400.0078-CE19
CE26	AFA20001207.1400.0078-CE20
CE18	AFA20001207.1400.0078-CE21
CE6	AFA20001207.1400.0078-CE22
CE22	AFA20001207.1400.0078-CE23
CE29	AFA20001207.1400.0078-CE24
CE7	AFA20001207.1400.0078-CE25
CE8	AFA20001207.1400.0078-CE26
CE9	AFA20001207.1400.0078-CE27
CE12	AFA20001207.1400.0078-CE28
CE4	AFA20001207.1400.0078-CE29
CE13	AFA20001207.1400.0078-CE30
CE14	AFA20001207.1400.0078-CE31
E13	AFA20001207.1400.0078-E1
E14	AFA20001207.1400.0078-E2
E15	AFA20001207.1400.0078-E3
E16	AFA20001207.1400.0078-E4
E38	AFA20001207.1400.0078-E5
E19	AFA20001207.1400.0078-E6
E21	AFA20001207.1400.0078-E7
E22	AFA20001207.1400.0078-E8
E23	AFA20001207.1400.0078-E9
E25	AFA20001207.1400.0078-E10
E39	AFA20001207.1400.0078-E11
E28	AFA20001207.1400.0078-E12
E29	AFA20001207.1400.0078-E13
E30	AFA20001207.1400.0078-E14
E31	AFA20001207.1400.0078-E15
E32	AFA20001207.1400.0078-E16
E33	AFA20001207.1400.0078-E17
E35	AFA20001207.1400.0078-E18
E36	AFA20001207.1400.0078-E19
E1	AFA20001207.1400.0078-E20
E37	AFA20001207.1400.0078-E21
E40	AFA20001207.1400.0078-E22
E44	AFA20001207.1400.0078-E23
E47	AFA20001207.1400.0078-E24
E2	AFA20001207.1400.0078-E25
E3	AFA20001207.1400.0078-E26
E4	AFA20001207.1400.0078-E27
E5	AFA20001207.1400.0078-E28
E7	AFA20001207.1400.0078-E29
E9	AFA20001207.1400.0078-E30
E10	AFA20001207.1400.0078-E31
E11	AFA20001207.1400.0078-E32
EM1	AFA20001207.1400.0078-E20-1
EM22	AFA20001207.1400.0078-E1-2
EM14	AFA20001207.1400.0078-E28-3
EM24	AFA20001207.1400.0078-E2-4
EM25	AFA20001207.1400.0078-E28-5
EM26	AFA20001207.1400.0078-E3-6
EM29	AFA20001207.1400.0078-E4-7
EM33	AFA20001207.1400.0078-E6-8
EM34	AFA20001207.1400.0078-E7-9
EM35	AFA20001207.1400.0078-E8-10
EM36	AFA20001207.1400.0078-E9-11
EM43	AFA20001207.1400.0078-E10-12
EM55	AFA20001207.1400.0078-E28-13
EM30	AFA20001207.1400.0078-E28-14
EM23	AFA20001207.1400.0078-E11-15
EM58	AFA20001207.1400.0078-E12-16
EM59	AFA20001207.1400.0078-E12-17
EM60	AFA20001207.1400.0078-E28-18
EM7	AFA20001207.1400.0078-E28-19
EM61	AFA20001207.1400.0078-E13-20
