CE5	ANN20001013.0900.0052-CE1
CE6	ANN20001013.0900.0052-CE2
CE7	ANN20001013.0900.0052-CE3
CE9	ANN20001013.0900.0052-CE4
CE10	ANN20001013.0900.0052-CE5
CE11	ANN20001013.0900.0052-CE6
CE12	ANN20001013.0900.0052-CE7
CE13	ANN20001013.0900.0052-CE8
CE8	ANN20001013.0900.0052-CE9
CE1	ANN20001013.0900.0052-CE10
CE2	ANN20001013.0900.0052-CE11
CE3	ANN20001013.0900.0052-CE12
CE4	ANN20001013.0900.0052-CE13
E8	ANN20001013.0900.0052-E1
E9	ANN20001013.0900.0052-E2
E10	ANN20001013.0900.0052-E3
E11	ANN20001013.0900.0052-E4
E12	ANN20001013.0900.0052-E5
E13	ANN20001013.0900.0052-E6
E15	ANN20001013.0900.0052-E7
E16	ANN20001013.0900.0052-E8
E17	ANN20001013.0900.0052-E9
E19	ANN20001013.0900.0052-E10
E1	ANN20001013.0900.0052-E11
E2	ANN20001013.0900.0052-E12
E3	ANN20001013.0900.0052-E13
E4	ANN20001013.0900.0052-E14
E5	ANN20001013.0900.0052-E15
E6	ANN20001013.0900.0052-E16
E7	ANN20001013.0900.0052-E17
EM14	ANN20001013.0900.0052-E2-1
EM11	ANN20001013.0900.0052-E1-2
EM13	ANN20001013.0900.0052-E3-3
EM15	ANN20001013.0900.0052-E4-4
EM16	ANN20001013.0900.0052-E4-5
EM18	ANN20001013.0900.0052-E4-6
EM20	ANN20001013.0900.0052-E5-7
EM21	ANN20001013.0900.0052-E4-8
EM22	ANN20001013.0900.0052-E6-9
EM23	ANN20001013.0900.0052-E14-10
EM24	ANN20001013.0900.0052-E1-11
EM25	ANN20001013.0900.0052-E12-12
EM26	ANN20001013.0900.0052-E14-13
EM27	ANN20001013.0900.0052-E14-14
EM28	ANN20001013.0900.0052-E14-15
EM17	ANN20001013.0900.0052-E10-16
EM30	ANN20001013.0900.0052-E7-17
EM31	ANN20001013.0900.0052-E8-18
EM32	ANN20001013.0900.0052-E9-19
EM4	ANN20001013.0900.0052-E14-20
EM1	ANN20001013.0900.0052-E11-21
EM2	ANN20001013.0900.0052-E13-22
EM3	ANN20001013.0900.0052-E12-23
EM9	ANN20001013.0900.0052-E14-24
EM5	ANN20001013.0900.0052-E14-25
EM29	ANN20001013.0900.0052-E14-26
EM8	ANN20001013.0900.0052-E15-27
EM6	ANN20001013.0900.0052-E16-28
EM7	ANN20001013.0900.0052-E17-29
EM10	ANN20001013.0900.0052-E14-30
EM12	ANN20001013.0900.0052-E1-31
EM19	ANN20001013.0900.0052-E5-32
R1	ANN20001013.0900.0052-R1
R2	ANN20001013.0900.0052-R2
R3	ANN20001013.0900.0052-R3
R4	ANN20001013.0900.0052-R4
RM1	ANN20001013.0900.0052-R1-1
RM2	ANN20001013.0900.0052-R2-1
RM3	ANN20001013.0900.0052-R3-1
RM4	ANN20001013.0900.0052-R4-1
V1	ANN20001013.0900.0052-EV1
V5	ANN20001013.0900.0052-EV2
V6	ANN20001013.0900.0052-EV3
V3	ANN20001013.0900.0052-EV4
V7	ANN20001013.0900.0052-EV5
V10	ANN20001013.0900.0052-EV6
V4	ANN20001013.0900.0052-EV7
V9	ANN20001013.0900.0052-EV8
VM1	ANN20001013.0900.0052-EV1-1
VM5	ANN20001013.0900.0052-EV2-1
VM7	ANN20001013.0900.0052-EV5-1
VM6	ANN20001013.0900.0052-EV3-1
VM10	ANN20001013.0900.0052-EV6-1
VM3	ANN20001013.0900.0052-EV4-1
VM4	ANN20001013.0900.0052-EV7-1
VM9	ANN20001013.0900.0052-EV8-1
Q1	ANN20001013.0900.0052-T1
Q12	ANN20001013.0900.0052-V1
Q13	ANN20001013.0900.0052-V2
Q2	ANN20001013.0900.0052-T2
Q3	ANN20001013.0900.0052-T3
Q4	ANN20001013.0900.0052-T4
Q5	ANN20001013.0900.0052-T5
Q6	ANN20001013.0900.0052-T6
Q7	ANN20001013.0900.0052-V3
Q8	ANN20001013.0900.0052-V4
Q9	ANN20001013.0900.0052-T7
Q10	ANN20001013.0900.0052-T8
Q11	ANN20001013.0900.0052-T9
QM12	ANN20001013.0900.0052-V1-1
QM13	ANN20001013.0900.0052-V2-1
QM7	ANN20001013.0900.0052-V3-1
QM8	ANN20001013.0900.0052-V4-1
