CE14	AFA20001225.0000.0009-CE1
CE15	AFA20001225.0000.0009-CE2
CE16	AFA20001225.0000.0009-CE3
CE18	AFA20001225.0000.0009-CE4
CE19	AFA20001225.0000.0009-CE5
CE20	AFA20001225.0000.0009-CE6
CE23	AFA20001225.0000.0009-CE7
CE24	AFA20001225.0000.0009-CE8
CE25	AFA20001225.0000.0009-CE9
CE26	AFA20001225.0000.0009-CE10
CE27	AFA20001225.0000.0009-CE11
CE28	AFA20001225.0000.0009-CE12
CE29	AFA20001225.0000.0009-CE13
CE30	AFA20001225.0000.0009-CE14
CE31	AFA20001225.0000.0009-CE15
CE32	AFA20001225.0000.0009-CE16
CE34	AFA20001225.0000.0009-CE17
CE35	AFA20001225.0000.0009-CE18
CE36	AFA20001225.0000.0009-CE19
CE38	AFA20001225.0000.0009-CE20
CE39	AFA20001225.0000.0009-CE21
CE40	AFA20001225.0000.0009-CE22
CE41	AFA20001225.0000.0009-CE23
CE3	AFA20001225.0000.0009-CE24
CE42	AFA20001225.0000.0009-CE25
CE43	AFA20001225.0000.0009-CE26
CE22	AFA20001225.0000.0009-CE27
CE5	AFA20001225.0000.0009-CE28
CE10	AFA20001225.0000.0009-CE29
CE13	AFA20001225.0000.0009-CE30
CE17	AFA20001225.0000.0009-CE31
CE4	AFA20001225.0000.0009-CE32
CE21	AFA20001225.0000.0009-CE33
CE7	AFA20001225.0000.0009-CE34
CE1	AFA20001225.0000.0009-CE35
CE6	AFA20001225.0000.0009-CE36
CE2	AFA20001225.0000.0009-CE37
CE37	AFA20001225.0000.0009-CE38
CE8	AFA20001225.0000.0009-CE39
CE9	AFA20001225.0000.0009-CE40
CE11	AFA20001225.0000.0009-CE41
E14	AFA20001225.0000.0009-E1
E15	AFA20001225.0000.0009-E2
E17	AFA20001225.0000.0009-E3
E18	AFA20001225.0000.0009-E4
E19	AFA20001225.0000.0009-E5
E20	AFA20001225.0000.0009-E6
E21	AFA20001225.0000.0009-E7
E22	AFA20001225.0000.0009-E8
E25	AFA20001225.0000.0009-E9
E26	AFA20001225.0000.0009-E10
E27	AFA20001225.0000.0009-E11
E28	AFA20001225.0000.0009-E12
E29	AFA20001225.0000.0009-E13
E30	AFA20001225.0000.0009-E14
E31	AFA20001225.0000.0009-E15
E32	AFA20001225.0000.0009-E16
E33	AFA20001225.0000.0009-E17
E34	AFA20001225.0000.0009-E18
E1	AFA20001225.0000.0009-E19
E36	AFA20001225.0000.0009-E20
E37	AFA20001225.0000.0009-E21
E38	AFA20001225.0000.0009-E22
E39	AFA20001225.0000.0009-E23
E40	AFA20001225.0000.0009-E24
E41	AFA20001225.0000.0009-E25
E42	AFA20001225.0000.0009-E26
E43	AFA20001225.0000.0009-E27
E66	AFA20001225.0000.0009-E28
E67	AFA20001225.0000.0009-E29
E44	AFA20001225.0000.0009-E30
E2	AFA20001225.0000.0009-E31
E45	AFA20001225.0000.0009-E32
E46	AFA20001225.0000.0009-E33
E50	AFA20001225.0000.0009-E34
E52	AFA20001225.0000.0009-E35
E57	AFA20001225.0000.0009-E36
E60	AFA20001225.0000.0009-E37
E62	AFA20001225.0000.0009-E38
E65	AFA20001225.0000.0009-E39
E4	AFA20001225.0000.0009-E40
E5	AFA20001225.0000.0009-E41
E6	AFA20001225.0000.0009-E42
E7	AFA20001225.0000.0009-E43
E8	AFA20001225.0000.0009-E44
E9	AFA20001225.0000.0009-E45
E10	AFA20001225.0000.0009-E46
E12	AFA20001225.0000.0009-E47
E13	AFA20001225.0000.0009-E48
EM1	AFA20001225.0000.0009-E19-1
EM20	AFA20001225.0000.0009-E1-2
EM21	AFA20001225.0000.0009-E1-3
EM25	AFA20001225.0000.0009-E3-4
EM27	AFA20001225.0000.0009-E4-5
EM28	AFA20001225.0000.0009-E3-6
EM35	AFA20001225.0000.0009-E5-7
EM36	AFA20001225.0000.0009-E5-8
EM42	AFA20001225.0000.0009-E8-9
EM43	AFA20001225.0000.0009-E7-10
EM45	AFA20001225.0000.0009-E7-11
EM84	AFA20001225.0000.0009-E28-12
EM48	AFA20001225.0000.0009-E9-13
EM49	AFA20001225.0000.0009-E10-14
EM50	AFA20001225.0000.0009-E11-15
EM51	AFA20001225.0000.0009-E12-16
EM52	AFA20001225.0000.0009-E13-17
EM54	AFA20001225.0000.0009-E14-18
EM55	AFA20001225.0000.0009-E14-19
EM56	AFA20001225.0000.0009-E15-20
EM57	AFA20001225.0000.0009-E16-21
EM58	AFA20001225.0000.0009-E14-22
EM59	AFA20001225.0000.0009-E17-23
EM60	AFA20001225.0000.0009-E18-24
EM61	AFA20001225.0000.0009-E18-25
EM64	AFA20001225.0000.0009-E20-26
EM65	AFA20001225.0000.0009-E21-27
EM66	AFA20001225.0000.0009-E22-28
EM69	AFA20001225.0000.0009-E22-29
EM70	AFA20001225.0000.0009-E23-30
EM71	AFA20001225.0000.0009-E22-31
EM72	AFA20001225.0000.0009-E43-32
EM73	AFA20001225.0000.0009-E43-33
EM74	AFA20001225.0000.0009-E43-34
EM75	AFA20001225.0000.0009-E24-35
EM76	AFA20001225.0000.0009-E25-36
EM77	AFA20001225.0000.0009-E43-37
EM78	AFA20001225.0000.0009-E43-38
EM79	AFA20001225.0000.0009-E43-39
EM80	AFA20001225.0000.0009-E26-40
EM81	AFA20001225.0000.0009-E27-41
EM82	AFA20001225.0000.0009-E43-42
EM83	AFA20001225.0000.0009-E26-43
EM85	AFA20001225.0000.0009-E29-44
EM86	AFA20001225.0000.0009-E34-45
EM87	AFA20001225.0000.0009-E6-46
EM88	AFA20001225.0000.0009-E6-47
EM2	AFA20001225.0000.0009-E31-48
EM89	AFA20001225.0000.0009-E9-49
EM3	AFA20001225.0000.0009-E32-50
EM62	AFA20001225.0000.0009-E41-51
EM90	AFA20001225.0000.0009-E22-52
EM91	AFA20001225.0000.0009-E22-53
EM47	AFA20001225.0000.0009-E30-54
EM13	AFA20001225.0000.0009-E33-55
EM32	AFA20001225.0000.0009-E35-56
EM34	AFA20001225.0000.0009-E32-57
EM31	AFA20001225.0000.0009-E32-58
EM33	AFA20001225.0000.0009-E32-59
EM30	AFA20001225.0000.0009-E32-60
EM8	AFA20001225.0000.0009-E37-61
EM7	AFA20001225.0000.0009-E37-62
EM24	AFA20001225.0000.0009-E44-63
EM29	AFA20001225.0000.0009-E44-64
EM23	AFA20001225.0000.0009-E34-65
EM22	AFA20001225.0000.0009-E34-66
EM26	AFA20001225.0000.0009-E3-67
