CE13	AFA20001206.1000.0064-CE1
CE16	AFA20001206.1000.0064-CE2
CE17	AFA20001206.1000.0064-CE3
CE4	AFA20001206.1000.0064-CE4
CE2	AFA20001206.1000.0064-CE5
CE9	AFA20001206.1000.0064-CE6
CE14	AFA20001206.1000.0064-CE7
CE15	AFA20001206.1000.0064-CE8
CE20	AFA20001206.1000.0064-CE9
CE21	AFA20001206.1000.0064-CE10
CE22	AFA20001206.1000.0064-CE11
CE23	AFA20001206.1000.0064-CE12
CE24	AFA20001206.1000.0064-CE13
CE25	AFA20001206.1000.0064-CE14
CE26	AFA20001206.1000.0064-CE15
CE1	AFA20001206.1000.0064-CE16
CE18	AFA20001206.1000.0064-CE17
CE12	AFA20001206.1000.0064-CE18
CE3	AFA20001206.1000.0064-CE19
CE11	AFA20001206.1000.0064-CE20
CE5	AFA20001206.1000.0064-CE21
CE6	AFA20001206.1000.0064-CE22
CE8	AFA20001206.1000.0064-CE23
CE7	AFA20001206.1000.0064-CE24
CE10	AFA20001206.1000.0064-CE25
CE19	AFA20001206.1000.0064-CE26
CE27	AFA20001206.1000.0064-CE27
E13	AFA20001206.1000.0064-E1
E14	AFA20001206.1000.0064-E2
E15	AFA20001206.1000.0064-E3
E16	AFA20001206.1000.0064-E4
E17	AFA20001206.1000.0064-E5
E18	AFA20001206.1000.0064-E6
E19	AFA20001206.1000.0064-E7
E21	AFA20001206.1000.0064-E8
E22	AFA20001206.1000.0064-E9
E23	AFA20001206.1000.0064-E10
E24	AFA20001206.1000.0064-E11
E25	AFA20001206.1000.0064-E12
E26	AFA20001206.1000.0064-E13
E27	AFA20001206.1000.0064-E14
E28	AFA20001206.1000.0064-E15
E29	AFA20001206.1000.0064-E16
E30	AFA20001206.1000.0064-E17
E31	AFA20001206.1000.0064-E18
E1	AFA20001206.1000.0064-E19
E32	AFA20001206.1000.0064-E20
E33	AFA20001206.1000.0064-E21
E1	AFA20001206.1000.0064-E22
E34	AFA20001206.1000.0064-E23
