CE4	ALH20001005.0700.0064-CE1
CE13	ALH20001005.0700.0064-CE2
CE14	ALH20001005.0700.0064-CE3
CE15	ALH20001005.0700.0064-CE4
CE16	ALH20001005.0700.0064-CE5
CE12	ALH20001005.0700.0064-CE6
CE17	ALH20001005.0700.0064-CE7
CE18	ALH20001005.0700.0064-CE8
CE19	ALH20001005.0700.0064-CE9
CE20	ALH20001005.0700.0064-CE10
CE2	ALH20001005.0700.0064-CE11
CE3	ALH20001005.0700.0064-CE12
CE10	ALH20001005.0700.0064-CE13
CE6	ALH20001005.0700.0064-CE14
CE5	ALH20001005.0700.0064-CE15
CE7	ALH20001005.0700.0064-CE16
CE8	ALH20001005.0700.0064-CE17
CE9	ALH20001005.0700.0064-CE18
CE11	ALH20001005.0700.0064-CE19
CE1	ALH20001005.0700.0064-CE20
E17	ALH20001005.0700.0064-E1
E19	ALH20001005.0700.0064-E2
E20	ALH20001005.0700.0064-E3
E22	ALH20001005.0700.0064-E4
E23	ALH20001005.0700.0064-E5
E24	ALH20001005.0700.0064-E6
E25	ALH20001005.0700.0064-E7
E26	ALH20001005.0700.0064-E8
E27	ALH20001005.0700.0064-E9
E28	ALH20001005.0700.0064-E10
E32	ALH20001005.0700.0064-E11
E30	ALH20001005.0700.0064-E12
E31	ALH20001005.0700.0064-E13
E34	ALH20001005.0700.0064-E14
E2	ALH20001005.0700.0064-E15
E3	ALH20001005.0700.0064-E16
E35	ALH20001005.0700.0064-E17
E5	ALH20001005.0700.0064-E18
E6	ALH20001005.0700.0064-E19
E7	ALH20001005.0700.0064-E20
E8	ALH20001005.0700.0064-E21
E9	ALH20001005.0700.0064-E22
E10	ALH20001005.0700.0064-E23
E11	ALH20001005.0700.0064-E24
E15	ALH20001005.0700.0064-E25
E16	ALH20001005.0700.0064-E26
EM17	ALH20001005.0700.0064-E1-1
EM19	ALH20001005.0700.0064-E2-2
EM20	ALH20001005.0700.0064-E3-3
EM22	ALH20001005.0700.0064-E21-4
EM24	ALH20001005.0700.0064-E21-5
EM23	ALH20001005.0700.0064-E21-6
EM25	ALH20001005.0700.0064-E4-7
EM26	ALH20001005.0700.0064-E5-8
EM27	ALH20001005.0700.0064-E6-9
EM28	ALH20001005.0700.0064-E21-10
EM29	ALH20001005.0700.0064-E21-11
EM30	ALH20001005.0700.0064-E7-12
EM31	ALH20001005.0700.0064-E23-13
EM4	ALH20001005.0700.0064-E11-14
EM32	ALH20001005.0700.0064-E16-15
EM33	ALH20001005.0700.0064-E26-16
EM34	ALH20001005.0700.0064-E8-17
EM35	ALH20001005.0700.0064-E9-18
EM37	ALH20001005.0700.0064-E21-19
EM38	ALH20001005.0700.0064-E10-20
EM39	ALH20001005.0700.0064-E12-21
EM40	ALH20001005.0700.0064-E13-22
EM3	ALH20001005.0700.0064-E26-23
EM16	ALH20001005.0700.0064-E14-24
EM18	ALH20001005.0700.0064-E26-25
EM11	ALH20001005.0700.0064-E20-26
EM36	ALH20001005.0700.0064-E18-27
EM21	ALH20001005.0700.0064-E18-28
EM14	ALH20001005.0700.0064-E7-29
EM1	ALH20001005.0700.0064-E15-30
EM2	ALH20001005.0700.0064-E16-31
EM10	ALH20001005.0700.0064-E17-32
EM5	ALH20001005.0700.0064-E18-33
EM6	ALH20001005.0700.0064-E19-34
EM7	ALH20001005.0700.0064-E20-35
EM8	ALH20001005.0700.0064-E21-36
EM9	ALH20001005.0700.0064-E22-37
EM12	ALH20001005.0700.0064-E23-38
EM13	ALH20001005.0700.0064-E24-39
EM15	ALH20001005.0700.0064-E25-40
R2	ALH20001005.0700.0064-R1
R3	ALH20001005.0700.0064-R2
R4	ALH20001005.0700.0064-R3
R5	ALH20001005.0700.0064-R4
R6	ALH20001005.0700.0064-R5
R7	ALH20001005.0700.0064-R6
R8	ALH20001005.0700.0064-R7
R9	ALH20001005.0700.0064-R8
R10	ALH20001005.0700.0064-R9
R11	ALH20001005.0700.0064-R10
R1	ALH20001005.0700.0064-R11
RM2	ALH20001005.0700.0064-R1-1
RM3	ALH20001005.0700.0064-R2-1
RM4	ALH20001005.0700.0064-R3-1
RM5	ALH20001005.0700.0064-R4-1
RM6	ALH20001005.0700.0064-R5-1
RM7	ALH20001005.0700.0064-R6-1
RM8	ALH20001005.0700.0064-R7-1
RM9	ALH20001005.0700.0064-R8-1
RM10	ALH20001005.0700.0064-R9-1
RM11	ALH20001005.0700.0064-R10-1
RM1	ALH20001005.0700.0064-R11-1
V1	ALH20001005.0700.0064-EV1
V2	ALH20001005.0700.0064-EV2
V3	ALH20001005.0700.0064-EV3
V4	ALH20001005.0700.0064-EV4
V5	ALH20001005.0700.0064-EV5
VM1	ALH20001005.0700.0064-EV1-1
VM2	ALH20001005.0700.0064-EV2-1
VM3	ALH20001005.0700.0064-EV3-1
VM4	ALH20001005.0700.0064-EV4-1
VM5	ALH20001005.0700.0064-EV5-1
Q1	ALH20001005.0700.0064-T1
