CE10	AFA20001209.0000.0023-CE1
CE11	AFA20001209.0000.0023-CE2
CE12	AFA20001209.0000.0023-CE3
CE13	AFA20001209.0000.0023-CE4
CE9	AFA20001209.0000.0023-CE5
CE7	AFA20001209.0000.0023-CE6
CE2	AFA20001209.0000.0023-CE7
CE3	AFA20001209.0000.0023-CE8
CE4	AFA20001209.0000.0023-CE9
CE5	AFA20001209.0000.0023-CE10
CE1	AFA20001209.0000.0023-CE11
CE6	AFA20001209.0000.0023-CE12
CE8	AFA20001209.0000.0023-CE13
E13	AFA20001209.0000.0023-E1
E14	AFA20001209.0000.0023-E2
E15	AFA20001209.0000.0023-E3
E16	AFA20001209.0000.0023-E4
E17	AFA20001209.0000.0023-E5
E18	AFA20001209.0000.0023-E6
E20	AFA20001209.0000.0023-E7
E21	AFA20001209.0000.0023-E8
E1	AFA20001209.0000.0023-E9
E2	AFA20001209.0000.0023-E10
E3	AFA20001209.0000.0023-E11
E4	AFA20001209.0000.0023-E12
E5	AFA20001209.0000.0023-E13
E6	AFA20001209.0000.0023-E14
E19	AFA20001209.0000.0023-E15
E9	AFA20001209.0000.0023-E16
E11	AFA20001209.0000.0023-E17
EM1	AFA20001209.0000.0023-E9-1
EM22	AFA20001209.0000.0023-E2-2
EM24	AFA20001209.0000.0023-E3-3
EM25	AFA20001209.0000.0023-E3-4
EM26	AFA20001209.0000.0023-E3-5
EM27	AFA20001209.0000.0023-E12-6
EM28	AFA20001209.0000.0023-E3-7
EM29	AFA20001209.0000.0023-E17-8
EM30	AFA20001209.0000.0023-E3-9
EM31	AFA20001209.0000.0023-E4-10
EM32	AFA20001209.0000.0023-E5-11
EM33	AFA20001209.0000.0023-E17-12
EM7	AFA20001209.0000.0023-E6-13
EM14	AFA20001209.0000.0023-E12-14
EM15	AFA20001209.0000.0023-E8-15
EM23	AFA20001209.0000.0023-E3-16
EM2	AFA20001209.0000.0023-E10-17
EM3	AFA20001209.0000.0023-E11-18
EM4	AFA20001209.0000.0023-E11-19
EM5	AFA20001209.0000.0023-E13-20
EM6	AFA20001209.0000.0023-E14-21
EM8	AFA20001209.0000.0023-E12-22
EM17	AFA20001209.0000.0023-E15-23
EM9	AFA20001209.0000.0023-E16-24
EM10	AFA20001209.0000.0023-E16-25
EM11	AFA20001209.0000.0023-E12-26
EM12	AFA20001209.0000.0023-E10-27
EM34	AFA20001209.0000.0023-E12-28
EM16	AFA20001209.0000.0023-E17-29
EM19	AFA20001209.0000.0023-E17-30
EM18	AFA20001209.0000.0023-E7-31
EM20	AFA20001209.0000.0023-E7-32
EM21	AFA20001209.0000.0023-E1-33
R2	AFA20001209.0000.0023-R1
R3	AFA20001209.0000.0023-R2
R4	AFA20001209.0000.0023-R3
R5	AFA20001209.0000.0023-R4
R7	AFA20001209.0000.0023-R5
R6	AFA20001209.0000.0023-R6
R1	AFA20001209.0000.0023-R7
RM2	AFA20001209.0000.0023-R1-1
RM3	AFA20001209.0000.0023-R2-1
RM4	AFA20001209.0000.0023-R3-1
RM5	AFA20001209.0000.0023-R4-1
RM7	AFA20001209.0000.0023-R5-1
RM6	AFA20001209.0000.0023-R6-1
RM1	AFA20001209.0000.0023-R7-1
V1	AFA20001209.0000.0023-EV1
V2	AFA20001209.0000.0023-EV2
V3	AFA20001209.0000.0023-EV3
V4	AFA20001209.0000.0023-EV4
V5	AFA20001209.0000.0023-EV5
V6	AFA20001209.0000.0023-EV6
VM1	AFA20001209.0000.0023-EV1-1
VM2	AFA20001209.0000.0023-EV2-1
VM3	AFA20001209.0000.0023-EV3-1
VM4	AFA20001209.0000.0023-EV4-1
VM5	AFA20001209.0000.0023-EV5-1
VM6	AFA20001209.0000.0023-EV6-1
Q4	AFA20001209.0000.0023-T1
Q1	AFA20001209.0000.0023-T2
Q2	AFA20001209.0000.0023-T3
Q5	AFA20001209.0000.0023-T4
Q3	AFA20001209.0000.0023-V1
Q6	AFA20001209.0000.0023-V2
Q7	AFA20001209.0000.0023-V3
QM3	AFA20001209.0000.0023-V1-1
QM6	AFA20001209.0000.0023-V2-1
QM7	AFA20001209.0000.0023-V3-1
