CE13	AFA20001116.1000.0070-CE1
CE16	AFA20001116.1000.0070-CE2
CE1	AFA20001116.1000.0070-CE3
CE17	AFA20001116.1000.0070-CE4
CE29	AFA20001116.1000.0070-CE5
CE34	AFA20001116.1000.0070-CE6
CE33	AFA20001116.1000.0070-CE7
CE35	AFA20001116.1000.0070-CE8
CE36	AFA20001116.1000.0070-CE9
CE31	AFA20001116.1000.0070-CE10
CE39	AFA20001116.1000.0070-CE11
CE41	AFA20001116.1000.0070-CE12
CE20	AFA20001116.1000.0070-CE13
CE21	AFA20001116.1000.0070-CE14
CE22	AFA20001116.1000.0070-CE15
CE42	AFA20001116.1000.0070-CE16
CE43	AFA20001116.1000.0070-CE17
CE40	AFA20001116.1000.0070-CE18
CE25	AFA20001116.1000.0070-CE19
CE26	AFA20001116.1000.0070-CE20
CE2	AFA20001116.1000.0070-CE21
CE27	AFA20001116.1000.0070-CE22
CE28	AFA20001116.1000.0070-CE23
CE30	AFA20001116.1000.0070-CE24
CE32	AFA20001116.1000.0070-CE25
CE44	AFA20001116.1000.0070-CE26
CE37	AFA20001116.1000.0070-CE27
CE38	AFA20001116.1000.0070-CE28
CE45	AFA20001116.1000.0070-CE29
CE3	AFA20001116.1000.0070-CE30
CE4	AFA20001116.1000.0070-CE31
CE7	AFA20001116.1000.0070-CE32
CE6	AFA20001116.1000.0070-CE33
CE8	AFA20001116.1000.0070-CE34
CE5	AFA20001116.1000.0070-CE35
CE9	AFA20001116.1000.0070-CE36
CE10	AFA20001116.1000.0070-CE37
CE11	AFA20001116.1000.0070-CE38
CE12	AFA20001116.1000.0070-CE39
E11	AFA20001116.1000.0070-E1
E66	AFA20001116.1000.0070-E2
E67	AFA20001116.1000.0070-E3
E15	AFA20001116.1000.0070-E4
E17	AFA20001116.1000.0070-E5
E18	AFA20001116.1000.0070-E6
E19	AFA20001116.1000.0070-E7
E20	AFA20001116.1000.0070-E8
E22	AFA20001116.1000.0070-E9
E23	AFA20001116.1000.0070-E10
E25	AFA20001116.1000.0070-E11
E26	AFA20001116.1000.0070-E12
E28	AFA20001116.1000.0070-E13
E29	AFA20001116.1000.0070-E14
E30	AFA20001116.1000.0070-E15
E31	AFA20001116.1000.0070-E16
E32	AFA20001116.1000.0070-E17
E33	AFA20001116.1000.0070-E18
E61	AFA20001116.1000.0070-E19
E62	AFA20001116.1000.0070-E20
E68	AFA20001116.1000.0070-E21
E70	AFA20001116.1000.0070-E22
E69	AFA20001116.1000.0070-E23
E40	AFA20001116.1000.0070-E24
E41	AFA20001116.1000.0070-E25
E42	AFA20001116.1000.0070-E26
E43	AFA20001116.1000.0070-E27
E71	AFA20001116.1000.0070-E28
E72	AFA20001116.1000.0070-E29
E47	AFA20001116.1000.0070-E30
E48	AFA20001116.1000.0070-E31
E49	AFA20001116.1000.0070-E32
E51	AFA20001116.1000.0070-E33
E65	AFA20001116.1000.0070-E34
E52	AFA20001116.1000.0070-E35
E53	AFA20001116.1000.0070-E36
E54	AFA20001116.1000.0070-E37
E55	AFA20001116.1000.0070-E38
E56	AFA20001116.1000.0070-E39
E73	AFA20001116.1000.0070-E40
E74	AFA20001116.1000.0070-E41
E58	AFA20001116.1000.0070-E42
E59	AFA20001116.1000.0070-E43
E60	AFA20001116.1000.0070-E44
E1	AFA20001116.1000.0070-E45
E2	AFA20001116.1000.0070-E46
E3	AFA20001116.1000.0070-E47
E4	AFA20001116.1000.0070-E48
E5	AFA20001116.1000.0070-E49
E6	AFA20001116.1000.0070-E50
E7	AFA20001116.1000.0070-E51
E8	AFA20001116.1000.0070-E52
E9	AFA20001116.1000.0070-E53
E10	AFA20001116.1000.0070-E54
EM80	AFA20001116.1000.0070-E2-1
EM81	AFA20001116.1000.0070-E1-2
EM18	AFA20001116.1000.0070-E3-3
EM19	AFA20001116.1000.0070-E4-4
EM20	AFA20001116.1000.0070-E5-5
EM82	AFA20001116.1000.0070-E21-6
EM21	AFA20001116.1000.0070-E4-7
EM22	AFA20001116.1000.0070-E6-8
EM23	AFA20001116.1000.0070-E7-9
EM24	AFA20001116.1000.0070-E1-10
EM25	AFA20001116.1000.0070-E8-11
EM28	AFA20001116.1000.0070-E9-12
EM50	AFA20001116.1000.0070-E11-13
EM55	AFA20001116.1000.0070-E48-14
EM56	AFA20001116.1000.0070-E50-15
EM57	AFA20001116.1000.0070-E47-16
EM58	AFA20001116.1000.0070-E47-17
EM59	AFA20001116.1000.0070-E9-18
EM69	AFA20001116.1000.0070-E12-19
EM67	AFA20001116.1000.0070-E13-20
EM66	AFA20001116.1000.0070-E14-21
EM65	AFA20001116.1000.0070-E14-22
EM70	AFA20001116.1000.0070-E14-23
EM72	AFA20001116.1000.0070-E16-24
EM73	AFA20001116.1000.0070-E17-25
EM14	AFA20001116.1000.0070-E18-26
EM3	AFA20001116.1000.0070-E50-27
EM5	AFA20001116.1000.0070-E19-28
EM61	AFA20001116.1000.0070-E20-29
