CE9	ALH20001030.1300.0104-CE1
CE12	ALH20001030.1300.0104-CE2
CE10	ALH20001030.1300.0104-CE3
CE13	ALH20001030.1300.0104-CE4
CE14	ALH20001030.1300.0104-CE5
CE15	ALH20001030.1300.0104-CE6
CE16	ALH20001030.1300.0104-CE7
CE17	ALH20001030.1300.0104-CE8
CE18	ALH20001030.1300.0104-CE9
CE19	ALH20001030.1300.0104-CE10
CE20	ALH20001030.1300.0104-CE11
CE21	ALH20001030.1300.0104-CE12
CE22	ALH20001030.1300.0104-CE13
CE24	ALH20001030.1300.0104-CE14
CE1	ALH20001030.1300.0104-CE15
CE25	ALH20001030.1300.0104-CE16
CE26	ALH20001030.1300.0104-CE17
CE27	ALH20001030.1300.0104-CE18
CE29	ALH20001030.1300.0104-CE19
CE30	ALH20001030.1300.0104-CE20
CE31	ALH20001030.1300.0104-CE21
CE2	ALH20001030.1300.0104-CE22
CE28	ALH20001030.1300.0104-CE23
CE4	ALH20001030.1300.0104-CE24
CE32	ALH20001030.1300.0104-CE25
CE33	ALH20001030.1300.0104-CE26
CE3	ALH20001030.1300.0104-CE27
CE5	ALH20001030.1300.0104-CE28
CE6	ALH20001030.1300.0104-CE29
CE8	ALH20001030.1300.0104-CE30
CE23	ALH20001030.1300.0104-CE31
CE11	ALH20001030.1300.0104-CE32
CE7	ALH20001030.1300.0104-CE33
E11	ALH20001030.1300.0104-E1
E12	ALH20001030.1300.0104-E2
E14	ALH20001030.1300.0104-E3
E15	ALH20001030.1300.0104-E4
E16	ALH20001030.1300.0104-E5
E17	ALH20001030.1300.0104-E6
E19	ALH20001030.1300.0104-E7
E20	ALH20001030.1300.0104-E8
E21	ALH20001030.1300.0104-E9
E23	ALH20001030.1300.0104-E10
E24	ALH20001030.1300.0104-E11
E25	ALH20001030.1300.0104-E12
E26	ALH20001030.1300.0104-E13
E27	ALH20001030.1300.0104-E14
E56	ALH20001030.1300.0104-E15
E30	ALH20001030.1300.0104-E16
E57	ALH20001030.1300.0104-E17
E33	ALH20001030.1300.0104-E18
E34	ALH20001030.1300.0104-E19
E1	ALH20001030.1300.0104-E20
E58	ALH20001030.1300.0104-E21
E59	ALH20001030.1300.0104-E22
E60	ALH20001030.1300.0104-E23
E61	ALH20001030.1300.0104-E24
E41	ALH20001030.1300.0104-E25
E42	ALH20001030.1300.0104-E26
E43	ALH20001030.1300.0104-E27
E45	ALH20001030.1300.0104-E28
E46	ALH20001030.1300.0104-E29
E47	ALH20001030.1300.0104-E30
E48	ALH20001030.1300.0104-E31
E53	ALH20001030.1300.0104-E32
E2	ALH20001030.1300.0104-E33
E3	ALH20001030.1300.0104-E34
E5	ALH20001030.1300.0104-E35
E62	ALH20001030.1300.0104-E36
E54	ALH20001030.1300.0104-E37
E9	ALH20001030.1300.0104-E38
E10	ALH20001030.1300.0104-E39
EM1	ALH20001030.1300.0104-E20-1
EM20	ALH20001030.1300.0104-E1-2
EM21	ALH20001030.1300.0104-E1-3
EM24	ALH20001030.1300.0104-E2-4
EM25	ALH20001030.1300.0104-E1-5
EM26	ALH20001030.1300.0104-E4-6
EM22	ALH20001030.1300.0104-E20-7
EM23	ALH20001030.1300.0104-E3-8
EM13	ALH20001030.1300.0104-E3-9
EM27	ALH20001030.1300.0104-E33-10
