CE13	ANN20001223.0900.0102-CE1
CE14	ANN20001223.0900.0102-CE2
CE7	ANN20001223.0900.0102-CE3
CE15	ANN20001223.0900.0102-CE4
CE16	ANN20001223.0900.0102-CE5
CE17	ANN20001223.0900.0102-CE6
CE18	ANN20001223.0900.0102-CE7
CE19	ANN20001223.0900.0102-CE8
CE20	ANN20001223.0900.0102-CE9
CE1	ANN20001223.0900.0102-CE10
CE2	ANN20001223.0900.0102-CE11
CE3	ANN20001223.0900.0102-CE12
CE21	ANN20001223.0900.0102-CE13
CE22	ANN20001223.0900.0102-CE14
CE23	ANN20001223.0900.0102-CE15
CE24	ANN20001223.0900.0102-CE16
CE25	ANN20001223.0900.0102-CE17
CE4	ANN20001223.0900.0102-CE18
CE5	ANN20001223.0900.0102-CE19
CE6	ANN20001223.0900.0102-CE20
CE8	ANN20001223.0900.0102-CE21
CE9	ANN20001223.0900.0102-CE22
CE11	ANN20001223.0900.0102-CE23
CE10	ANN20001223.0900.0102-CE24
CE12	ANN20001223.0900.0102-CE25
E13	ANN20001223.0900.0102-E1
E14	ANN20001223.0900.0102-E2
E48	ANN20001223.0900.0102-E3
E16	ANN20001223.0900.0102-E4
E17	ANN20001223.0900.0102-E5
E18	ANN20001223.0900.0102-E6
E20	ANN20001223.0900.0102-E7
E21	ANN20001223.0900.0102-E8
E22	ANN20001223.0900.0102-E9
E23	ANN20001223.0900.0102-E10
E24	ANN20001223.0900.0102-E11
E30	ANN20001223.0900.0102-E12
E31	ANN20001223.0900.0102-E13
E33	ANN20001223.0900.0102-E14
E35	ANN20001223.0900.0102-E15
E36	ANN20001223.0900.0102-E16
E37	ANN20001223.0900.0102-E17
E38	ANN20001223.0900.0102-E18
E39	ANN20001223.0900.0102-E19
E40	ANN20001223.0900.0102-E20
E41	ANN20001223.0900.0102-E21
E42	ANN20001223.0900.0102-E22
E43	ANN20001223.0900.0102-E23
E44	ANN20001223.0900.0102-E24
E45	ANN20001223.0900.0102-E25
E46	ANN20001223.0900.0102-E26
E47	ANN20001223.0900.0102-E27
E1	ANN20001223.0900.0102-E28
E2	ANN20001223.0900.0102-E29
E3	ANN20001223.0900.0102-E30
E4	ANN20001223.0900.0102-E31
E5	ANN20001223.0900.0102-E32
E7	ANN20001223.0900.0102-E33
E8	ANN20001223.0900.0102-E34
E9	ANN20001223.0900.0102-E35
E10	ANN20001223.0900.0102-E36
E11	ANN20001223.0900.0102-E37
E12	ANN20001223.0900.0102-E38
EM20	ANN20001223.0900.0102-E2-1
EM21	ANN20001223.0900.0102-E37-2
EM6	ANN20001223.0900.0102-E3-3
EM23	ANN20001223.0900.0102-E5-4
EM24	ANN20001223.0900.0102-E4-5
EM25	ANN20001223.0900.0102-E4-6
EM26	ANN20001223.0900.0102-E4-7
EM27	ANN20001223.0900.0102-E6-8
EM42	ANN20001223.0900.0102-E6-9
EM33	ANN20001223.0900.0102-E35-10
EM31	ANN20001223.0900.0102-E7-11
EM30	ANN20001223.0900.0102-E37-12
EM29	ANN20001223.0900.0102-E8-13
EM43	ANN20001223.0900.0102-E8-14
EM28	ANN20001223.0900.0102-E4-15
EM56	ANN20001223.0900.0102-E11-16
EM34	ANN20001223.0900.0102-E9-17
EM35	ANN20001223.0900.0102-E10-18
EM36	ANN20001223.0900.0102-E35-19
EM37	ANN20001223.0900.0102-E4-20
EM38	ANN20001223.0900.0102-E11-21
EM39	ANN20001223.0900.0102-E10-22
EM41	ANN20001223.0900.0102-E11-23
EM44	ANN20001223.0900.0102-E4-24
EM45	ANN20001223.0900.0102-E4-25
EM46	ANN20001223.0900.0102-E33-26
EM47	ANN20001223.0900.0102-E35-27
EM48	ANN20001223.0900.0102-E4-28
EM49	ANN20001223.0900.0102-E4-29
EM50	ANN20001223.0900.0102-E33-30
EM51	ANN20001223.0900.0102-E4-31
EM52	ANN20001223.0900.0102-E35-32
EM53	ANN20001223.0900.0102-E35-33
EM54	ANN20001223.0900.0102-E37-34
EM7	ANN20001223.0900.0102-E31-35
